Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2022,09,001000,013,    ,00000 ,01080 ,3228 ,278,25540, , ,06232      ,1,1,12,Andover town,1,1,220000,0,0,0,0,0,0,0,0,0,1,1,220000,0,0,0,0,0,0,0,0,0
2022,09,005000,009,0010,01150 ,01220 ,18525 ,408,35300,2, ,064011855  ,1,1,12,Ansonia,1,1,175000,2,4,470000,1,3,250000,0,0,0,1,1,175000,2,4,470000,1,3,250000,0,0,0
2022,09,009000,015,    ,00000 ,01430 ,4246 ,148,49340, , ,06278      ,1,1,12,Ashford town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,09,013000,003,    ,00000 ,02060 ,18220 ,278,25540, , ,06001      ,1,1,0,Avon town,19,19,5554437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,09,021000,005,    ,00000 ,02760 ,3587 ,999,99999, , ,060633340  ,1,1,12,Barkhamsted town,6,6,2167000,0,0,0,0,0,0,0,0,0,6,6,2167000,0,0,0,0,0,0,0,0,0
2022,09,025000,009,    ,00000 ,03250 ,6230 ,408,35300, , ,06403      ,1,1,12,Beacon Falls town,17,17,4264000,2,4,640000,0,0,0,0,0,0,17,17,4264000,2,4,640000,0,0,0,0,0,0
2022,09,029000,003,    ,00000 ,04300 ,20390 ,278,25540, , ,06037      ,1,1,12,Berlin town,9,9,2486686,0,0,0,0,0,0,12,104,5507120,9,9,2486686,0,0,0,0,0,0,12,104,5507120
2022,09,033000,009,    ,00000 ,04580 ,5513 ,408,35300, , ,06524      ,1,1,12,Bethany town,7,7,2416500,0,0,0,0,0,0,0,0,0,7,7,2416500,0,0,0,0,0,0,0,0,0
2022,09,037000,001,    ,00000 ,04720 ,19941 ,408,14860, , ,06801      ,1,1,12,Bethel town,25,25,8151312,0,0,0,0,0,0,0,0,0,25,25,8151312,0,0,0,0,0,0,0,0,0
2022,09,041000,005,    ,00000 ,04930 ,3385 ,999,99999, , ,067510053  ,1,1,12,Bethlehem town,1,1,1000000,0,0,0,0,0,0,0,0,0,1,1,1000000,0,0,0,0,0,0,0,0,0
2022,09,045000,003,    ,00000 ,05910 ,21182 ,278,25540, , ,060022460  ,1,1,12,Bloomfield town,0,0,0,12,24,2532884,0,0,0,1,150,23643000,0,0,0,12,24,2532884,0,0,0,1,150,23643000
2022,09,049000,013,    ,00000 ,06260 ,4855 ,278,25540, , ,06043      ,1,1,12,Bolton town,2,2,835000,0,0,0,0,0,0,0,0,0,2,2,835000,0,0,0,0,0,0,0,0,0
