Survey,State,6-Digit,County,Place,MSA/,PMSA,Central,Zip,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,CMSA,Code,City,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2001,09,001000,013,    ,3280,9999, ,06232      ,1,1,12,,Andover town,8,8,1155581,0,0,0,0,0,0,0,0,0,8,8,1155581,0,0,0,0,0,0,0,0,0
2001,09,005000,009,0020,5602,1160, ,06401      ,1,1,12,,Ansonia,20,20,1651000,1,2,150000,0,0,0,0,0,0,20,20,1651000,1,2,150000,0,0,0,0,0,0
2001,09,009000,015,    ,3280,9999, ,06278      ,1,1,12,,Ashford town,21,21,2330510,0,0,0,0,0,0,0,0,0,21,21,2330510,0,0,0,0,0,0,0,0,0
2001,09,013000,003,    ,3280,9999, ,06001      ,1,1,12,,Avon town,89,89,19763990,0,0,0,0,0,0,0,0,0,89,89,19763990,0,0,0,0,0,0,0,0,0
2001,09,017000,005,0070,9999,9999, ,06759      ,1,1,12,,Bantam borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,09,021000,005,    ,3280,9999, ,06063      ,1,1,12,,Barkhamsted town,24,24,3455210,0,0,0,0,0,0,0,0,0,24,24,3455210,0,0,0,0,0,0,0,0,0
2001,09,025000,009,    ,5602,1160, ,06403      ,1,1,12,,Beacon Falls town,24,24,1747000,0,0,0,0,0,0,0,0,0,24,24,1747000,0,0,0,0,0,0,0,0,0
2001,09,029000,003,    ,3280,9999, ,06037      ,1,1,12,,Berlin town,118,118,13332126,0,0,0,1,4,327000,7,103,4753000,118,118,13332126,0,0,0,1,4,327000,7,103,4753000
2001,09,033000,009,    ,5602,5480, ,06524      ,1,1,12,,Bethany town,16,16,5572500,0,0,0,0,0,0,0,0,0,16,16,5572500,0,0,0,0,0,0,0,0,0
2001,09,037000,001,    ,5602,1930, ,06801      ,1,1,12,,Bethel town,90,90,10024750,0,0,0,0,0,0,0,0,0,90,90,10024750,0,0,0,0,0,0,0,0,0
2001,09,041000,005,    ,5602,8880, ,06751      ,1,1,12,,Bethlehem town,20,20,3306000,0,0,0,0,0,0,0,0,0,20,20,3306000,0,0,0,0,0,0,0,0,0
2001,09,045000,003,    ,3280,9999, ,06002      ,1,1,12,,Bloomfield town,40,40,3603620,0,0,0,0,0,0,0,0,0,40,40,3603620,0,0,0,0,0,0,0,0,0
2001,09,049000,013,    ,3280,9999, ,06043      ,1,1,12,,Bolton town,16,16,2400714,0,0,0,0,0,0,0,0,0,16,16,2400714,0,0,0,0,0,0,0,0,0
2001,09,053000,011,    ,5520,9999, ,06334      ,1,1,12,,Bozrah town,13,13,2375000,0,0,0,0,0,0,0,0,0,13,13,2375000,0,0,0,0,0,0,0,0,0
2001,09,057000,009,    ,5602,5480, ,06405      ,1,1,12,,Branford town,40,40,9093800,2,4,247000,0,0,0,0,0,0,40,40,9093800,2,4,247000,0,0,0,0,0,0
2001,09,061000,001,0200,5602,1160,1,06604      ,1,1,12,,Bridgeport,94,94,3986400,2,4,110000,1,3,175000,0,0,0,94,94,3986400,2,4,110000,1,3,175000,0,0,0
2001,09,065000,005,    ,5602,1930, ,06752      ,1,1,12,,Bridgewater town,5,5,1427000,0,0,0,0,0,0,0,0,0,5,5,1427000,0,0,0,0,0,0,0,0,0
2001,09,069000,003,0230,3280,9999, ,06010      ,1,1,12,,Bristol,113,113,12453500,2,4,250000,0,0,0,0,0,0,113,113,12453500,2,4,250000,0,0,0,0,0,0
2001,09,077000,001,    ,5602,1930, ,06804      ,1,1,12,,Brookfield town,32,32,6476300,0,0,0,0,0,0,0,0,0,32,32,6476300,0,0,0,0,0,0,0,0,0
2001,09,081000,015,    ,9999,9999, ,06234      ,1,1,12,,Brooklyn town,45,45,4838000,0,0,0,0,0,0,0,0,0,45,45,4838000,0,0,0,0,0,0,0,0,0
2001,09,085000,003,    ,3280,9999, ,06013      ,1,1,12,,Burlington town,56,56,10499301,0,0,0,2,6,516750,3,18,1550250,56,56,10499301,0,0,0,2,6,516750,3,18,1550250
2001,09,089000,005,    ,9999,9999, ,06031      ,1,1,12,,Canaan town,4,4,318000,0,0,0,0,0,0,0,0,0,4,4,318000,0,0,0,0,0,0,0,0,0
2001,09,093000,015,    ,5520,9999, ,06331      ,1,1,12,,Canterbury town,24,24,2538000,0,0,0,0,0,0,0,0,0,24,24,2538000,0,0,0,0,0,0,0,0,0
2001,09,097000,003,    ,3280,9999, ,06022      ,1,1,12,,Canton town,50,50,8055704,0,0,0,0,0,0,0,0,0,50,50,8055704,0,0,0,0,0,0,0,0,0
2001,09,101000,015,    ,3280,9999, ,06235      ,1,1,0,,Chaplin town,14,14,758786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,09,105000,009,    ,5602,5480, ,06410      ,1,1,12,,Cheshire town,47,47,6449037,0,0,0,0,0,0,1,41,4231258,47,47,6449037,0,0,0,0,0,0,1,41,4231258
2001,09,109000,007,    ,9999,9999, ,06412      ,1,1,12,,Chester town,11,11,1837980,0,0,0,0,0,0,0,0,0,11,11,1837980,0,0,0,0,0,0,0,0,0
2001,09,113000,007,    ,5602,5480, ,06413      ,1,1,12,,Clinton town,61,61,7916051,0,0,0,0,0,0,0,0,0,61,61,7916051,0,0,0,0,0,0,0,0,0
2001,09,121000,011,    ,3280,9999, ,06415      ,1,1,12,,Colchester town,85,85,10463000,0,0,0,0,0,0,0,0,0,85,85,10463000,0,0,0,0,0,0,0,0,0
2001,09,125000,005,    ,9999,9999, ,06021      ,1,1,12,,Colebrook town,7,7,868521,0,0,0,0,0,0,0,0,0,7,7,868521,0,0,0,0,0,0,0,0,0
2001,09,129000,013,    ,3280,9999, ,06237      ,1,1,12,,Columbia town,32,32,5135880,0,0,0,0,0,0,0,0,0,32,32,5135880,0,0,0,0,0,0,0,0,0
2001,09,133000,005,    ,9999,9999, ,06069      ,1,1,12,,Cornwall town,7,7,977570,0,0,0,0,0,0,0,0,0,7,7,977570,0,0,0,0,0,0,0,0,0
2001,09,137000,013,    ,3280,9999, ,06238      ,1,1,12,,Coventry town,60,60,7542212,0,0,0,0,0,0,0,0,0,60,60,7542212,0,0,0,0,0,0,0,0,0
2001,09,141000,007,    ,3280,9999, ,06416      ,1,1,12,,Cromwell town,71,71,10482298,0,0,0,0,0,0,0,0,0,71,71,10482298,0,0,0,0,0,0,0,0,0
