Survey,State,6-Digit,County,Place,MSA/,PMSA,Central,Zip,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,CMSA,Code,City,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2000,01,001000,067,0005,9999,9999, ,36310      ,3,6,12,,Abbeville,1,1,114876,0,0,0,0,0,0,0,0,0,1,1,114876,0,0,0,0,0,0,0,0,0
2000,01,002000,073,0010,1000,9999, ,35005      ,3,6,12,,Adamsville,9,9,938939,0,0,0,0,0,0,0,0,0,9,9,938939,0,0,0,0,0,0,0,0,0
2000,01,005000,117,0025,1000,9999, ,35007      ,3,6,12,,Alabaster,219,219,22011474,0,0,0,0,0,0,0,0,0,219,219,22011474,0,0,0,0,0,0,0,0,0
2000,01,006000,095,0030,9999,9999, ,35950      ,3,6,12,,Albertville,73,73,9114900,0,0,0,0,0,0,0,0,0,73,73,9114900,0,0,0,0,0,0,0,0,0
2000,01,007000,123,0035,9999,9999, ,35010      ,3,6,12,,Alexander City,27,27,3022000,0,0,0,0,0,0,6,48,2200000,27,27,3022000,0,0,0,0,0,0,6,48,2200000
2000,01,008000,107,0040,9999,9999, ,35442      ,3,6,0,,Aliceville,11,11,884583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,012000,039,0055,9999,9999, ,36420      ,3,6,12,,Andalusia,14,14,1538900,0,0,0,0,0,0,0,0,0,14,14,1538900,0,0,0,0,0,0,0,0,0
2000,01,014000,015,0060,0450,9999,1,36202      ,3,6,0,,Anniston,21,21,1342969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,016000,095,0065,9999,9999, ,35016      ,3,6,12,,Arab,25,25,2232291,0,0,0,0,0,0,0,0,0,25,25,2232291,0,0,0,0,0,0,0,0,0
2000,01,017000,083,0070,3440,9999, ,38449      ,3,6,0,,Ardmore town,7,7,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,020000,045,0075,2180,9999, ,36311      ,3,6,12,,Ariton town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,022000,069,0080,2180,9999, ,36312      ,3,6,0,,Ashford,7,7,630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,023000,027,0085,9999,9999, ,36251      ,3,6,12,,Ashland,2,2,235000,0,0,0,0,0,0,0,0,0,2,2,235000,0,0,0,0,0,0,0,0,0
2000,01,024000,115,0090,1000,9999, ,35953      ,3,6,0,,Ashville town,8,8,449143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,025000,083,0095,3440,9999, ,35611      ,3,6,12,,Athens,102,102,15545284,0,0,0,0,0,0,0,0,0,102,102,15545284,0,0,0,0,0,0,0,0,0
2000,01,026000,053,0100,9999,9999, ,36504      ,3,6,12,,Atmore,7,7,650000,0,0,0,0,0,0,0,0,0,7,7,650000,0,0,0,0,0,0,0,0,0
2000,01,027000,055,0105,2880,9999, ,35954      ,3,6,12,,Attalla,3,3,268200,0,0,0,0,0,0,0,0,0,3,3,268200,0,0,0,0,0,0,0,0,0
2000,01,028000,081,0110,0580,9999,1,36830      ,3,6,12,,Auburn,262,262,38347483,65,130,6567524,6,18,1452440,9,94,4717784,262,262,38347483,65,130,6567524,6,18,1452440,9,94,4717784
2000,01,031000,069,0120,2180,9999, ,36312      ,3,6,12,,Avon town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,034000,003,    ,5160,9999, ,36535      ,3,6,12,,Baldwin County Unincorporated Area,875,875,117307953,2,4,301480,0,0,0,0,0,0,875,875,117307953,2,4,301480,0,0,0,0,0,0
2000,01,037000,003,0135,5160,9999, ,36507      ,3,6,12,,Bay Minette,12,12,1157090,1,2,138960,0,0,0,0,0,0,12,12,1157090,1,2,138960,0,0,0,0,0,0
2000,01,038000,097,0140,5160,9999, ,36509      ,3,6,12,,Bayou La Batre,4,4,316491,0,0,0,0,0,0,3,20,790000,4,4,316491,0,0,0,0,0,0,3,20,790000
2000,01,043000,085,0167,9999,9999, ,36785      ,3,6,0,,Benton town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,045000,073,0175,1000,9999, ,35020      ,3,6,12,,Bessemer,37,37,3419489,0,0,0,0,0,0,0,0,0,37,37,3419489,0,0,0,0,0,0,0,0,0
2000,01,048000,073,0185,1000,9999,1,35203      ,3,6,12,,Birmingham,118,118,14605141,0,0,0,0,0,0,13,328,14655118,118,118,14605141,0,0,0,0,0,0,13,328,14655118
2000,01,052000,009,0195,1000,9999, ,35031      ,3,6,12,,Blountsville town,8,8,517000,0,0,0,0,0,0,0,0,0,8,8,517000,0,0,0,0,0,0,0,0,0
2000,01,056000,095,0210,9999,9999, ,35957      ,3,6,12,,Boaz,24,24,2446577,0,0,0,0,0,0,0,0,0,24,24,2446577,0,0,0,0,0,0,0,0,0
2000,01,059000,115,0233,1000,9999, ,35120      ,3,6,0,,Branchville town,10,10,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,060000,041,0235,9999,9999, ,36009      ,3,6,0,,Brantley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,062000,053,0245,9999,9999, ,36427      ,3,6,12,,Brewton,3,3,456325,0,0,0,0,0,0,0,0,0,3,3,456325,0,0,0,0,0,0,0,0,0
2000,01,063000,071,0250,9999,9999, ,35740      ,3,6,0,,Bridgeport,6,6,303999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,064000,073,0255,1000,9999, ,35020      ,3,6,0,,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,066000,073,0265,1000,9999, ,35036      ,3,6,12,,Brookside town,2,2,190000,0,0,0,0,0,0,0,0,0,2,2,190000,0,0,0,0,0,0,0,0,0
2000,01,068000,109,0275,9999,9999, ,36010      ,3,6,0,,Brundidge,3,3,211000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,070000,023,0280,9999,9999, ,36904      ,3,6,12,,Butler,1,1,75000,0,0,0,0,0,0,0,0,0,1,1,75000,0,0,0,0,0,0,0,0,0
