Survey,State,6-Digit,County,MSA/,PMSA,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,CMSA,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8499,01,000300,067,9999,,3,6,12,12,ABBEVILLE. . . . . . . . . . . . .,7,7,188000,0,0,0,0,0,0,0,0,0,7,7,188000,0,0,0,0,0,0,0,0,0
8499,01,000500,073,1000,,3,6,12,12,ADAMSVILLE . . . . . . . . . . . .,4,4,136700,0,0,0,0,0,0,0,0,0,4,4,136700,0,0,0,0,0,0,0,0,0
8499,01,000700,133,9999,,3,6,12,12,ADDISON TOWN . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,000900,117,1000,,3,6,12,12,ALABASTER. . . . . . . . . . . . .,124,124,3842286,0,0,0,0,0,0,1,5,125000,124,124,3842286,0,0,0,0,0,0,1,5,125000
8499,01,001000,095,9999,,3,6,12,12,ALBERTVILLE. . . . . . . . . . . .,61,61,1532400,0,0,0,2,7,84000,4,24,320000,61,61,1532400,0,0,0,2,7,84000,4,24,320000
8499,01,001500,123,9999,,3,6,12,12,ALEXANDER CITY . . . . . . . . . .,40,40,2037850,2,4,60000,0,0,0,0,0,0,40,40,2037850,2,4,60000,0,0,0,0,0,0
8499,01,001700,107,9999,,3,6,12,12,ALICEVILLE . . . . . . . . . . . .,3,3,111000,0,0,0,0,0,0,0,0,0,3,3,111000,0,0,0,0,0,0,0,0,0
8499,01,002000,039,9999,,3,6,12,12,ANDALUSIA. . . . . . . . . . . . .,24,24,1023023,0,0,0,0,0,0,3,26,553877,24,24,1023023,0,0,0,0,0,0,3,26,553877
8499,01,002500,015,0450,,3,6,0,0,ANNISTON . . . . . . . . . . . . .,54,54,3464475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,002700,095,9999,,3,6,12,12,ARAB . . . . . . . . . . . . . . .,50,50,2455400,0,0,0,0,0,0,4,34,617000,50,50,2455400,0,0,0,0,0,0,4,34,617000
8499,01,002900,045,2180,,3,6,12,12,ARITON TOWN. . . . . . . . . . . .,0,0,0,0,0,0,3,12,280000,0,0,0,0,0,0,0,0,0,3,12,280000,0,0,0
8499,01,003000,069,2180,,3,6,12,12,ASHFORD TOWN . . . . . . . . . . .,1,1,2380,0,0,0,0,0,0,0,0,0,1,1,2380,0,0,0,0,0,0,0,0,0
8499,01,003200,027,9999,,3,6,0,0,ASHLAND TOWN . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,003500,115,1000,,3,6,12,12,ASHVILLE TOWN. . . . . . . . . . .,1,1,32000,0,0,0,0,0,0,0,0,0,1,1,32000,0,0,0,0,0,0,0,0,0
8499,01,004000,083,9999,,3,6,12,12,ATHENS . . . . . . . . . . . . . .,147,147,6140611,0,0,0,1,4,48000,3,32,640000,147,147,6140611,0,0,0,1,4,48000,3,32,640000
8499,01,004500,053,9999,,3,6,12,12,ATMORE . . . . . . . . . . . . . .,7,7,332000,0,0,0,0,0,0,9,52,1205000,7,7,332000,0,0,0,0,0,0,9,52,1205000
8499,01,005000,055,2880,,3,6,0,0,ATTALLA. . . . . . . . . . . . . .,10,10,330303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,005500,081,9999,,3,6,12,12,AUBURN . . . . . . . . . . . . . .,144,144,6988799,5,10,331820,29,113,2876200,24,515,10001860,144,144,6988799,5,10,331820,29,113,2876200,24,515,10001860
8499,01,005600,001,5240,,3,6,12,12,AUTAUGA BAL. OF CO.. . . . . . . .,7,7,254975,0,0,0,0,0,0,0,0,0,7,7,254975,0,0,0,0,0,0,0,0,0
8499,01,005700,069,2180,,3,6,0,0,AVON TOWN. . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,006000,003,5160,,3,6,12,12,BAY MINETTE. . . . . . . . . . . .,20,20,723900,0,0,0,0,0,0,0,0,0,20,20,723900,0,0,0,0,0,0,0,0,0
8499,01,006200,097,5160,,3,6,12,12,BAYOU LA BATRE . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,006300,085,9999,,3,6,12,12,BENTON TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,006500,073,1000,,3,6,12,12,BESSEMER . . . . . . . . . . . . .,14,14,655120,1,2,30000,0,0,0,0,0,0,14,14,655120,1,2,30000,0,0,0,0,0,0
8499,01,007000,073,1000,,3,6,12,12,BIRMINGHAM # . . . . . . . . . . .,391,391,12852867,3,6,156000,9,35,659000,14,109,1929800,391,391,12852867,3,6,156000,9,35,659000,14,109,1929800
8499,01,007200,095,9999,,3,6,12,12,BOAZ . . . . . . . . . . . . . . .,19,19,706000,0,0,0,0,0,0,0,0,0,19,19,706000,0,0,0,0,0,0,0,0,0
8499,01,007300,041,9999,,3,6,12,12,BRANTLEY TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,008000,053,9999,,3,6,12,12,BREWTON. . . . . . . . . . . . . .,21,21,1268035,0,0,0,0,0,0,0,0,0,21,21,1268035,0,0,0,0,0,0,0,0,0
8499,01,008500,071,9999,,3,6,12,12,BRIDGEPORT . . . . . . . . . . . .,5,5,164695,0,0,0,0,0,0,0,0,0,5,5,164695,0,0,0,0,0,0,0,0,0
8499,01,009000,073,1000,,3,6,12,12,BROOKSIDE TOWN . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,009250,023,9999,,3,6,12,12,BUTLER . . . . . . . . . . . . . .,1,1,36425,0,0,0,0,0,0,0,0,0,1,1,36425,0,0,0,0,0,0,0,0,0
8499,01,009500,117,1000,,3,6,12,12,CALERA TOWN. . . . . . . . . . . .,3,3,57000,0,0,0,0,0,0,0,0,0,3,3,57000,0,0,0,0,0,0,0,0,0
8499,01,009700,123,9999,,3,6,12,12,CAMP HILL TOWN . . . . . . . . . .,3,3,76300,0,0,0,0,0,0,0,0,0,3,3,76300,0,0,0,0,0,0,0,0,0
8499,01,010000,127,1000,,3,6,0,0,CARBON HILL #. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,010200,019,9999,,3,6,12,12,CENTRE . . . . . . . . . . . . . .,1,1,51500,0,0,0,0,0,0,0,0,0,1,1,51500,0,0,0,0,0,0,0,0,0
8499,01,010300,129,9999,,3,6,12,12,CHATOM TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,3,24,669000,0,0,0,0,0,0,0,0,0,3,24,669000
8499,01,010400,033,2650,,3,6,0,0,CHEROKEE . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,010500,097,5160,,3,6,12,12,CHICKASAW. . . . . . . . . . . . .,4,4,117382,0,0,0,0,0,0,0,0,0,4,4,117382,0,0,0,0,0,0,0,0,0
8499,01,011000,121,9999,,3,6,12,12,CHILDERSBURG . . . . . . . . . . .,7,7,328000,0,0,0,0,0,0,0,0,0,7,7,328000,0,0,0,0,0,0,0,0,0
8499,01,011500,097,5160,,3,6,12,12,CITRONELLE . . . . . . . . . . . .,25,25,1125990,0,0,0,0,0,0,0,0,0,25,25,1125990,0,0,0,0,0,0,0,0,0
8499,01,012000,021,9999,,3,6,12,12,CLANTON. . . . . . . . . . . . . .,8,8,396000,0,0,0,0,0,0,0,0,0,8,8,396000,0,0,0,0,0,0,0,0,0
8499,01,012200,005,9999,,3,6,12,12,CLAYTON TOWN . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,012525,061,9999,,3,6,12,12,COFFEE SPRINGS TOWN. . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,012600,049,9999,,3,6,12,12,COLLINSVILLE TOWN. . . . . . . . .,1,1,36425,0,0,0,0,0,0,0,0,0,1,1,36425,0,0,0,0,0,0,0,0,0
8499,01,013000,117,1000,,3,6,12,12,COLUMBIANA . . . . . . . . . . . .,9,9,229500,1,2,50000,0,0,0,0,0,0,9,9,229500,1,2,50000,0,0,0,0,0,0
8499,01,013225,127,1000,,3,6,12,12,CORDOVA. . . . . . . . . . . . . .,8,8,260000,0,0,0,0,0,0,0,0,0,8,8,260000,0,0,0,0,0,0,0,0,0
8499,01,013300,069,2180,,3,6,12,12,COTTONWOOD TOWN. . . . . . . . . .,1,1,29000,0,0,0,0,0,0,0,0,0,1,1,29000,0,0,0,0,0,0,0,0,0
8499,01,013350,097,5160,,3,6,12,12,CREOLA TOWN. . . . . . . . . . . .,5,5,431375,0,0,0,0,0,0,0,0,0,5,5,431375,0,0,0,0,0,0,0,0,0
8499,01,013400,049,9999,,3,6,12,12,CROSSVILLE TOWN. . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,013500,043,9999,,3,6,12,12,CULLMAN. . . . . . . . . . . . . .,19,19,1032000,4,8,132000,3,12,259000,7,58,1100000,19,19,1032000,4,8,132000,3,12,259000,7,58,1100000
8499,01,014000,003,5160,,3,6,12,12,DAPHNE . . . . . . . . . . . . . .,45,45,2433646,0,0,0,0,0,0,0,0,0,45,45,2433646,0,0,0,0,0,0,0,0,0
8499,01,014500,103,9999,,3,6,12,12,DECATUR. . . . . . . . . . . . . .,168,168,5896439,0,0,0,26,104,1388500,12,131,1625000,168,168,5896439,0,0,0,26,104,1388500,12,131,1625000
8499,01,014800,123,9999,,3,6,12,12,DADEVILLE. . . . . . . . . . . . .,8,8,198800,0,0,0,0,0,0,0,0,0,8,8,198800,0,0,0,0,0,0,0,0,0
8499,01,014900,045,2180,,3,6,12,12,DALEVILLE. . . . . . . . . . . . .,45,45,1080093,0,0,0,12,48,1045000,0,0,0,45,45,1080093,0,0,0,12,48,1045000,0,0,0
8499,01,015000,091,9999,,3,6,12,12,DEMOPOLIS. . . . . . . . . . . . .,17,17,678665,0,0,0,0,0,0,0,0,0,17,17,678665,0,0,0,0,0,0,0,0,0
8499,01,015300,075,9999,,3,6,0,0,DETROIT TOWN . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,015500,127,1000,,3,6,12,12,DORA . . . . . . . . . . . . . . .,5,5,267000,0,0,0,0,0,0,0,0,0,5,5,267000,0,0,0,0,0,0,0,0,0
8499,01,016000,069,2180,,3,6,12,12,DOTHAN . . . . . . . . . . . . . .,203,203,4115133,2,4,38256,26,100,1212564,10,116,1352000,203,203,4115133,2,4,38256,26,100,1212564,10,116,1352000
8499,01,016200,133,9999,,3,6,12,12,DOUBLE SPRINGS . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,016350,053,9999,,3,6,0,0,EAST BREWTON . . . . . . . . . . .,1,1,11647,0,0,0,0,0,0,9,60,780245,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,016500,051,5240,,3,6,12,12,ECLECTIC TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,017000,031,9999,,3,6,12,12,ELBA . . . . . . . . . . . . . . .,6,6,122775,0,0,0,0,0,0,2,20,446210,6,6,122775,0,0,0,0,0,0,2,20,446210
8499,01,017200,003,5160,,3,6,12,12,ELBERTA TOWN . . . . . . . . . . .,3,3,90100,0,0,0,0,0,0,0,0,0,3,3,90100,0,0,0,0,0,0,0,0,0
8499,01,017500,031,9999,,3,6,12,12,ENTERPRISE . . . . . . . . . . . .,97,97,4200200,11,22,110000,2,8,130000,8,53,1178000,97,97,4200200,11,22,110000,2,8,130000,8,53,1178000
8499,01,018000,005,9999,,3,6,12,12,EUFAULA. . . . . . . . . . . . . .,52,52,3807750,0,0,0,6,24,710532,3,25,453260,52,52,3807750,0,0,0,6,24,710532,3,25,453260
8499,01,018500,063,9999,,3,6,0,0,EUTAW. . . . . . . . . . . . . . .,9,9,321932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,019000,035,9999,,3,6,0,0,EVERGREEN. . . . . . . . . . . . .,7,7,272429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,01,019500,073,1000,,3,6,12,12,FAIRFIELD. . . . . . . . . . . . .,1,1,30000,0,0,0,0,0,0,1,7,120000,1,1,30000,0,0,0,0,0,0,1,7,120000
8499,01,020000,003,5160,,3,6,12,12,FAIRHOPE . . . . . . . . . . . . .,41,41,1785284,0,0,0,0,0,0,0,0,0,41,41,1785284,0,0,0,0,0,0,0,0,0
8499,01,020200,103,9999,,3,6,12,12,FALKVILLE. . . . . . . . . . . . .,4,4,188000,0,0,0,0,0,0,0,0,0,4,4,188000,0,0,0,0,0,0,0,0,0
8499,01,020500,057,9999,,3,6,12,12,FAYETTE. . . . . . . . . . . . . .,25,25,1105300,0,0,0,0,0,0,0,0,0,25,25,1105300,0,0,0,0,0,0,0,0,0
8499,01,020700,103,9999,,3,6,12,12,FLINT CITY TOWN. . . . . . . . . .,3,3,104000,0,0,0,0,0,0,0,0,0,3,3,104000,0,0,0,0,0,0,0,0,0
8499,01,021000,053,9999,,3,6,12,12,FLOMATON TOWN. . . . . . . . . . .,3,3,69000,0,0,0,0,0,0,0,0,0,3,3,69000,0,0,0,0,0,0,0,0,0
8499,01,021300,039,9999,,3,6,0,0,FLORALA. . . . . . . . . . . . . .,4,4,96525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
