Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202110,01,002000,073,0030,00460 ,00000 ,4522 ,142,13820, , ,35005      ,3,6,9,Adamsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,01,005000,117,0025,00820 ,00000 ,30352 ,142,13820, , ,35007      ,3,6,10,Alabaster,55,55,19638398,0,0,0,0,0,0,0,0,0,55,55,19638398,0,0,0,0,0,0,0,0,0
202110,01,007000,123,0035,01132 ,00000 ,14875 ,999,99999, , ,350110552  ,3,6,8,Alexander City,34,34,12709965,0,0,0,0,0,0,3,56,7698062,28,28,10115493,0,0,0,0,0,0,3,56,7698062
202110,01,017000,083,0070,02260 ,00000 ,1194 ,290,26620, , ,35739      ,3,6,8,Ardmore town,5,5,791449,0,0,0,0,0,0,0,0,0,3,3,604545,0,0,0,0,0,0,0,0,0
202110,01,023000,027,0085,02860 ,00000 ,2037 ,999,99999, , ,36251      ,3,6,10,Ashland,1,1,332000,0,0,0,0,0,0,0,0,0,1,1,332000,0,0,0,0,0,0,0,0,0
202110,01,024000,115,0090,02908 ,00000 ,2212 ,142,13820, , ,35953      ,3,6,10,Ashville,4,4,944746,0,0,0,0,0,0,0,0,0,4,4,944746,0,0,0,0,0,0,0,0,0
202110,01,025000,083,0095,02956 ,00000 ,21897 ,290,26620, , ,35611      ,3,6,10,Athens,366,366,102717834,3,6,486000,8,26,2407160,4,126,7853555,366,366,102717834,3,6,486000,8,26,2407160,4,126,7853555
202110,01,028000,081,0110,03076 ,00000 ,53380 ,194,12220, ,1,36830      ,3,6,9,Auburn,670,670,190119258,12,24,5062744,7,28,3216046,8,103,12420007,614,614,175042353,12,24,5062744,7,28,3216046,3,29,1660000
202110,01,034000,003,    ,99990 ,00000 ,89449 ,380,19300,2, ,36535      ,3,6,10,Baldwin County Unincorporated Area,545,545,131294119,0,0,0,0,0,0,11,270,17121745,545,545,131294119,0,0,0,0,0,0,11,270,17121745
202110,01,037000,003,0135,04660 ,00000 ,8044 ,380,19300, , ,36507      ,3,6,0,Bay Minette,55,55,8193180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,01,045000,073,0175,05980 ,00000 ,27456 ,142,13820, , ,35020      ,3,6,10,Bessemer,24,24,3026445,0,0,0,0,0,0,0,0,0,24,24,3026445,0,0,0,0,0,0,0,0,0
202110,01,048000,073,0185,07000 ,00000 ,210609 ,142,13820,2,1,352032216  ,3,6,10,Birmingham,74,74,18905854,0,0,0,1,3,300000,6,544,43665559,74,74,18905854,0,0,0,1,3,300000,6,544,43665559
