Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202408,01,3,6,Alabama,12334,12334,3405113,54,108,27041,14,47,7539,64,1825,259188,8189,8189,2384306,42,84,19330,2,8,1156,36,1195,143809
202408,02,4,9,Alaska,301,301,119140,19,38,7164,7,21,3370,5,153,28098,126,126,46377,12,24,4337,5,15,2565,3,143,26542
202408,04,4,8,Arizona,29194,29194,8543400,648,1296,178331,44,152,29946,319,10609,1358079,26797,26797,7784171,605,1210,166355,34,122,24119,259,9058,1188473
202408,05,3,7,Arkansas,6705,6705,1804551,283,566,97063,55,198,14127,62,1190,108939,5301,5301,1530010,242,484,89440,17,66,6693,25,781,72826
202408,06,4,9,California,41965,41965,12996988,1059,2118,401396,222,759,172171,931,22980,4127002,32249,32249,10336316,855,1710,330446,182,629,147071,744,20848,3721275
202408,08,4,8,Colorado,14233,14233,6036076,198,396,87180,60,213,45189,232,6243,1390267,11445,11445,4777618,164,328,73217,41,153,34297,187,5613,1262041
202408,09,1,1,Connecticut,1442,1442,607003,42,84,18449,40,137,22365,82,1952,281629,870,870,421575,30,60,12548,15,51,9622,22,626,97196
202408,10,3,5,Delaware,4031,4031,562520,70,140,38069,5,18,1910,14,367,51239,3578,3578,518738,70,140,38069,5,18,1910,11,293,38277
202408,11,3,5,District of Columbia,120,120,34415,24,48,7369,1,3,438,25,610,86676,120,120,34415,24,48,7369,1,3,438,25,610,86676
202408,12,3,5,Florida,87855,87855,27458682,724,1448,377900,219,824,128094,1071,35682,6480810,77353,77353,23734649,675,1350,224774,188,716,111539,861,31365,5823869
202408,13,3,5,Georgia,33964,33964,9134851,290,580,80975,230,861,136875,848,12316,1732957,24562,24562,6808788,204,408,63687,187,713,115949,721,10872,1581360
202408,15,4,9,Hawaii,1518,1518,724475,59,118,23000,0,0,0,18,752,243692,716,716,408865,4,8,6300,0,0,0,0,0,0
202408,16,4,8,Idaho,10105,10105,2841424,97,194,31579,96,354,50607,55,957,166018,8011,8011,2203608,74,148,24785,65,247,34313,41,833,150405
202408,17,2,3,Illinois,6932,6932,2427107,119,238,50656,122,397,81760,263,4992,1002693,5272,5272,1875302,72,144,35198,90,294,70259,179,4521,929474
202408,18,2,3,Indiana,13698,13698,4689392,203,406,76520,37,135,16522,182,3212,529611,10843,10843,3794707,185,370,71946,31,117,15523,130,2617,459650
202408,19,2,4,Iowa,4989,4989,1745248,141,282,50023,35,121,24402,83,1971,303041,3890,3890,1421659,98,196,32444,22,81,17845,59,1841,285463
202408,20,2,4,Kansas,3597,3597,1344686,502,1004,145178,56,201,27241,62,1773,306420,2916,2916,1123303,463,926,133886,54,195,25401,50,1549,268931
202408,21,3,6,Kentucky,5956,5956,1614100,165,330,49540,67,228,29067,351,5044,723911,3390,3390,964287,109,218,33694,40,143,19856,271,3262,460924
202408,22,3,7,Louisiana,8229,8229,2008673,154,308,39718,9,31,3486,36,945,206633,3785,3785,915092,37,74,10434,4,14,1713,16,412,87276
202408,23,1,1,Maine,3192,3192,969423,87,174,30357,21,75,22190,64,681,97774,1182,1182,436414,63,126,24543,8,31,5564,26,399,74270
202408,24,3,5,Maryland,7517,7517,2011032,3,6,960,3,10,1935,89,4367,908588,7097,7097,1877324,3,6,960,3,10,1935,81,4239,886967
