Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201199,01,3,6,Alabama,8858,8858,1507696,16,32,3310,25,90,5116,148,2687,187942,8000,8000,1371601,5,10,563,15,59,3623,120,2279,159064
201199,02,4,9,Alaska,713,713,178830,16,32,5091,3,12,1581,14,120,18473,613,613,156988,16,32,5091,3,12,1581,14,120,18473
201199,04,4,8,Arizona,10306,10306,2300921,27,54,4386,32,115,16975,113,2532,258069,10218,10218,2290585,25,50,4086,32,115,16975,113,2532,258069
201199,05,3,7,Arkansas,4141,4141,698979,146,292,23155,60,227,15796,129,2140,123549,3880,3880,665717,138,276,22206,55,210,15311,126,2079,121548
201199,06,4,9,California,21705,21705,6052838,296,592,124383,237,834,138966,851,22340,3322330,20177,20177,5722680,287,574,120947,219,779,129672,787,21729,3253672
201199,08,4,8,Colorado,8723,8723,2418015,133,266,45059,37,127,19403,155,4386,377192,8443,8443,2345853,132,264,44909,36,124,19210,137,4269,370271
201199,09,1,1,Connecticut,2162,2162,595529,43,86,7830,46,162,10138,64,763,65740,1863,1863,481373,42,84,7659,46,162,10138,34,545,50529
201199,10,3,5,Delaware,2441,2441,322170,59,118,9236,10,37,5216,40,358,33547,2421,2421,320921,59,118,9236,10,37,5216,28,295,32388
201199,11,3,5,District of Columbia,227,227,44743,50,100,10644,0,0,0,23,4285,553982,227,227,44743,50,100,10644,0,0,0,23,4285,553982
201199,12,3,5,Florida,31874,31874,7787368,205,410,43131,110,396,64934,485,9680,919177,31133,31133,7651852,197,394,41457,106,382,62065,436,9278,877980
201199,13,3,5,Georgia,13817,13817,2397726,52,104,11166,39,144,13874,231,4428,338009,11679,11679,2056200,39,78,9314,26,100,11924,216,4282,327003
201199,15,4,9,Hawaii,1632,1632,512567,2,4,860,5,17,2182,21,1090,138275,1632,1632,512567,2,4,860,5,17,2182,21,1090,138275
201199,16,4,8,Idaho,3163,3163,681565,17,34,4359,47,186,10631,29,432,36214,3018,3018,652208,11,22,2637,47,186,10631,29,432,36214
201199,17,2,3,Illinois,6834,6834,1569754,143,286,33930,102,365,39441,196,4324,474933,5906,5906,1401014,127,254,30342,96,345,38104,141,3957,444447
201199,18,2,3,Indiana,9324,9324,1738701,174,348,33091,44,163,15672,191,2783,188092,8956,8956,1684070,158,316,31154,38,145,15258,176,2706,182985
201199,19,2,4,Iowa,5875,5875,1111322,95,190,19775,32,119,8923,76,1342,105704,5703,5703,1085127,90,180,18657,32,119,8923,74,1324,104201
201199,20,2,4,Kansas,3469,3469,707453,143,286,27462,31,109,10916,83,1522,114898,3065,3065,615453,129,258,25295,28,100,9598,81,1467,110908
201199,21,3,6,Kentucky,4793,4793,760241,151,302,23246,95,370,23857,179,2317,107770,4398,4398,697115,123,246,19993,88,346,23069,155,2147,96126
201199,22,3,7,Louisiana,9959,9959,1729494,263,526,40287,40,143,14111,104,1545,134901,7330,7330,1344563,204,408,29898,34,125,12962,38,920,91790
201199,23,1,1,Maine,2279,2279,407887,25,50,4928,6,20,1603,32,395,21250,1792,1792,322902,21,42,4238,5,16,1286,20,316,17794
201199,24,3,5,Maryland,8362,8362,1704432,75,150,16293,10,39,3153,122,4930,480752,7933,7933,1629319,75,150,16293,10,39,3153,121,4925,480277
201199,25,1,1,Massachusetts,4899,4899,1373436,92,184,23779,47,159,20957,146,2483,342899,4080,4080,1202472,70,140,19614,37,128,17130,51,1705,273846
