Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202411,01,3,6,Alabama,16046,16046,4504665,93,186,38029,39,134,15083,95,2629,422716,12619,12619,3687602,75,150,26123,22,80,7587,60,1961,298963
202411,02,4,9,Alaska,511,511,262998,32,64,12778,13,40,6226,14,343,41106,204,204,73797,21,42,8364,10,31,5152,7,233,30705
202411,04,4,8,Arizona,39265,39265,11400728,849,1698,223246,76,272,48210,454,14104,1858795,36015,36015,10430493,793,1586,208732,73,262,46915,375,12292,1582323
202411,05,3,7,Arkansas,8967,8967,2448481,370,740,122163,85,298,26592,118,2453,323644,7715,7715,2192136,273,546,101180,35,130,17655,84,2140,295987
202411,06,4,9,California,55336,55336,17362221,1443,2886,542469,286,977,231761,1230,30790,6288426,44185,44185,13857188,1238,2476,466845,222,764,181066,987,27555,5626272
202411,08,4,8,Colorado,18831,18831,8038412,203,406,89287,102,373,64640,342,9663,2058456,16950,16950,7203650,175,350,78498,78,298,50814,285,8847,1879785
202411,09,1,1,Connecticut,1953,1953,854596,52,104,21592,47,158,27626,142,3403,473877,1126,1126,530941,38,76,15651,23,82,13637,77,2533,331768
202411,10,3,5,Delaware,5663,5663,811389,99,198,45162,5,18,1910,17,447,58027,4821,4821,729036,99,198,45162,5,18,1910,14,373,45065
202411,11,3,5,District of Columbia,143,143,41029,28,56,8611,1,3,438,34,1236,176517,143,143,41029,28,56,8611,1,3,438,34,1236,176517
202411,12,3,5,Florida,114709,114709,36045680,946,1892,460077,247,927,151154,1376,44125,8073106,98554,98554,30365526,791,1582,280627,211,803,133632,1074,37829,7102935
202411,13,3,5,Georgia,44327,44327,12128788,374,748,109978,305,1151,178645,1036,15844,2262177,32563,32563,9172939,229,458,81551,253,969,152701,903,14894,2149379
202411,15,4,9,Hawaii,2165,2165,1105969,84,168,33713,0,0,0,31,1014,320481,682,682,348581,16,32,8071,0,0,0,11,280,85874
202411,16,4,8,Idaho,13932,13932,3938872,119,238,38406,107,395,57867,90,1864,304110,12650,12650,3533068,88,176,28232,87,334,45089,68,1664,245418
202411,17,2,3,Illinois,9653,9653,3442288,221,442,91166,185,613,118491,387,7580,1541798,7264,7264,2637027,137,274,63910,141,468,102736,261,6845,1422023
202411,18,2,3,Indiana,18863,18863,6527642,245,490,96332,62,218,45251,266,4973,864207,15102,15102,5405037,186,372,79399,49,178,40893,186,3947,741357
202411,19,2,4,Iowa,7203,7203,2486484,189,378,67725,59,214,42650,131,3472,522184,5538,5538,1978497,126,252,45355,45,169,35025,88,2967,448489
202411,20,2,4,Kansas,5116,5116,1840373,662,1324,196825,87,312,52712,71,1878,325187,4043,4043,1546342,552,1104,161935,78,280,48241,53,1573,272539
202411,21,3,6,Kentucky,8095,8095,2213331,266,532,74492,102,348,42458,406,5784,756323,5495,5495,1581436,207,414,60767,65,232,29819,317,3746,508727
202411,22,3,7,Louisiana,11416,11416,2839561,226,452,55451,9,32,3436,104,1616,283620,5217,5217,1305808,46,92,13672,5,18,2033,22,517,146231
202411,23,1,1,Maine,4331,4331,1322800,118,236,42660,27,96,24942,87,917,133171,1424,1424,508209,82,164,32040,12,46,7450,32,472,87722
202411,24,3,5,Maryland,10503,10503,3168530,7,14,2342,4,14,3135,103,5397,1136290,10121,10121,3063423,7,14,2342,4,14,3135,99,5253,1122592
