Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201599,01,3,6,Alabama,10257,10257,2094023,80,160,19716,51,190,19789,159,3447,283246,9384,9384,1934936,80,160,19716,49,184,19602,148,3368,281105
201599,02,4,9,Alaska,992,992,279454,35,70,9911,22,75,10273,19,161,24958,336,336,74740,33,66,9425,10,39,4001,2,13,1559
201599,04,4,8,Arizona,22311,22311,5952358,111,222,30101,61,225,34564,299,6152,968691,21748,21748,5797570,106,212,28955,59,217,34078,285,6039,958438
201599,05,3,7,Arkansas,5709,5709,1162374,167,334,29420,36,131,7632,136,2326,180680,5223,5223,1095769,162,324,28785,33,122,7295,117,2132,168291
201599,06,4,9,California,45644,45644,14060553,721,1442,272728,401,1366,237005,1601,49736,8066888,43051,43051,13372343,692,1384,257814,375,1281,223949,1459,48208,7898785
201599,08,4,8,Colorado,20025,20025,5993814,167,334,61689,81,287,57871,267,11225,1419245,19415,19415,5748476,137,274,51839,69,249,52624,253,11102,1397773
201599,09,1,1,Connecticut,2436,2436,851485,39,78,10535,19,70,11232,135,3493,409056,2221,2221,809349,37,74,10111,19,70,11232,84,2890,366984
201599,10,3,5,Delaware,4239,4239,552884,70,140,16346,19,67,8992,68,775,63454,4213,4213,551245,70,140,16346,19,67,8992,52,677,61886
201599,11,3,5,District of Columbia,255,255,56961,53,106,11685,2,7,807,43,4588,425568,255,255,56961,53,106,11685,2,7,807,43,4588,425568
201599,12,3,5,Florida,67670,67670,18053910,258,516,73442,341,1283,210019,1347,40455,5101758,66038,66038,17600744,257,514,73425,341,1283,210019,1268,39206,4912404
201599,13,3,5,Georgia,32621,32621,6514461,50,100,11065,81,304,41284,366,12524,1388291,29152,29152,5854553,28,56,7996,79,298,40979,325,11774,1334913
201599,15,4,9,Hawaii,2356,2356,971166,21,42,26602,8,31,14621,111,2993,570006,2356,2356,971166,21,42,26602,8,31,14621,111,2993,570006
201599,16,4,8,Idaho,7784,7784,1754497,49,98,11530,129,510,35053,100,1562,132986,7575,7575,1697653,49,98,11530,126,500,34240,100,1562,132986
201599,17,2,3,Illinois,10076,10076,2648347,161,322,44769,168,577,84068,276,8596,1359412,9145,9145,2463510,147,294,41324,168,577,84068,237,8251,1328034
201599,18,2,3,Indiana,12646,12646,2929210,263,526,54124,79,289,31656,316,5022,722054,11964,11964,2818472,255,510,52140,76,280,30757,278,4656,694241
201599,19,2,4,Iowa,7424,7424,1717172,293,586,61757,53,200,20785,154,3887,443538,7062,7062,1655993,289,578,60905,53,200,20785,151,3868,441474
201599,20,2,4,Kansas,5064,5064,1270090,291,582,50480,44,158,19807,129,2840,306000,4781,4781,1215731,275,550,47549,37,136,17484,119,2717,294599
201599,21,3,6,Kentucky,6606,6606,1213462,154,308,22817,106,395,24091,232,3257,207432,5569,5569,1066433,110,220,15457,91,342,20248,165,2622,167199
201599,22,3,7,Louisiana,12322,12322,2636748,168,336,29593,30,103,6928,43,1069,103745,10693,10693,2315642,165,330,28541,21,72,3627,36,1020,94880
201599,23,1,1,Maine,2853,2853,588506,46,92,11271,15,58,6987,57,696,76250,2212,2212,457552,40,80,9750,15,58,6987,45,554,60524
201599,24,3,5,Maryland,11108,11108,2311331,57,114,13628,12,46,5435,152,5789,750226,11067,11067,2303197,57,114,13628,12,46,5435,152,5789,750226
