Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202204,01,3,6,Alabama,6473,6473,1612136,20,40,3743,10,38,3270,30,1060,133434,3502,3502,958291,13,26,1626,0,0,0,6,333,47930
202204,02,4,9,Alaska,378,378,118602,8,16,2299,7,26,4383,8,92,15845,61,61,19317,6,12,1629,1,4,551,1,10,3500
202204,04,4,8,Arizona,17395,17395,4858646,442,884,100665,27,99,14541,187,5147,803905,15728,15728,4337261,423,846,96173,26,96,14381,159,4328,667964
202204,05,3,7,Arkansas,3527,3527,904799,73,146,16322,56,199,15183,74,1173,128524,2337,2337,671155,30,60,6587,33,124,10569,39,750,90860
202204,06,4,9,California,23113,23113,6767954,422,844,179322,152,517,117015,671,14637,2624576,16334,16334,4723252,376,752,156498,131,450,102575,458,11795,2181364
202204,08,4,8,Colorado,10092,10092,3286846,167,334,67053,31,110,24525,297,8432,1238435,7510,7510,2490720,148,296,60573,21,79,18764,230,7253,1052388
202204,09,1,1,Connecticut,905,905,340271,57,114,10488,3,10,2119,40,526,54233,434,434,189163,15,30,5374,0,0,0,8,150,17737
202204,10,3,5,Delaware,2153,2153,280229,43,86,9116,0,0,0,1,11,787,1716,1716,258596,43,86,9116,0,0,0,0,0,0
202204,11,3,5,District of Columbia,141,141,34090,13,26,3350,0,0,0,15,1055,131580,141,141,34090,13,26,3350,0,0,0,15,1055,131580
202204,12,3,5,Florida,51200,51200,14523709,456,912,137664,113,409,71335,627,20576,2896836,45245,45245,12817476,430,860,129816,94,340,55841,525,18490,2664986
202204,13,3,5,Georgia,18106,18106,4382918,90,180,29914,88,326,36239,283,7792,1003719,13164,13164,3357275,58,116,24446,77,288,31755,197,6365,833608
202204,15,4,9,Hawaii,782,782,374292,41,82,12146,0,0,0,25,604,200552,651,651,291185,35,70,9929,0,0,0,16,555,147499
202204,16,4,8,Idaho,5033,5033,1353055,31,62,10646,79,307,37756,138,2195,295987,3293,3293,933886,20,40,6521,70,278,33045,68,1231,165500
202204,17,2,3,Illinois,3270,3270,972038,67,134,21887,82,275,52026,99,2914,560657,2407,2407,738646,53,106,18262,81,272,51501,64,2657,525605
202204,18,2,3,Indiana,6802,6802,2111603,125,250,35347,9,34,2705,109,3528,417038,5140,5140,1686737,81,162,26761,8,31,2405,69,2801,344891
202204,19,2,4,Iowa,2654,2654,761126,82,164,34252,20,69,14347,36,965,143647,2042,2042,605492,48,96,20372,17,60,13267,14,801,127531
202204,20,2,4,Kansas,1960,1960,665441,249,498,66182,9,29,3095,35,1274,171459,1304,1304,441916,185,370,44764,2,7,1075,31,934,125895
202204,21,3,6,Kentucky,3357,3357,827702,75,150,18206,21,71,7443,63,761,66271,2027,2027,543541,56,112,14224,13,46,4619,39,310,23810
202204,22,3,7,Louisiana,5550,5550,1309816,95,190,27060,7,21,2882,25,381,54463,2756,2756,675566,37,74,5928,0,0,0,1,11,3245
202204,23,1,1,Maine,1357,1357,371819,38,76,13062,5,18,2814,39,1158,138571,377,377,121148,22,44,8125,3,12,2367,23,1076,130950
202204,24,3,5,Maryland,3882,3882,1005852,4,8,910,1,3,859,78,3858,509988,3684,3684,966196,0,0,0,0,0,0,65,3442,436660
202204,25,1,1,Massachusetts,2172,2172,863613,107,214,42152,34,108,22748,143,4040,915838,1133,1133,534842,79,158,29064,23,74,15401,57,2995,751289
