Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
202499,25,1,1,Massachusetts,5626,5626,2701089,251,502,123833,92,312,69256,334,7898,2243713,4024,4024,1979399,207,414,100121,87,297,65876,210,6893,2102308
202499,26,2,3,Michigan,15045,15045,4956353,271,542,64151,104,390,80258,283,5773,1210563,12230,12230,4248360,253,506,59033,97,369,75696,212,4999,889214
202499,27,2,4,Minnesota,13420,13420,4854113,222,444,87328,59,222,36001,177,6827,1379970,12743,12743,4675294,217,434,85512,59,222,36001,148,6608,1357599
202499,28,3,6,Mississippi,7518,7518,1488032,35,70,11925,17,64,14725,33,231,13578,5572,5572,1245525,20,40,6031,14,55,13731,8,89,10778
202499,29,2,4,Missouri,11528,11528,3851547,344,688,109773,247,911,106579,229,5337,746048,10129,10129,3491792,310,620,96545,210,795,97231,181,5079,715009
202499,30,4,8,Montana,3036,3036,992899,166,332,69217,110,398,76231,92,1601,215061,2497,2497,867467,130,260,55970,82,307,61065,59,1091,161385
202499,31,2,4,Nebraska,5655,5655,1671126,142,284,43478,36,131,21866,203,4409,369241,5327,5327,1590378,140,280,42928,36,131,21866,202,4404,368612
202499,32,4,8,Nevada,15485,15485,4299629,98,196,27063,54,193,23483,186,4120,626859,13796,13796,3826727,77,154,22463,42,152,18075,112,2899,472136
202499,33,1,1,New Hampshire,2904,2904,1130382,89,178,33221,56,201,33137,82,1682,295896,2249,2249,916047,83,166,30521,42,159,27353,67,1455,255787
202499,34,1,2,New Jersey,14807,14807,3360968,570,1140,174567,273,901,83552,910,18084,2322366,11212,11212,2659095,405,810,138045,171,577,51128,332,9852,1272163
202499,35,4,8,New Mexico,6488,6488,1553449,130,260,44620,15,54,7915,29,770,78383,6201,6201,1481697,130,260,44620,15,54,7915,29,770,78383
202499,36,1,2,New York,10453,10453,4248194,616,1232,208819,195,681,109586,863,34183,5646423,8006,8006,3454834,515,1030,180130,165,587,98318,669,32900,5458865
202499,37,3,5,North Carolina,70047,70047,20326113,405,810,131810,78,275,55254,762,24031,3792215,64145,64145,18736996,373,746,118913,61,221,42379,693,22490,3601969
202499,38,2,4,North Dakota,1651,1651,567843,35,70,13455,34,124,27293,13,474,69661,1514,1514,534118,35,70,13455,34,124,27293,11,464,68184
202499,39,2,3,Ohio,17791,17791,6521023,356,712,115752,263,893,142777,553,12015,1437753,16220,16220,6028626,343,686,110906,242,830,137891,513,11619,1382743
202499,40,3,7,Oklahoma,10928,10928,3028268,322,644,81211,23,80,14646,99,2017,277851,10411,10411,2932869,308,616,78398,18,65,13371,87,1941,272004
202499,41,4,9,Oregon,9810,9810,3444612,227,454,101265,48,173,36338,236,4184,695400,9420,9420,3340234,222,444,99219,46,167,35968,231,4077,681512
202499,42,1,2,Pennsylvania,16348,16348,5352419,302,604,97301,186,666,105080,329,7192,894958,13215,13215,4369030,297,594,94710,186,666,105080,284,6917,848855
202499,44,1,1,Rhode Island,825,825,274117,164,328,49642,15,46,5576,16,558,57291,652,652,221083,134,268,38335,15,46,5576,16,558,57291
202499,45,3,5,South Carolina,40558,40558,12576627,233,466,55743,158,545,61954,338,5503,725174,31784,31784,10650493,175,350,44968,98,360,55177,165,3837,598667
202499,46,2,4,South Dakota,3257,3257,1016061,66,132,24637,32,124,21647,152,2504,349957,3003,3003,945274,57,114,21448,30,118,21647,149,2483,347567
202499,47,3,6,Tennessee,32660,32660,9680175,223,446,65480,164,574,78122,402,11183,1473640,29529,29529,9058799,157,314,54776,137,492,71586,355,10603,1417647
202499,48,3,7,Texas,158121,158121,46062625,2777,5554,807615,801,2971,340895,1910,59110,7709889,143102,143102,42340995,2509,5018,736109,639,2416,271564,1788,57581,7557675
202499,49,4,8,Utah,17674,17674,6194639,92,184,38266,143,521,132301,331,5523,1055808,16850,16850,5965564,87,174,36293,127,468,122240,307,5184,1006138
202499,50,1,1,Vermont,1404,1404,468031,56,112,17896,21,73,9952,55,1065,178843,1022,1022,362148,40,80,12279,12,46,7000,25,883,166875
202499,51,3,5,Virginia,22796,22796,6334456,224,448,69306,25,80,14996,245,10735,1149458,21357,21357,5879563,222,444,69066,17,56,12891,229,10532,1125356
202499,53,4,9,Washington,19136,19136,7179758,719,1438,360897,243,846,186101,498,16358,2655217,16966,16966,6135037,704,1408,354827,238,831,182714,449,15600,2558842
202499,54,3,5,West Virginia,3515,3515,798795,25,50,7017,13,44,5323,40,583,112978,3201,3201,745826,24,48,6917,13,44,5323,40,583,112978
202499,55,2,3,Wisconsin,12879,12879,5165407,777,1554,327632,17,67,24174,301,9326,1335326,11990,11990,4874398,646,1292,277328,17,67,24174,269,8749,1240564
202499,56,4,8,Wyoming,1632,1632,750593,31,62,9052,22,83,9360,26,358,49602,1446,1446,697327,27,54,7736,20,77,8960,24,348,48769
202499,US,0,0,United States,981911,981911,304113545,17284,34568,5960212,5561,19900,3235922,16763,441621,71308717,878762,878762,276694265,15645,31290,5475510,4775,17372,2935638,14023,408597,66516259
202499,R1,1,0,Northeast Region,59146,59146,19964348,2242,4484,777202,925,3185,473217,2789,75150,12257174,44877,44877,15824653,1853,3706,660592,747,2629,411226,1738,63472,10744677
202499,R2,2,0,Midwest Region,124979,124979,43892515,3666,7332,1283029,1228,4398,766833,2806,67036,10696937,113575,113575,40797797,3398,6796,1185229,1130,4093,737171,2450,63933,10044706
202499,R3,3,0,South Region,583293,583293,169895607,6875,13750,2210382,2133,7783,1071339,7364,200208,31113864,521741,521741,154659520,6176,12352,2036725,1736,6474,929942,6483,189467,29760525
202499,R4,4,0,West Region,214493,214493,70361075,4501,9002,1689599,1275,4534,924533,3804,99227,17240742,198569,198569,65412295,4218,8436,1592964,1162,4176,857299,3352,91725,15966351
202499,D1,1,1,New England Division,17538,17538,7002768,754,1508,296515,271,937,174999,687,15691,3393428,12444,12444,5341694,636,1272,247708,225,799,156700,453,13803,3164794
202499,D2,1,2,Middle Atlantic Division,41608,41608,12961580,1488,2976,480687,654,2248,298218,2102,59459,8863746,32433,32433,10482959,1217,2434,412884,522,1830,254526,1285,49669,7579883
202499,D3,2,3,East North Central Division,76123,76123,27251933,1903,3806,708246,663,2307,443328,1813,41710,6892120,68706,68706,25206960,1718,3436,641343,607,2133,424755,1567,39273,6320477
202499,D4,2,4,West North Central Division,48856,48856,16640582,1763,3526,574783,565,2091,323505,993,25326,3804817,44869,44869,15590837,1680,3360,543886,523,1960,312416,883,24660,3724229
202499,D5,3,5,South Atlantic Division,325785,325785,96582660,2484,4968,929230,866,3177,508798,4146,113950,19673155,292237,292237,87737645,2259,4518,877138,740,2775,464578,3588,107031,18712053
202499,D6,3,6,East South Central Division,66520,66520,18484561,651,1302,200514,341,1197,174211,985,20716,2763584,58016,58016,16806554,544,1088,169359,285,1024,156140,849,19243,2603170
202499,D7,3,7,West South Central Division,190988,190988,54828386,3740,7480,1080638,926,3409,388330,2233,65542,8677125,171488,171488,50115321,3373,6746,990228,711,2675,309224,2046,63193,8445302
202499,D8,4,8,Mountain Division,121514,121514,39051394,1782,3564,568182,644,2349,430326,1627,40974,6736315,113742,113742,36931095,1651,3302,530378,569,2107,387214,1404,37000,6173089
202499,D9,4,9,Pacific Division,92979,92979,31309681,2719,5438,1121417,631,2185,494207,2177,58253,10504427,84827,84827,28481200,2567,5134,1062586,593,2069,470085,1948,54725,9793262
202499,72,0,0,Puerto Rico,2996,2996,351915,22,44,2895,9,32,982,9,570,163352,2996,2996,351915,22,44,2895,9,32,982,9,570,163352
202499,78,0,0,Virgin Islands,153,153,54441,77,154,44534,33,99,28821,0,0,0,153,153,54441,77,154,44534,33,99,28821,0,0,0
