Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202508,01,3,6,Alabama,10479,10479,3121061,43,86,14911,41,154,16786,83,987,126218,7586,7586,2451407,27,54,5724,32,124,12445,49,597,56715
202508,02,4,9,Alaska,355,355,142045,23,46,8828,9,32,4495,13,143,19220,154,154,51274,11,22,3826,5,18,2355,7,105,12330
202508,04,4,8,Arizona,23524,23524,7136572,371,742,98993,51,193,37173,275,9021,1506041,22312,22312,6819569,344,688,91871,48,182,35534,232,7781,1308879
202508,05,3,7,Arkansas,7317,7317,2076037,339,678,100333,67,230,17993,126,2094,257110,5905,5905,1763994,278,556,87095,24,89,9413,76,1705,226354
202508,06,4,9,California,39044,39044,12440116,1107,2214,444723,214,738,159694,896,25506,4455738,31151,31151,10074877,954,1908,386571,153,543,113115,610,21329,3671872
202508,08,4,8,Colorado,12709,12709,5563473,111,222,39114,46,160,31328,276,8574,1633416,10866,10866,4810467,98,196,32460,35,124,23428,206,7654,1439461
202508,09,1,1,Connecticut,1416,1416,691634,52,104,16600,31,102,17746,77,2995,550331,835,835,414348,25,50,6969,9,32,5764,35,2154,442624
202508,10,3,5,Delaware,3832,3832,499447,59,118,20890,0,0,0,36,692,75263,3122,3122,420522,59,118,20890,0,0,0,30,589,54229
202508,11,3,5,District of Columbia,90,90,26313,13,26,4125,0,0,0,14,965,159169,90,90,26313,13,26,4125,0,0,0,14,965,159169
202508,12,3,5,Florida,77595,77595,25371972,902,1802,469872,226,863,155014,1129,42864,8582770,69270,69270,22222320,793,1584,306288,211,811,148253,959,38742,7717748
202508,13,3,5,Georgia,30797,30797,9066914,226,452,67821,134,475,71941,612,9537,1446615,20891,20891,6368887,135,270,46910,90,329,52244,476,8235,1279721
202508,15,4,9,Hawaii,1840,1840,801622,87,174,30946,2,8,1136,27,742,207332,932,932,477839,2,4,582,2,8,1136,7,56,6790
202508,16,4,8,Idaho,9710,9710,2899961,119,238,38573,50,187,28083,112,2162,316972,7784,7784,2267322,84,168,27643,40,155,20188,88,1703,248133
202508,17,2,3,Illinois,7391,7391,2641290,204,408,79683,169,569,115180,266,4861,1194036,5646,5646,1956768,135,270,59327,129,441,96958,151,3693,737247
202508,18,2,3,Indiana,14038,14038,5035909,194,388,60145,19,68,9994,198,5818,991185,10990,10990,4053120,160,320,49759,16,59,9149,142,4946,874356
202508,19,2,4,Iowa,4914,4914,1758043,136,272,55786,46,169,32943,159,3702,598963,3797,3797,1415152,100,200,39046,39,147,28154,109,3384,557123
202508,20,2,4,Kansas,4086,4086,1430046,510,1020,145606,41,141,24915,73,1674,285518,3161,3161,1179480,428,856,120598,32,114,20887,47,1298,230502
202508,21,3,6,Kentucky,5829,5829,1626379,142,284,36598,51,175,25233,260,3789,424604,4720,4720,1378548,124,248,32613,36,127,19289,203,3103,347746
202508,22,3,7,Louisiana,7849,7849,2061488,157,314,38122,7,25,1856,68,2061,220128,3962,3962,1086174,37,74,8770,2,8,537,29,655,74557
202508,23,1,1,Maine,3161,3161,1017705,86,172,26778,11,36,4450,73,1299,289619,1199,1199,469711,61,122,19534,2,6,750,32,925,249549
202508,24,3,5,Maryland,7067,7067,2062678,26,52,10974,5,20,4805,44,2302,509620,6675,6675,1989481,25,50,10759,5,20,4805,35,1984,438772
