Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202407,01,3,6,Alabama,10841,10841,2960734,46,92,24343,12,41,7054,57,1594,239867,8313,8313,2370487,38,76,18319,2,8,1156,35,1054,137725
202407,02,4,9,Alaska,301,301,119405,16,32,6053,6,18,2470,5,153,28098,110,110,39954,11,22,3988,5,15,2065,3,143,26542
202407,04,4,8,Arizona,25809,25809,7582773,560,1120,149794,31,110,19033,273,9243,1308890,22444,22444,6526917,506,1012,136124,30,107,18798,219,8224,1141882
202407,05,3,7,Arkansas,5908,5908,1580393,216,432,76487,52,188,13302,55,970,89292,4606,4606,1304490,180,360,69768,19,74,7253,26,639,61107
202407,06,4,9,California,36712,36712,11312544,935,1870,353992,182,617,140722,849,20064,3585850,28513,28513,9038030,726,1452,283005,147,507,121493,672,18199,3237187
202407,08,4,8,Colorado,12703,12703,5370935,183,366,80293,51,181,38907,207,5802,1238195,11212,11212,4723342,157,314,70276,37,137,31550,180,5599,1201578
202407,09,1,1,Connecticut,1206,1206,518191,33,66,14515,36,125,20822,73,1643,242451,715,715,315906,28,56,11988,21,76,13369,33,962,124363
202407,10,3,5,Delaware,3540,3540,490620,51,102,31254,4,15,1670,14,367,51239,3107,3107,451744,51,102,31254,4,15,1670,11,293,38277
202407,11,3,5,District of Columbia,111,111,31827,22,44,6748,1,3,438,22,569,80791,111,111,31827,22,44,6748,1,3,438,22,569,80791
202407,12,3,5,Florida,77833,77833,24204856,597,1194,340943,186,695,105209,924,31302,5835041,68273,68273,20759063,551,1102,187004,158,603,92379,739,26754,4919623
202407,13,3,5,Georgia,29799,29799,8223727,253,506,70072,190,710,107040,748,10332,1442580,23351,23351,6592749,173,346,53802,169,638,95104,680,9637,1356784
202407,15,4,9,Hawaii,1387,1387,670862,52,104,21118,0,0,0,17,694,222351,357,357,186795,9,18,3595,0,0,0,2,213,64400
202407,16,4,8,Idaho,8756,8756,2460820,71,142,22422,93,344,49877,47,785,141807,7156,7156,2025548,52,104,16986,67,254,35308,33,669,125441
202407,17,2,3,Illinois,5986,5986,2092588,101,202,43906,105,344,71664,221,3705,810361,4174,4174,1473699,64,128,31848,80,263,60789,140,2888,652964
202407,18,2,3,Indiana,11713,11713,4036300,183,366,72856,36,131,16222,143,2628,449021,9661,9661,3440205,152,304,64179,27,104,13817,102,2232,405466
202407,19,2,4,Iowa,4357,4357,1514652,119,238,43085,31,108,21452,65,1537,246064,3400,3400,1233605,78,156,28498,23,84,17757,45,1410,229081
202407,20,2,4,Kansas,3110,3110,1153366,383,766,109867,56,203,27481,50,1438,259179,2495,2495,964271,281,562,79623,44,160,21767,41,1292,234378
202407,21,3,6,Kentucky,5196,5196,1408229,140,280,41704,62,210,26939,311,4222,609714,3518,3518,1024489,105,210,33352,36,127,17131,250,2791,400282
202407,22,3,7,Louisiana,7192,7192,1758440,136,272,33732,8,28,3116,33,896,205829,3524,3524,877102,17,34,4630,5,18,2297,16,412,87276
202407,23,1,1,Maine,2740,2740,831363,72,144,21952,19,68,21279,54,618,88245,990,990,355031,46,92,15755,12,47,18637,21,356,66152
202407,24,3,5,Maryland,6687,6687,1775328,2,4,810,3,10,1935,88,4150,863788,6297,6297,1672666,2,4,810,3,10,1935,76,3737,793948
