Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9499,01,3,6,Alabama,14443,14443,1167942,173,346,13875,81,299,8001,304,4048,167327,10980,10980,960850,123,246,11088,67,255,7184,262,3773,162447
9499,02,4,9,Alaska,1542,1542,199350,52,104,8269,11,34,1990,19,376,20622,1459,1459,191330,38,76,6282,6,19,1054,19,376,20622
9499,04,4,8,Arizona,42124,42124,4560316,347,694,37171,220,797,45961,740,8217,431854,41265,41265,4470789,347,694,37171,220,797,45961,740,8217,431854
9499,05,3,7,Arkansas,7768,7768,647692,610,1220,52980,165,606,19067,247,2780,75035,7388,7388,624767,596,1192,52139,158,585,18609,242,2721,73226
9499,06,4,9,California,77795,77795,10568958,691,1382,118466,854,3100,230925,1178,14705,1018321,76555,76555,10409040,666,1332,115011,820,2995,224752,1136,14426,999501
9499,08,4,8,Colorado,29317,29317,3421541,367,734,71859,174,633,44295,485,6545,368382,28995,28995,3350599,363,726,70444,168,615,41586,470,6459,357050
9499,09,1,1,Connecticut,8110,8110,965244,52,104,5678,36,128,6105,88,1118,52955,7910,7910,943889,48,96,5395,33,118,5708,81,1083,50155
9499,10,3,5,Delaware,4666,4666,326214,15,30,1204,5,20,2044,15,250,7295,4657,4657,325656,15,30,1204,5,20,2044,15,250,7295
9499,11,3,5,District of Columbia,96,96,13357,0,0,0,0,0,0,2,114,5089,96,96,13357,0,0,0,0,0,0,2,114,5089
9499,12,3,5,Florida,96276,96276,9229771,917,1834,122482,614,2340,144838,1728,28152,1578464,95805,95805,9184666,914,1828,122214,605,2307,143868,1713,28010,1570850
9499,13,3,5,Georgia,52530,52530,4627467,438,876,29143,153,584,18606,765,10870,419754,49828,49828,4454755,417,834,27883,146,561,18227,731,10648,412257
9499,15,4,9,Hawaii,4452,4452,603059,73,146,18012,21,81,7687,258,2649,172186,4050,4050,566622,69,138,17471,17,66,7105,254,2598,166713
9499,16,4,8,Idaho,9279,9279,898121,274,548,29508,285,1106,48878,153,1707,66362,8880,8880,859245,264,528,28220,273,1063,46733,147,1659,63827
9499,17,2,3,Illinois,38532,38532,4442020,746,1492,93246,564,2028,126773,580,7238,349723,36134,36134,4192815,685,1370,85871,543,1959,123938,541,7020,341055
9499,18,2,3,Indiana,28493,28493,3094802,575,1150,63918,91,341,18193,347,4448,147520,26940,26940,2965070,512,1024,58568,83,316,16758,329,4354,144478
9499,19,2,4,Iowa,7893,7893,810832,183,366,22197,138,527,26118,246,3684,138658,7681,7681,795445,181,362,21837,137,524,26118,242,3649,137627
9499,20,2,4,Kansas,10156,10156,1077800,267,534,31240,86,305,12307,153,1981,56004,10003,10003,1065012,264,528,30820,86,305,12307,153,1981,56004
9499,21,3,6,Kentucky,14176,14176,1236144,292,584,19865,212,814,27042,282,2980,86960,12694,12694,1133324,278,556,18912,203,786,25944,238,2653,78330
9499,22,3,7,Louisiana,12758,12758,1072052,172,344,10265,67,262,8101,119,1418,50977,12118,12118,1020587,168,336,10027,64,252,7927,117,1408,50690
9499,23,1,1,Maine,4327,4327,366810,43,86,3599,11,40,1541,15,125,5283,3739,3739,323651,40,80,3199,11,40,1541,7,85,3283
9499,24,3,5,Maryland,25034,25034,2235552,55,110,6277,10,40,1718,244,3803,151024,24764,24764,2210127,55,110,6277,10,40,1718,230,3717,148382
