Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200399,01,3,6,Alabama,17671,17671,2168740,106,212,11647,40,153,10269,303,4220,272912,17025,17025,2102896,106,212,11647,40,153,10269,291,4120,268677
200399,02,4,9,Alaska,1740,1740,335132,465,930,125820,68,249,31336,67,612,67912,1502,1502,295831,453,906,124072,68,249,31336,66,607,67196
200399,04,4,8,Arizona,65845,65845,9922083,371,742,53657,253,874,62807,502,7535,480411,64450,64450,9790624,369,738,53378,253,874,62807,496,7477,477856
200399,05,3,7,Arkansas,10072,10072,1327617,202,404,22400,123,457,18453,308,3906,172539,9266,9266,1234053,188,376,21297,116,432,17649,299,3840,170291
200399,06,4,9,California,139870,139870,27193532,1114,2228,236211,1068,3673,381988,2761,46177,3966483,137200,137200,26670429,1083,2166,230889,1013,3490,371051,2665,45285,3909200
200399,08,4,8,Colorado,33837,33837,5766996,317,634,60998,207,741,71492,295,4357,358770,32994,32994,5587923,307,614,59789,193,698,67735,294,4352,358270
200399,09,1,1,Connecticut,8180,8180,1519381,133,266,19177,35,126,10622,136,1863,115679,7682,7682,1417084,128,256,17632,35,126,10622,118,1744,113894
200399,10,3,5,Delaware,6748,6748,755507,4,8,309,4,16,1283,54,988,33565,6641,6641,747843,4,8,309,4,16,1283,41,922,32509
200399,11,3,5,District of Columbia,152,152,18528,2,4,292,0,0,0,30,1271,76876,152,152,18528,2,4,292,0,0,0,30,1271,76876
200399,12,3,5,Florida,156852,156852,23121200,1829,3658,301840,988,3740,390025,2621,49317,4538531,154344,154344,22783079,1820,3640,300296,978,3710,385328,2585,48927,4497872
200399,13,3,5,Georgia,80683,80683,9893972,354,708,70508,216,827,46843,580,14486,825893,73821,73821,9126353,318,636,44516,208,800,45664,546,14268,816611
200399,15,4,9,Hawaii,6213,6213,1166681,51,102,14372,22,83,9861,75,886,125176,6118,6118,1144762,51,102,14372,22,83,9861,73,874,124008
200399,16,4,8,Idaho,12601,12601,1810929,139,278,22675,235,910,45968,100,1302,63090,11985,11985,1735668,123,246,20848,218,852,42879,97,1281,61840
200399,17,2,3,Illinois,45379,45379,7806351,677,1354,132691,649,2321,186096,693,13157,980439,42468,42468,7374611,558,1116,110468,561,2003,144301,572,10908,787458
200399,18,2,3,Indiana,31891,31891,4859081,730,1460,137119,226,824,58920,397,5246,337602,27982,27982,4345335,605,1210,116704,203,754,55449,345,4687,311850
200399,19,2,4,Iowa,11841,11841,1728628,193,386,39880,116,439,30276,229,3416,264132,11365,11365,1672600,187,374,38795,112,425,29877,227,3362,261343
200399,20,2,4,Kansas,11494,11494,1697858,382,764,66034,107,388,27407,195,2403,104107,10776,10776,1608937,367,734,63978,106,385,27057,191,2323,100615
200399,21,3,6,Kentucky,17428,17428,2199679,269,538,28433,103,383,17549,205,2055,101032,15872,15872,2048589,240,480,26041,84,324,15256,159,1796,89650
200399,22,3,7,Louisiana,18478,18478,2219823,265,530,214093,94,341,19597,202,2871,142207,16201,16201,1950754,253,506,213398,89,325,19198,162,2616,131336
200399,23,1,1,Maine,7308,7308,1012369,108,216,20240,53,196,15254,27,213,18808,6229,6229,888426,103,206,19525,53,196,15254,13,136,15450
200399,24,3,5,Maryland,23398,23398,3312192,72,144,10285,32,114,5952,307,6258,395198,22684,22684,3214964,70,140,10079,32,114,5952,294,6184,392498
