Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9599,01,3,6,Alabama,13412,13412,1142496,193,386,14352,69,252,7964,423,6064,264422,10990,10990,1003418,136,272,11196,46,171,6361,372,5631,256737
9599,02,4,9,Alaska,1657,1657,212715,97,194,15254,21,75,6245,15,238,22318,1446,1446,186636,82,164,12890,17,63,5369,15,238,22318
9599,04,4,8,Arizona,39879,39879,4430994,205,410,26777,219,799,48138,989,11626,626633,39042,39042,4345391,205,410,26777,218,795,47941,982,11591,625471
9599,05,3,7,Arkansas,7295,7295,614442,468,936,40475,165,610,20081,235,2866,90595,6927,6927,589705,435,870,38040,150,560,18551,231,2846,89663
9599,06,4,9,California,68148,68148,9686577,585,1170,102807,808,2880,228336,1002,11666,817847,66951,66951,9534123,558,1116,98813,781,2792,222418,952,11342,795563
9599,08,4,8,Colorado,28404,28404,3301640,366,732,71442,206,750,62382,639,8736,423331,28012,28012,3253262,365,730,71192,200,731,61023,615,8497,408544
9599,09,1,1,Connecticut,7604,7604,909261,68,136,6185,10,31,1543,44,779,38990,7327,7327,875093,58,116,5463,6,19,1066,37,742,36030
9599,10,3,5,Delaware,4252,4252,320957,9,18,636,10,35,785,24,303,9229,4207,4207,318256,9,18,636,10,35,785,18,272,8733
9599,11,3,5,District of Columbia,35,35,4569,0,0,0,0,0,0,0,0,0,35,35,4569,0,0,0,0,0,0,0,0,0
9599,12,3,5,Florida,84071,84071,8403236,876,1752,113860,517,1915,142958,1910,35165,2166523,83890,83890,8377661,875,1750,113730,516,1912,142214,1887,34920,2135077
9599,13,3,5,Georgia,55027,55027,4903574,403,806,31435,172,657,24746,858,15735,620929,52663,52663,4743821,374,748,29279,166,637,24070,828,15426,612490
9599,15,4,9,Hawaii,3866,3866,498189,55,110,13447,29,113,10641,174,2525,229741,3321,3321,444308,51,102,12920,26,103,10253,168,2477,225479
9599,16,4,8,Idaho,8366,8366,839799,149,298,22269,169,648,31526,123,1354,50129,7976,7976,814535,144,288,21814,164,630,30803,120,1339,49363
9599,17,2,3,Illinois,35392,35392,4220262,928,1856,118557,559,1990,127554,667,8229,377914,32738,32738,3942744,848,1696,108838,536,1918,123848,615,7867,363281
9599,18,2,3,Indiana,27905,27905,3056027,780,1560,86515,176,652,34768,428,5598,201175,26387,26387,2936032,726,1452,81988,169,631,33605,408,5498,197877
9599,19,2,4,Iowa,7313,7313,798706,169,338,21264,100,384,18311,237,3306,137321,7040,7040,776417,165,330,20689,97,375,17814,230,3253,135627
9599,20,2,4,Kansas,8709,8709,1007582,291,582,34792,65,237,9767,227,3127,123131,8366,8366,979598,281,562,33695,63,230,9542,218,3035,120482
9599,21,3,6,Kentucky,12829,12829,1120601,376,752,30225,174,662,20285,327,3382,105321,11871,11871,1060605,352,704,28551,162,624,19135,281,3086,98314
9599,22,3,7,Louisiana,12461,12461,1055688,152,304,12489,75,283,6916,93,1675,66278,11400,11400,977662,146,292,12164,71,269,6575,93,1675,66278
9599,23,1,1,Maine,4162,4162,375801,30,60,3411,7,25,1888,10,170,9593,3466,3466,322505,23,46,2798,6,22,1836,8,160,9114
9599,24,3,5,Maryland,23194,23194,2141810,67,134,6456,19,72,3359,192,3176,141527,22903,22903,2107980,67,134,6456,19,72,3359,185,3132,140175
