Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202111,01,3,6,Alabama,16110,16110,3870464,44,88,13912,48,173,15076,163,3922,461249,10031,10031,2395752,24,48,5776,14,48,4385,118,2932,315744
202111,02,4,9,Alaska,1107,1107,335740,16,32,5316,27,95,14639,22,227,34256,150,150,39276,11,22,3609,9,32,3741,2,13,1762
202111,04,4,8,Arizona,43457,43457,11297816,603,1206,141901,76,264,51737,458,14981,2075033,38734,38734,10368976,530,1060,128798,76,264,51737,383,12640,1700279
202111,05,3,7,Arkansas,10233,10233,2427943,309,618,64433,107,374,33424,118,2348,195141,7734,7734,1988593,231,462,51842,62,220,24933,58,1691,148392
202111,06,4,9,California,60130,60130,16997562,1057,2114,459714,401,1389,310917,1754,43364,8202907,44323,44323,12615441,910,1820,382876,328,1152,256433,1312,38193,7295308
202111,08,4,8,Colorado,31741,31741,9947243,484,968,181644,156,566,118888,632,20938,2872768,26476,26476,8138175,426,852,144981,105,382,79402,505,18675,2499142
202111,09,1,1,Connecticut,2835,2835,1018907,54,108,14364,10,38,5324,102,1308,134730,2143,2143,753775,40,80,11842,8,30,4257,25,718,58146
202111,10,3,5,Delaware,6740,6740,969155,150,300,32705,1,3,72,25,932,94535,5566,5566,794938,150,300,32705,1,3,72,25,932,94535
202111,11,3,5,District of Columbia,367,367,87313,12,24,3063,2,7,928,42,3999,490779,367,367,87313,12,24,3063,2,7,928,42,3999,490779
202111,12,3,5,Florida,134505,134505,35304445,1538,3076,401831,285,1072,196689,1487,53080,7482146,117657,117657,31322161,1463,2926,376962,277,1048,190236,1190,45940,6705397
202111,13,3,5,Georgia,48188,48188,11464750,251,502,130714,125,453,68508,499,10430,1379852,34872,34872,8535109,235,470,127831,117,429,66641,353,9211,1206729
202111,15,4,9,Hawaii,2226,2226,987621,41,82,15556,4,13,39457,74,863,259485,2226,2226,987621,41,82,15556,4,13,39457,74,863,259485
202111,16,4,8,Idaho,13628,13628,3416318,74,148,28991,226,896,100734,225,3807,471269,12707,12707,3199435,62,124,24666,210,836,94829,195,3099,376853
202111,17,2,3,Illinois,10449,10449,3020806,233,466,85093,209,690,127105,275,7107,805803,7785,7785,2386950,212,424,78675,187,612,116258,202,6660,738979
202111,18,2,3,Indiana,20026,20026,6117333,344,688,107608,33,126,28779,175,4929,534728,16549,16549,5119334,313,626,97913,33,126,28779,130,4095,456269
202111,19,2,4,Iowa,9573,9573,2432637,193,386,74588,46,161,33410,104,3712,485813,6797,6797,1939908,168,336,66943,46,161,33410,87,3582,472720
202111,20,2,4,Kansas,5841,5841,1908676,268,536,78233,18,64,8800,55,1575,196628,4611,4611,1546538,263,526,75142,15,55,7275,29,1192,170078
202111,21,3,6,Kentucky,9505,9505,2379452,100,200,28161,70,243,28207,242,3709,374547,6368,6368,1679836,71,142,21129,53,190,19946,166,2038,218169
202111,22,3,7,Louisiana,16631,16631,3636813,244,488,49503,21,67,10797,46,992,142634,9035,9035,1944884,53,106,12262,0,0,0,15,360,35800
202111,23,1,1,Maine,5050,5050,1325248,160,320,52085,27,88,12017,62,817,118415,2441,2441,753225,120,240,37144,20,67,10267,53,768,113871
202111,24,3,5,Maryland,11387,11387,2926932,55,110,24005,23,77,9082,185,5881,785491,10867,10867,2829963,50,100,23155,18,60,7042,145,4271,459559
