Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200999,01,3,6,Alabama,9409,9409,1411839,28,56,3753,51,177,13677,224,3624,235006,8875,8875,1328566,27,54,3444,50,173,13552,212,3460,225483
200999,02,4,9,Alaska,617,617,155488,38,76,14047,14,54,8397,6,169,17293,524,524,137852,38,76,14047,14,54,8397,6,169,17293
200999,04,4,8,Arizona,12826,12826,2571888,12,24,2464,37,130,12710,79,1494,148959,12707,12707,2546752,12,24,2464,37,130,12710,77,1479,147997
200999,05,3,7,Arkansas,4526,4526,682038,169,338,22147,47,175,9653,163,2017,104476,4319,4319,660270,165,330,21765,46,172,9653,163,2017,104476
200999,06,4,9,California,25525,25525,6439814,337,674,114437,207,717,116627,540,8153,1087606,24725,24725,6250324,331,662,112831,194,675,110806,487,7833,1053620
200999,08,4,8,Colorado,7261,7261,1861805,71,142,22078,26,93,12318,87,1859,174933,6871,6871,1760381,71,142,22078,21,78,10598,76,1793,169405
200999,09,1,1,Connecticut,2442,2442,608114,39,78,9146,17,59,5940,89,1207,92208,2176,2176,489987,39,78,9146,17,59,5940,66,1083,87396
200999,10,3,5,Delaware,2676,2676,326413,22,44,4223,8,32,5119,32,404,25175,2562,2562,315186,22,44,4223,8,32,5119,21,345,23104
200999,11,3,5,District of Columbia,151,151,27682,41,82,7528,1,4,381,6,889,95882,151,151,27682,41,82,7528,1,4,381,6,889,95882
200999,12,3,5,Florida,26636,26636,5899912,136,272,29762,115,437,64062,401,7984,794950,25501,25501,5696859,130,260,28740,111,425,62091,366,7705,773027
200999,13,3,5,Georgia,14674,14674,2342335,95,190,16074,65,243,18761,178,3121,240950,12841,12841,2057990,79,158,13192,45,175,15280,156,2945,227963
200999,15,4,9,Hawaii,2002,2002,566920,9,18,3867,15,56,11544,33,541,196679,2002,2002,566920,9,18,3867,15,56,11544,33,541,196679
200999,16,4,8,Idaho,4274,4274,756014,23,46,4834,44,167,8332,21,376,35681,4148,4148,735110,21,42,4178,43,164,8157,21,376,35681
200999,17,2,3,Illinois,7844,7844,1698534,137,274,33344,83,285,37863,159,2456,330922,7010,7010,1550915,125,250,30622,81,279,37723,125,2191,311802
200999,18,2,3,Indiana,9666,9666,1704509,125,250,23094,37,123,10171,195,2516,194765,9088,9088,1625075,119,238,22347,31,105,10115,178,2399,179981
200999,19,2,4,Iowa,5705,5705,1012845,115,230,23810,66,245,21140,79,1549,140449,5518,5518,983546,115,230,23810,66,245,21140,76,1512,137582
200999,20,2,4,Kansas,4272,4272,728275,100,200,17093,40,148,14286,117,2057,121257,4044,4044,694192,95,190,16275,40,148,14286,116,2052,120922
200999,21,3,6,Kentucky,5978,5978,838392,106,212,15949,89,321,20812,75,887,48328,5761,5761,816159,89,178,13474,75,276,18824,64,832,45819
200999,22,3,7,Louisiana,10755,10755,1728730,276,552,37579,25,92,5450,48,1114,70387,9701,9701,1586671,260,520,34504,20,76,4718,35,1024,65458
200999,23,1,1,Maine,2816,2816,466152,28,56,5873,20,72,7578,20,177,13608,2195,2195,372125,26,52,5503,17,63,6948,6,105,9499
200999,24,3,5,Maryland,8133,8133,1573073,6,12,771,17,60,6972,125,2918,508214,7894,7894,1534699,6,12,771,17,60,6972,115,2863,500702
200999,25,1,1,Massachusetts,5074,5074,1236128,131,262,31920,54,174,22095,147,2431,264227,4141,4141,1055073,118,236,29402,50,162,20634,79,2023,227453
