Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202308,01,3,6,Alabama,10655,10655,2817321,106,212,36328,38,131,22464,80,2752,430659,7356,7356,1996707,99,198,33831,18,66,15332,57,2222,352897
202308,02,4,9,Alaska,383,383,142349,17,34,7304,3,12,1879,8,171,27696,109,109,29295,11,22,4729,2,8,1079,7,166,26496
202308,04,4,8,Arizona,22073,22073,6456224,750,1500,195585,65,250,49356,433,12892,1972094,19630,19630,5794785,717,1434,187278,61,237,48079,383,11400,1726340
202308,05,3,7,Arkansas,6306,6306,1593850,339,678,110437,72,233,18753,79,1052,139416,4473,4473,1177776,276,552,93794,22,70,9106,23,489,58322
202308,06,4,9,California,39521,39521,11722892,790,1580,331586,291,1003,269992,1621,35179,6029281,29677,29677,9058141,679,1358,292744,232,807,231970,1243,29620,5086970
202308,08,4,8,Colorado,13251,13251,5057182,242,484,101811,72,265,53722,442,13464,2372442,11723,11723,4484220,180,360,76140,64,239,49080,377,12774,2256498
202308,09,1,1,Connecticut,1291,1291,567524,48,96,18161,19,67,8911,100,2680,338941,706,706,293859,43,86,16183,11,41,5481,61,2285,270554
202308,10,3,5,Delaware,3675,3675,534246,38,76,13131,0,0,0,25,464,49137,3073,3073,462887,38,76,13131,0,0,0,21,441,47160
202308,11,3,5,District of Columbia,124,124,33968,21,42,5906,2,8,1173,30,2022,266824,124,124,33968,21,42,5906,2,8,1173,30,2022,266824
202308,12,3,5,Florida,83677,83677,25499888,1095,2190,357014,225,857,123388,1549,47653,7879321,67078,67078,20990184,955,1910,311542,209,807,112911,1316,42889,7266115
202308,13,3,5,Georgia,30428,30428,8082515,160,320,56766,133,477,66207,424,13896,1960070,23221,23221,6351508,115,230,47346,115,417,58045,340,12904,1840715
202308,15,4,9,Hawaii,1649,1649,813898,70,140,17668,2,7,459,11,565,194002,1190,1190,648362,16,32,4099,0,0,0,1,7,50000
202308,16,4,8,Idaho,8029,8029,2310183,90,180,30332,99,372,49938,117,2784,447307,6273,6273,1777646,59,118,21313,59,230,29483,94,2387,395973
202308,17,2,3,Illinois,5874,5874,1998358,166,332,63585,148,500,89297,222,4072,698185,4136,4136,1486304,117,234,46425,114,379,72459,157,3648,637912
202308,18,2,3,Indiana,11542,11542,3944055,134,268,52219,43,146,25962,221,5468,935613,9200,9200,3277051,103,206,42495,38,127,23369,172,4668,846053
202308,19,2,4,Iowa,4853,4853,1602283,141,282,61397,78,274,53405,75,1751,304143,3903,3903,1342718,92,184,41210,63,226,43910,46,1578,280843
202308,20,2,4,Kansas,3220,3220,1122331,384,768,113262,31,113,17021,40,1674,275587,2291,2291,847803,226,452,75477,25,93,15179,37,1644,271596
202308,21,3,6,Kentucky,5512,5512,1411206,194,388,52067,119,447,53889,227,3621,430263,3311,3311,902366,138,276,37173,92,355,43921,141,1767,179944
202308,22,3,7,Louisiana,7916,7916,1911655,191,382,41571,12,37,6217,45,1467,215862,4391,4391,1095430,38,76,9442,2,6,663,16,480,80974
202308,23,1,1,Maine,3054,3054,902826,88,176,32130,18,61,8625,47,733,94277,994,994,356133,60,120,23102,11,38,6078,19,508,75927
202308,24,3,5,Maryland,7409,7409,1990099,12,24,4340,3,12,1691,114,5886,876145,7072,7072,1910229,6,12,2510,3,12,1691,90,4702,787148
