Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201499,01,3,6,Alabama,9506,9506,1855163,61,122,13797,59,206,21122,146,3535,314593,8784,8784,1734359,61,122,13797,43,156,18734,127,3394,309214
201499,02,4,9,Alaska,1125,1125,299110,24,48,6526,14,45,6122,33,300,41954,915,915,247256,24,48,6526,12,39,5030,33,300,41954
201499,04,4,8,Arizona,16841,16841,4440786,115,230,32634,37,137,23762,409,9789,1168822,16106,16106,4296281,99,198,31059,37,137,23762,359,8836,1058031
201499,05,3,7,Arkansas,5257,5257,1064958,160,320,22761,49,174,9146,103,1915,153320,4939,4939,1027389,157,314,22403,45,162,8346,91,1837,149095
201499,06,4,9,California,39220,39220,11739218,496,992,197188,351,1247,220732,1421,42186,6584967,36499,36499,10981777,474,948,184574,321,1152,207271,1252,40292,6362995
201499,08,4,8,Colorado,17095,17095,5178025,266,532,105302,42,146,27715,367,10913,1168487,16516,16516,5003671,242,484,97483,35,123,25019,356,10825,1154487
201499,09,1,1,Connecticut,2760,2760,927533,60,120,13343,54,203,20200,106,2246,187200,2478,2478,789656,47,94,11688,37,145,15025,79,2010,173296
201499,10,3,5,Delaware,4144,4144,524517,65,130,12909,28,107,10448,45,813,67598,4116,4116,522882,65,130,12909,28,107,10448,26,708,65918
201499,11,3,5,District of Columbia,288,288,60904,15,30,3141,7,26,2653,31,3845,307698,288,288,60904,15,30,3141,7,26,2653,31,3845,307698
201499,12,3,5,Florida,56250,56250,15742672,327,654,112173,300,1094,177064,968,26077,3516860,55098,55098,15455532,309,618,104973,299,1091,176705,899,24963,3336841
201499,13,3,5,Georgia,27503,27503,5399354,62,124,12639,155,547,61336,311,11249,1068054,25186,25186,5009546,39,78,9419,141,503,59185,268,10781,1033550
201499,15,4,9,Hawaii,2197,2197,853697,27,54,35239,0,0,0,20,815,122850,2093,2093,797418,27,54,35239,0,0,0,20,815,122850
201499,16,4,8,Idaho,6293,6293,1422095,54,108,9539,113,449,31156,114,1947,192003,6171,6171,1380828,54,108,9539,110,437,30251,113,1928,190681
201499,17,2,3,Illinois,10553,10553,2731448,166,332,46789,148,500,77288,275,9193,1356215,9611,9611,2564861,156,312,44431,148,500,77288,234,8840,1324336
201499,18,2,3,Indiana,12140,12140,2748532,181,362,40304,55,201,18185,299,5113,415155,11527,11527,2658597,181,362,40304,52,192,17285,269,4849,399346
201499,19,2,4,Iowa,6989,6989,1542525,169,338,42132,59,221,21003,139,2708,301919,6694,6694,1497286,161,322,40248,58,218,20630,127,2648,295284
201499,20,2,4,Kansas,4874,4874,1125125,151,302,30860,42,147,19800,102,2136,241573,4072,4072,933873,137,274,27923,42,147,19800,97,2069,231700
201499,21,3,6,Kentucky,6073,6073,1077297,138,276,20000,76,320,20040,334,2867,187376,5591,5591,1016841,107,214,14637,67,290,18051,293,2631,172100
201499,22,3,7,Louisiana,12844,12844,2629597,204,408,36767,32,117,12313,82,1886,210113,10885,10885,2301309,153,306,28019,21,81,8068,52,1375,177040
201499,23,1,1,Maine,2713,2713,564680,43,86,9115,20,73,9542,29,370,29566,2125,2125,470232,39,78,8505,20,73,9542,16,253,24448
201499,24,3,5,Maryland,10541,10541,2141945,93,186,22912,8,27,3971,140,5577,720343,10502,10502,2135351,93,186,22912,7,23,3447,139,5456,709354
