Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201799,01,3,6,Alabama,12233,12233,2511065,83,166,15782,56,182,14819,88,2218,231109,11199,11199,2305461,69,138,9949,45,143,9799,54,1765,186344
201799,02,4,9,Alaska,1127,1127,331420,48,96,14820,21,74,11374,26,242,38054,295,295,73939,47,94,14710,7,27,3209,7,70,10861
201799,04,4,8,Arizona,28072,28072,7115946,216,432,47550,73,273,43648,452,10695,1494132,27822,27822,7046357,213,426,47550,73,273,43648,451,10687,1493360
201799,05,3,7,Arkansas,7376,7376,1500229,231,462,49161,105,386,20947,145,2571,196151,6540,6540,1371527,207,414,45823,89,331,18312,113,2298,181225
201799,06,4,9,California,57132,57132,17227303,1084,2168,415680,628,2138,385404,1874,53342,9753820,53138,53138,16039078,1001,2002,386020,577,1968,363948,1714,51441,9475674
201799,08,4,8,Colorado,24338,24338,7439961,172,344,68895,116,415,62792,399,15576,1953459,23532,23532,7129788,160,320,61447,107,387,56796,379,15415,1932537
201799,09,1,1,Connecticut,2480,2480,888019,51,102,15295,16,53,9340,108,1912,272873,2210,2210,823118,43,86,13119,16,53,9340,63,1504,242686
201799,10,3,5,Delaware,5218,5218,692137,111,222,26626,27,98,11945,91,1063,75761,5005,5005,674466,111,222,26626,27,98,11945,75,961,73218
201799,11,3,5,District of Columbia,352,352,81026,25,50,5400,3,12,1465,48,5623,601646,352,352,81026,25,50,5400,3,12,1465,48,5623,601646
201799,12,3,5,Florida,85267,85267,22944982,628,1256,181115,260,942,188501,992,35254,4780691,81076,81076,21780026,612,1224,178350,251,911,182911,908,34187,4590571
201799,13,3,5,Georgia,40311,40311,8631824,53,106,11785,67,249,37093,320,10574,1239035,36821,36821,7953950,45,90,10805,54,206,33674,282,9972,1176194
201799,15,4,9,Hawaii,2534,2534,865046,39,78,21480,5,19,4090,69,1404,241748,2534,2534,865046,39,78,21480,5,19,4090,69,1404,241748
201799,16,4,8,Idaho,11019,11019,2466909,51,102,15481,147,577,44905,178,2485,264194,10329,10329,2326071,38,76,11864,130,517,39755,163,2338,250450
201799,17,2,3,Illinois,10181,10181,2695587,159,318,58170,260,875,162378,400,13618,1688552,9347,9347,2484374,149,298,56920,255,858,161191,351,13115,1653619
201799,18,2,3,Indiana,16075,16075,4038599,222,444,62844,22,78,13000,272,5067,469056,15296,15296,3907990,198,396,56890,22,78,13000,224,4622,435372
201799,19,2,4,Iowa,8067,8067,1883411,160,320,38664,43,154,20387,174,5407,575272,7655,7655,1805251,157,314,38069,41,146,19357,171,5384,573474
201799,20,2,4,Kansas,6046,6046,1479617,229,458,46466,71,257,33287,138,2223,222346,5440,5440,1346303,159,318,34834,71,257,33287,116,1970,204213
201799,21,3,6,Kentucky,7967,7967,1613167,180,360,32634,90,335,29988,237,3968,298371,6837,6837,1444859,161,322,29953,83,309,28648,188,3222,243474
201799,22,3,7,Louisiana,13557,13557,2800089,175,350,32285,31,107,10319,59,1210,143586,11386,11386,2356276,154,308,27650,11,38,2298,44,1067,114255
201799,23,1,1,Maine,3583,3583,755783,56,112,14440,10,36,3272,46,627,54254,2801,2801,628516,51,102,13006,10,36,3272,45,590,50424
201799,24,3,5,Maryland,12384,12384,2698698,45,90,9075,3,10,1113,84,3740,548448,12142,12142,2638111,45,90,9075,3,10,1113,82,3696,543644
