Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202507,01,3,6,Alabama,9297,9297,2767953,37,74,11217,21,75,10788,68,868,106749,6755,6755,2135698,20,40,4089,16,60,8263,38,475,40777
202507,02,4,9,Alaska,317,317,127472,22,44,8440,9,32,4495,11,113,15032,120,120,40706,7,14,2283,3,11,1093,3,65,5732
202507,04,4,8,Arizona,21961,21961,6584081,354,708,95418,46,174,35117,266,8752,1469668,19232,19232,5911648,322,644,86740,44,168,33826,219,7479,1274477
202507,05,3,7,Arkansas,6391,6391,1797552,292,584,86980,57,192,14994,90,1499,185793,4891,4891,1399878,241,482,75916,19,71,7451,55,1226,163916
202507,06,4,9,California,34909,34909,11147214,961,1922,382371,196,680,143399,793,21265,3827192,27134,27134,8752280,816,1632,329484,139,498,100765,557,17868,3168636
202507,08,4,8,Colorado,11367,11367,4931710,110,220,39170,45,157,31243,246,7177,1393311,9621,9621,4119368,90,180,27936,33,116,22781,179,6338,1214749
202507,09,1,1,Connecticut,1228,1228,604413,50,100,15812,28,93,16828,66,2196,444106,775,775,373265,38,76,10950,10,36,6569,33,1623,378465
202507,10,3,5,Delaware,3411,3411,436249,48,96,16918,0,0,0,31,656,68588,2761,2761,361918,48,96,16918,0,0,0,26,560,48784
202507,11,3,5,District of Columbia,79,79,23057,12,24,3802,0,0,0,12,517,82009,79,79,23057,12,24,3802,0,0,0,12,517,82009
202507,12,3,5,Florida,68589,68589,22425472,778,1554,422186,214,817,143805,1024,38721,7727393,56447,56447,18149565,682,1362,261168,171,651,115776,809,32300,6526770
202507,13,3,5,Georgia,27484,27484,8058785,205,410,61880,126,450,68405,561,8838,1355470,19302,19302,5961481,80,160,31987,83,308,49187,432,7464,1179459
202507,15,4,9,Hawaii,1638,1638,751568,80,160,29180,0,0,0,17,596,171014,90,90,73612,0,0,0,0,0,0,0,0,0
202507,16,4,8,Idaho,8544,8544,2569269,107,214,34610,46,175,24602,95,1934,288546,7087,7087,2136003,69,138,23831,35,139,15869,73,1494,221441
202507,17,2,3,Illinois,6348,6348,2272138,173,346,66962,129,421,89230,221,4325,1089816,4875,4875,1741984,119,238,49969,93,306,73390,117,3259,663390
202507,18,2,3,Indiana,12351,12351,4437607,175,350,53885,16,56,8213,168,5417,923146,9810,9810,3642083,123,246,40104,13,47,7368,117,4564,804122
202507,19,2,4,Iowa,4239,4239,1520714,118,236,49069,38,138,26722,129,3179,517761,3209,3209,1211950,77,154,31832,22,80,15456,86,2629,441321
202507,20,2,4,Kansas,3559,3559,1256740,443,886,127448,32,114,20288,65,1650,278181,2762,2762,1015901,387,774,109859,24,90,16850,48,1447,240313
202507,21,3,6,Kentucky,5153,5153,1422380,109,218,27876,44,152,22604,205,2873,310820,4104,4104,1189864,79,158,22108,30,107,16766,146,2198,234278
202507,22,3,7,Louisiana,7124,7124,1842378,134,268,32436,5,17,1359,39,934,99223,3590,3590,1003442,31,62,7569,1,4,417,2,26,5524
202507,23,1,1,Maine,2767,2767,895749,80,160,24406,11,36,4652,62,1115,271336,1078,1078,420056,60,120,18383,2,6,750,28,787,216237
202507,24,3,5,Maryland,6346,6346,1875862,25,50,10893,5,20,4805,39,2112,473290,6143,6143,1833158,23,46,10399,5,20,4805,30,1877,421032
