Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202212,01,3,6,Alabama,16038,16038,4166211,109,218,26892,39,141,19715,119,3220,507708,10027,10027,2512606,95,190,21865,19,74,10150,83,1870,294040
202212,02,4,9,Alaska,1023,1023,316092,21,42,7413,17,61,9765,23,263,42164,245,245,76876,19,38,6817,5,18,2351,2,16,4797
202212,04,4,8,Arizona,37326,37326,10536818,954,1908,237526,82,291,61805,719,21559,3590308,31925,31925,9050680,822,1644,195925,79,281,60689,616,18280,3057776
202212,05,3,7,Arkansas,9415,9415,2528943,304,608,80312,163,574,59380,178,3707,323757,7446,7446,2164677,229,458,66745,101,366,48126,111,3089,279154
202212,06,4,9,California,62937,62937,18179182,1270,2540,529750,471,1620,348837,2015,50993,9397159,51401,51401,14960607,1157,2314,470832,399,1379,299586,1464,42096,7906532
202212,08,4,8,Colorado,23965,23965,8575778,409,818,153134,145,513,125071,707,23699,4042247,20183,20183,7220159,360,720,134067,124,447,107216,577,21509,3675031
202212,09,1,1,Connecticut,2413,2413,993377,103,206,23272,11,39,3988,129,2509,376710,1479,1479,626634,90,180,19867,7,25,2429,45,1478,242792
202212,10,3,5,Delaware,5851,5851,856897,88,176,25491,0,0,0,23,386,29916,4803,4803,736491,88,176,25491,0,0,0,16,302,22695
202212,11,3,5,District of Columbia,409,409,102757,32,64,8299,1,4,601,66,7228,919169,409,409,102757,32,64,8299,1,4,601,66,7228,919169
202212,12,3,5,Florida,133750,133750,39664550,1318,2636,418713,508,1817,257353,2593,74003,10181420,106096,106096,31961826,1019,2038,320929,481,1729,241877,2184,65175,9119892
202212,13,3,5,Georgia,46819,46819,11977027,338,676,100012,233,853,114749,941,28334,3586377,33933,33933,9041344,280,560,90536,213,790,107945,759,25465,3228017
202212,15,4,9,Hawaii,2023,2023,1022557,106,212,36479,0,0,0,59,2120,740160,1371,1371,782632,34,68,13533,0,0,0,11,338,109141
202212,16,4,8,Idaho,12050,12050,3589179,138,276,50221,204,792,103912,309,5941,933198,10198,10198,3116275,108,216,41258,187,740,92440,279,5441,888646
202212,17,2,3,Illinois,9585,9585,2985823,208,416,75766,250,828,157714,345,9468,1413687,7197,7197,2370225,156,312,60732,236,781,151895,252,8814,1312462
202212,18,2,3,Indiana,18718,18718,5999707,265,530,80808,34,123,13272,299,8641,1013059,15115,15115,5094950,186,372,59535,32,117,12792,211,6855,854167
202212,19,2,4,Iowa,7571,7571,2258224,224,448,93336,95,331,66030,165,4318,646045,5645,5645,1743956,125,250,53329,39,138,30093,95,3799,584098
202212,20,2,4,Kansas,5648,5648,1915192,503,1006,136842,53,194,25656,87,2655,388406,4279,4279,1401536,418,836,102748,41,157,20951,65,2045,300051
202212,21,3,6,Kentucky,8719,8719,2235050,243,486,59062,79,285,29552,311,5355,974506,6282,6282,1760375,198,396,51786,57,215,22037,239,3839,847231
202212,22,3,7,Louisiana,13942,13942,3437459,288,576,69343,25,82,13245,97,1976,262030,6639,6639,1732049,100,200,19153,2,6,500,24,304,37420
202212,23,1,1,Maine,4563,4563,1270476,116,232,40566,23,81,10780,74,1826,244897,1627,1627,525828,80,160,30165,12,45,7019,29,1131,192966
202212,24,3,5,Maryland,9675,9675,2653022,52,104,15622,11,40,6101,166,9455,1327873,8864,8864,2463647,43,86,13832,11,40,6101,137,9270,1292047
