Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8199,01,3,6,ALABAMA,5046,5046,167609,118,236,4533,153,595,11432,338,3991,98402,4854,4854,160179,112,224,4448,153,595,11432,336,3981,98211
8199,02,4,9,ALASKA,3025,3025,257802,252,504,30089,65,248,13623,77,737,38437,2731,2731,241366,238,476,28864,65,248,13623,57,573,27828
8199,04,4,8,ARIZONA,19165,19165,895383,371,742,18752,406,1514,33870,572,11974,253639,19155,19155,894983,371,742,18752,406,1514,33870,572,11974,253639
8199,05,3,7,ARKANSAS,2804,2804,120183,142,284,6454,166,621,15967,80,881,19463,2592,2592,113070,141,282,6428,163,610,15620,80,881,19463
8199,06,4,9,CALIFORNIA,60028,60028,4294075,1990,3980,213013,2215,8035,362992,2777,32162,1480262,59834,59834,4282339,1982,3964,212232,2210,8018,362084,2770,32082,1477290
8199,08,4,8,COLORADO,18547,18547,965587,423,846,41677,446,1680,55031,717,8318,289041,18150,18150,936565,419,838,41025,445,1676,55007,712,8276,287093
8199,09,1,1,CONNECTICUT,5522,5522,306224,173,346,10989,102,356,10874,233,3097,70864,5483,5483,304510,172,344,10971,102,356,10874,229,3073,70510
8199,10,3,5,DELAWARE,1752,1752,65239,16,32,964,24,92,3232,42,426,11348,1740,1740,64812,16,32,964,24,92,3232,34,359,9223
8199,11,3,5,DISTRICT OF COLUMBIA,88,88,5699,7,14,365,0,0,0,27,879,36288,88,88,5699,7,14,365,0,0,0,27,879,36288
8199,12,3,5,FLORIDA,69155,69155,3008478,4160,8320,227356,2620,9988,276995,3479,58700,2293782,67813,67813,2960476,4113,8226,224291,2599,9910,274165,3447,58125,2270367
8199,13,3,5,GEORGIA,19889,19889,815185,738,1476,32235,339,1263,27351,778,7368,143609,19469,19469,801221,726,1452,31631,316,1176,25367,747,7075,137713
8199,15,4,9,HAWAII,2431,2431,142912,94,188,19090,60,220,13254,83,3423,250267,1970,1970,123370,92,184,18762,52,192,11434,59,2923,207444
8199,16,4,8,IDAHO,2633,2633,128453,77,154,6077,35,127,4635,45,468,15134,2423,2423,119434,63,126,4947,31,111,4005,43,452,14705
8199,17,2,3,ILLINOIS,8769,8769,536769,336,672,23648,280,1069,29441,355,5846,185523,8392,8392,517831,324,648,23004,258,995,27533,336,5598,178672
8199,18,2,3,INDIANA,7479,7479,391937,208,416,13629,197,760,21870,410,5245,113418,7327,7327,383871,205,410,13558,197,760,21870,406,5221,112927
8199,19,2,4,IOWA,3576,3576,168288,156,312,10311,155,603,13250,91,1101,29253,3448,3448,162722,154,308,10138,153,595,13083,88,1068,28434
8199,20,2,4,KANSAS,5314,5314,288158,472,944,32595,189,733,20102,91,1162,20685,5245,5245,285812,470,940,32403,189,733,20102,91,1162,20685
8199,21,3,6,KENTUCKY,4017,4017,177115,173,346,8394,94,365,7962,191,2881,75231,3925,3925,174268,172,344,8343,94,365,7962,185,2841,74430
8199,22,3,7,LOUISIANA,10627,10627,458114,520,1040,26769,754,2930,69822,351,5030,118953,10546,10546,454993,520,1040,26769,754,2930,69822,351,5030,118953
8199,23,1,1,MAINE,2036,2036,76363,24,48,1803,46,166,5621,32,271,8774,1754,1754,66796,20,40,1750,40,142,4828,30,256,8238
8199,24,3,5,MARYLAND,13706,13706,629743,117,234,4743,36,127,3703,137,2921,88766,13587,13587,624696,105,210,3827,36,127,3703,123,2674,78514
