Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
202599,25,1,1,Massachusetts,5018,5018,2507094,219,438,94485,62,197,39704,322,6824,1667087,3658,3658,1909742,187,374,78957,55,175,34192,204,5833,1514162
202599,26,2,3,Michigan,15566,15566,5294418,363,726,82442,137,517,96260,251,6266,1116955,13211,13211,4683058,349,698,77388,124,478,89005,163,5439,982075
202599,27,2,4,Minnesota,12886,12886,4807806,155,310,62735,75,279,66365,197,7472,1326424,12074,12074,4562393,146,292,59582,73,273,65505,165,7175,1283312
202599,28,3,6,Mississippi,7318,7318,1535084,76,152,17495,14,47,9451,68,888,86074,5407,5407,1284108,56,112,9058,4,14,2236,38,699,80878
202599,29,2,4,Missouri,11374,11374,4058342,359,718,112682,166,616,91746,236,4766,747044,10059,10059,3680283,309,618,96529,141,539,86189,192,4030,624044
202599,30,4,8,Montana,2675,2675,817767,180,360,67443,94,340,57070,79,1883,309033,2341,2341,729194,150,300,55287,65,244,42313,57,1347,252423
202599,31,2,4,Nebraska,5561,5561,1498106,178,356,58196,54,195,36671,192,4484,517155,5327,5327,1421090,178,356,58196,52,187,35571,192,4484,517155
202599,32,4,8,Nevada,12190,12190,3350851,237,474,47310,37,122,23560,272,5754,824254,11231,11231,3082407,231,462,46054,32,107,21582,245,5301,765327
202599,33,1,1,New Hampshire,3279,3279,1296819,83,166,34508,46,157,29731,87,1428,291671,2784,2784,1123431,72,144,29173,31,112,21638,50,1045,213804
202599,34,1,2,New Jersey,12820,12820,3471089,409,818,140933,221,733,91492,798,13290,1714789,9618,9618,2860737,291,582,103020,140,473,66117,330,7792,960250
202599,35,4,8,New Mexico,6296,6296,1452000,81,162,23290,8,25,2467,39,1264,150606,5493,5493,1242460,47,94,12121,1,4,250,39,1264,150606
202599,36,1,2,New York,11499,11499,4824353,549,1098,190313,197,681,118368,708,25389,4354209,9263,9263,4143643,506,1012,174649,175,606,109032,536,24279,4180910
202599,37,3,5,North Carolina,65303,65303,20003718,543,1086,152114,94,320,76761,552,19458,3012879,60454,60454,18700378,500,1000,136326,68,238,58589,469,17750,2789489
202599,38,2,4,North Dakota,1761,1761,614366,28,56,12225,3,10,2223,11,613,87885,1636,1636,585526,28,56,12225,3,10,2223,10,542,86570
202599,39,2,3,Ohio,17327,17327,6540126,416,832,133817,270,924,145660,598,14557,1738494,16079,16079,6161604,405,810,129595,250,863,141176,566,14152,1693908
202599,40,3,7,Oklahoma,11581,11581,3180474,434,868,103682,65,248,26834,205,2816,346022,10920,10920,3056895,414,828,99593,61,236,25814,186,2706,337063
202599,41,4,9,Oregon,9215,9215,3183398,240,480,104148,61,219,44164,208,4925,798052,8600,8600,3013328,227,454,97911,61,219,44164,194,4730,767629
202599,42,1,2,Pennsylvania,15812,15812,5266165,259,518,80216,200,704,91271,337,8675,1105588,12849,12849,4290886,256,512,79055,197,694,89930,317,8434,1079071
202599,44,1,1,Rhode Island,730,730,271159,175,350,45554,45,148,19145,23,510,62399,650,650,251210,173,346,45137,45,148,19145,23,510,62399
202599,45,3,5,South Carolina,39897,39897,12713856,208,416,48969,103,368,40247,252,5181,769243,33746,33746,11063371,139,278,35542,67,255,36183,126,3925,669589
202599,46,2,4,South Dakota,3296,3296,1104952,50,100,16812,27,107,19100,115,1802,265258,2965,2965,995224,41,82,14448,25,100,18941,110,1767,259994
202599,47,3,6,Tennessee,32068,32068,10046373,213,426,58727,126,453,59316,393,10427,1643405,28920,28920,9379201,197,394,54471,109,400,54362,342,9173,1435880
202599,48,3,7,Texas,140579,140579,40969108,3178,6356,1005942,727,2777,324257,1970,60505,9430206,126076,126076,37404749,2879,5758,924404,645,2511,289333,1847,59157,9267378
202599,49,4,8,Utah,16774,16774,6294222,101,202,49316,154,578,135796,398,9221,1830128,16164,16164,6069177,89,178,44684,153,574,134921,383,8879,1777349
202599,50,1,1,Vermont,1287,1287,454251,46,92,15885,11,39,8420,30,876,239150,981,981,357962,30,60,9695,10,35,7947,19,821,235692
202599,51,3,5,Virginia,20458,20458,5954421,250,500,70341,27,94,16199,253,12042,1621682,19305,19305,5555114,248,496,70101,21,76,14773,239,11883,1602047
202599,53,4,9,Washington,17780,17780,6802991,671,1342,372055,223,790,181438,478,15001,2462190,14927,14927,5585146,632,1264,358709,217,772,177795,377,13368,2262313
202599,54,3,5,West Virginia,3618,3618,815552,36,72,6457,32,126,10477,20,146,20967,3288,3288,762136,35,70,6357,31,123,10402,19,141,20675
202599,55,2,3,Wisconsin,13405,13405,5609893,768,1536,316905,25,92,20599,357,10536,1869448,12203,12203,5214729,646,1292,268098,24,89,20202,329,9778,1748695
202599,56,4,8,Wyoming,1732,1732,706770,24,48,8757,19,70,7639,12,388,100942,1454,1454,441104,24,48,8757,17,64,6743,12,388,100942
202599,US,0,0,United States,911903,911903,292551243,18375,36748,6204050,5268,18993,3124860,16414,463972,77170364,819046,819046,266770930,16666,33330,5668993,4609,16891,2860482,13834,429614,71990613
202599,R1,1,0,Northeast Region,57289,57289,20599648,1966,3932,680640,853,2904,433726,2530,63703,10784498,44536,44536,16855694,1725,3450,592944,708,2437,376816,1634,54911,9555523
202599,R2,2,0,Midwest Region,125321,125321,45533014,3899,7798,1320523,1186,4246,769330,2846,73271,11959223,115161,115161,42617324,3561,7122,1204468,1085,3928,736206,2491,68616,11195547
202599,R3,3,0,South Region,537010,537010,161852328,8097,16192,2442476,1998,7412,1016411,6982,210586,34356263,481436,481436,147627903,7342,14682,2243792,1684,6404,902686,6147,199157,32756783
202599,R4,4,0,West Region,192283,192283,64566253,4413,8826,1760411,1231,4431,905393,4056,116412,20070380,177913,177913,59670009,4038,8076,1627789,1132,4122,844774,3562,106930,18482760
202599,D1,1,1,New England Division,17158,17158,7038040,749,1498,269178,235,786,132594,687,16349,3609912,12806,12806,5560428,672,1344,236219,196,664,111736,451,14406,3335291
202599,D2,1,2,Middle Atlantic Division,40131,40131,13561608,1217,2434,411462,618,2118,301132,1843,47354,7174586,31730,31730,11295266,1053,2106,356725,512,1773,265080,1183,40505,6220232
202599,D3,2,3,East North Central Division,76996,76996,28641558,2107,4214,733052,726,2546,465386,1788,46155,7724154,70638,70638,26829049,1920,3840,664250,666,2357,445193,1555,42930,7172484
202599,D4,2,4,West North Central Division,48325,48325,16891456,1792,3584,587471,460,1700,303944,1058,27116,4235069,44523,44523,15788275,1641,3282,540218,419,1571,291013,936,25686,4023063
202599,D5,3,5,South Atlantic Division,299748,299748,93239783,3028,6054,937506,808,2977,497584,3582,121216,20849677,271949,271949,85403522,2750,5498,870194,692,2608,454687,3117,114916,19880510
202599,D6,3,6,East South Central Division,63605,63605,18535658,712,1424,191379,285,1031,136451,986,19720,2938862,55129,55129,16814571,648,1296,164552,229,852,111304,843,17082,2569669
202599,D7,3,7,West South Central Division,173657,173657,50076887,4357,8714,1313591,905,3404,382376,2414,69650,10567724,154358,154358,45409810,3944,7888,1209046,763,2944,336695,2187,67159,10306604
202599,D8,4,8,Mountain Division,104556,104556,34871960,1613,3226,508253,602,2233,417262,1965,53773,9408870,98573,98573,32949461,1491,2982,466526,547,2056,386358,1782,49430,8736525
202599,D9,4,9,Pacific Division,87727,87727,29694293,2800,5600,1252158,629,2198,488131,2091,62639,10661510,79340,79340,26720548,2547,5094,1161263,585,2066,458416,1780,57500,9746235
202599,60,0,0,American Samoa,3,3,0,46,92,0,57,190,0,8,41,0,3,3,0,46,92,0,57,190,0,8,41,0
202599,72,0,0,Puerto Rico,3089,3089,457033,25,50,3018,10,33,2742,11,235,70155,3089,3089,457033,25,50,3018,10,33,2742,11,235,70155
202599,78,0,0,Virgin Islands,32,32,10146,9,18,5237,3,9,2927,1,6,951,6,6,376,6,12,3613,0,0,0,1,6,951
