Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202410,01,3,6,Alabama,14934,14934,4184519,70,140,33074,18,59,8510,84,2393,341626,10026,10026,2993699,53,106,22386,2,8,1156,50,1719,217928
202410,02,4,9,Alaska,478,478,248096,28,56,11197,10,30,4536,9,196,31055,152,152,52356,19,38,7544,8,24,3731,5,168,27661
202410,04,4,8,Arizona,36380,36380,10517203,805,1610,213713,66,233,43543,384,12473,1623513,33369,33369,9588978,766,1532,203632,65,230,43308,321,11116,1401513
202410,05,3,7,Arkansas,8243,8243,2254031,342,684,112933,76,266,24463,100,2243,293655,6788,6788,1924217,253,506,93627,25,96,11693,69,1953,267923
202410,06,4,9,California,51109,51109,16097438,1294,2588,485916,260,898,203887,1141,27680,5626285,39457,39457,12691323,1073,2146,411065,209,731,172883,906,24643,5059235
202410,08,4,8,Colorado,17483,17483,7463412,212,424,92977,94,340,59502,319,8532,1800452,14852,14852,6222409,168,336,75831,59,225,41020,258,7638,1612657
202410,09,1,1,Connecticut,1803,1803,779889,53,106,21792,45,152,25819,121,2973,415056,1052,1052,567601,38,76,16451,5,16,3463,53,1372,190614
202410,10,3,5,Delaware,5211,5211,725325,93,186,44357,5,18,1910,16,435,56287,4372,4372,643304,93,186,44357,5,18,1910,13,361,43325
202410,11,3,5,District of Columbia,142,142,40742,28,56,8611,1,3,438,31,1167,166614,142,142,40742,28,56,8611,1,3,438,31,1167,166614
202410,12,3,5,Florida,106415,106415,33379236,868,1736,436714,237,893,147401,1310,41589,7414362,91025,91025,28213760,718,1436,261201,212,806,134115,1064,36373,6614634
202410,13,3,5,Georgia,41222,41222,11254366,356,712,101821,291,1090,166886,960,14739,2076941,29919,29919,8438766,208,416,63971,153,591,85684,322,7982,1095817
202410,15,4,9,Hawaii,1918,1918,916543,72,144,27893,0,0,0,22,882,282115,540,540,281943,9,18,3595,0,0,0,3,220,69324
202410,16,4,8,Idaho,12880,12880,3642661,113,226,36394,104,385,55357,77,1515,251551,9880,9880,2638824,90,180,30265,89,340,45754,63,1402,236800
202410,17,2,3,Illinois,8866,8866,3150514,178,356,74627,153,502,98672,353,6685,1354482,6933,6933,2501963,113,226,52721,113,373,83968,249,5850,1186313
202410,18,2,3,Indiana,17553,17553,6065260,227,454,88745,53,185,24070,242,4573,771650,13499,13499,4817338,176,352,73874,42,152,20896,193,4200,726393
202410,19,2,4,Iowa,6674,6674,2296517,176,352,62077,49,176,34697,108,2692,405740,5310,5310,1884397,117,234,41515,37,139,29257,81,2520,382116
202410,20,2,4,Kansas,4733,4733,1709870,617,1234,183098,81,293,50937,67,1829,317200,3898,3898,1464870,517,1034,151504,72,261,46466,53,1573,272539
202410,21,3,6,Kentucky,7465,7465,2051599,243,486,69023,91,311,38691,384,5485,719212,6107,6107,1750944,207,414,60906,66,234,30706,329,4754,664368
202410,22,3,7,Louisiana,10679,10679,2635514,208,416,50824,9,32,3436,100,1526,232936,4877,4877,1211650,124,248,35839,8,28,2852,26,687,186189
202410,23,1,1,Maine,4013,4013,1226121,109,218,39327,23,81,23073,81,880,129299,1538,1538,576550,70,140,26709,10,38,16366,30,490,90419
202410,24,3,5,Maryland,9809,9809,2953425,5,10,1571,3,10,1935,97,5245,1087228,9213,9213,2800101,3,6,1121,3,10,1935,84,4352,917987
