Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202202,01,3,6,Alabama,3001,3001,719089,4,8,1126,1,3,277,15,194,27529,1587,1587,423117,1,2,360,0,0,0,0,0,0
202202,02,4,9,Alaska,167,167,51588,4,8,1288,2,8,1377,6,54,9085,15,15,4266,2,4,629,0,0,0,0,0,0
202202,04,4,8,Arizona,8292,8292,2275849,216,432,45176,19,72,11543,85,2184,325147,7846,7846,2130043,208,416,43261,19,72,11543,73,1801,261565
202202,05,3,7,Arkansas,1522,1522,386106,45,90,9181,15,48,3283,43,619,70739,985,985,279675,17,34,2961,4,12,1396,29,452,54794
202202,06,4,9,California,10138,10138,2928772,182,364,80371,69,236,59586,276,6493,1135628,7599,7599,2193869,156,312,66306,54,185,48698,187,5376,956363
202202,08,4,8,Colorado,4531,4531,1474626,108,216,38925,18,65,14232,127,4264,639905,3911,3911,1255668,94,188,34315,11,43,9413,106,4039,593707
202202,09,1,1,Connecticut,449,449,169330,10,20,2897,1,3,737,19,334,31714,235,235,98037,7,14,2391,0,0,0,3,55,8705
202202,10,3,5,Delaware,1049,1049,132749,20,40,4011,0,0,0,0,0,0,844,844,128693,20,40,4011,0,0,0,0,0,0
202202,11,3,5,District of Columbia,81,81,19379,2,4,514,0,0,0,3,279,34754,81,81,19379,2,4,514,0,0,0,3,279,34754
202202,12,3,5,Florida,23993,23993,6724032,143,286,46785,48,180,26772,278,9350,1402212,21608,21608,6100018,134,268,43733,42,157,21232,225,8430,1295755
202202,13,3,5,Georgia,8456,8456,1960897,49,98,16797,48,180,21142,134,3151,353836,6055,6055,1484661,25,50,9852,43,164,19497,100,2695,299082
202202,15,4,9,Hawaii,363,363,185830,19,38,5982,0,0,0,13,140,64637,363,363,185830,19,38,5982,0,0,0,13,140,64637
202202,16,4,8,Idaho,2136,2136,567491,12,24,4323,23,87,10415,65,834,125457,1737,1737,474021,6,12,2180,19,74,8892,49,605,103714
202202,17,2,3,Illinois,1151,1151,349335,27,54,7754,39,133,19514,37,832,163482,814,814,261995,22,44,6913,38,130,19289,23,747,151410
202202,18,2,3,Indiana,3027,3027,904310,39,78,12793,5,17,1278,53,1145,148166,2591,2591,799440,32,64,10821,4,14,978,34,943,126666
202202,19,2,4,Iowa,920,920,261754,18,36,7739,7,27,5452,15,141,16706,717,717,211407,12,24,5509,5,20,4607,4,74,9324
202202,20,2,4,Kansas,845,845,287055,99,198,24528,5,16,1476,10,581,76687,647,647,234993,88,176,22046,2,7,775,3,283,38250
202202,21,3,6,Kentucky,1554,1554,374665,38,76,8809,6,20,1663,32,353,28851,969,969,251275,29,58,6899,2,8,315,21,166,11492
202202,22,3,7,Louisiana,2795,2795,650958,38,76,7340,3,9,1205,12,256,35720,1245,1245,303368,8,16,1279,0,0,0,1,11,3245
202202,23,1,1,Maine,546,546,147362,18,36,6252,3,12,2367,20,700,104943,186,186,63917,12,24,4379,2,8,2000,14,664,101150
202202,24,3,5,Maryland,1795,1795,456325,1,2,170,0,0,0,27,1767,233158,1613,1613,417051,0,0,0,0,0,0,23,1574,196119
202202,25,1,1,Massachusetts,1021,1021,377446,44,88,17529,17,54,12274,113,2120,421460,423,423,207784,34,68,13680,15,48,11305,26,1422,335056
202202,26,2,3,Michigan,1883,1883,579056,22,44,8432,17,59,9170,33,674,74612,1218,1218,420547,10,20,4143,10,37,6892,19,550,62277
