Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202503,01,3,6,Alabama,4047,4047,1186860,9,18,1554,2,7,553,31,513,47236,2912,2912,901351,6,12,598,1,4,210,20,413,30629
202503,02,4,9,Alaska,105,105,38380,5,10,1439,0,0,0,3,66,4986,32,32,10225,2,4,200,0,0,0,2,59,3695
202503,04,4,8,Arizona,9909,9909,2899623,149,298,38668,19,73,10547,75,2385,274258,8944,8944,2607993,141,282,36922,16,61,9738,59,2031,218047
202503,05,3,7,Arkansas,2979,2979,784592,156,312,46558,30,101,7605,33,474,54114,2396,2396,674300,132,264,41891,14,53,5117,22,380,46085
202503,06,4,9,California,14818,14818,4705777,367,734,144464,76,265,53783,324,6049,1182729,11468,11468,3752120,342,684,134272,59,212,44460,191,4546,953123
202503,08,4,8,Colorado,4528,4528,1865567,28,56,12643,20,71,15548,96,2612,467243,3969,3969,1624000,21,42,9390,16,59,13448,77,2397,427621
202503,09,1,1,Connecticut,437,437,235863,15,30,5622,15,51,10517,27,339,47024,308,308,200114,10,20,2490,9,33,5958,9,195,36696
202503,10,3,5,Delaware,1383,1383,153725,18,36,4655,0,0,0,14,232,26075,1239,1239,134089,18,36,4655,0,0,0,13,216,22156
202503,11,3,5,District of Columbia,39,39,11216,6,12,1863,0,0,0,4,245,35161,39,39,11216,6,12,1863,0,0,0,4,245,35161
202503,12,3,5,Florida,28964,28964,9242117,320,638,115371,105,400,55054,547,17933,2885382,25402,25402,8023370,302,604,101459,102,390,54015,468,15440,2502287
202503,13,3,5,Georgia,11684,11684,3356532,60,120,16688,69,246,38302,245,3684,533533,8442,8442,2570319,28,56,10453,47,173,28110,202,3259,477047
202503,15,4,9,Hawaii,748,748,335335,43,86,16412,0,0,0,5,148,46279,52,52,33064,0,0,0,0,0,0,0,0,0
202503,16,4,8,Idaho,3149,3149,925192,44,88,11044,16,62,8916,40,815,136306,2607,2607,747187,36,72,7775,14,56,7349,36,786,132050
202503,17,2,3,Illinois,2199,2199,779784,57,114,22144,56,184,42368,73,1047,366650,1675,1675,599320,30,60,13315,42,139,37589,42,849,336608
202503,18,2,3,Indiana,4409,4409,1559628,64,128,18458,9,30,4383,67,2583,513513,3797,3797,1372513,49,98,14658,7,24,4077,42,2307,478160
202503,19,2,4,Iowa,1429,1429,513338,50,100,18434,13,46,9087,29,1428,246115,1140,1140,430648,36,72,13313,9,34,6598,23,1398,242123
202503,20,2,4,Kansas,1278,1278,467794,206,412,60647,2,7,731,14,340,55504,1085,1085,408839,179,358,52224,1,4,400,7,209,33810
202503,21,3,6,Kentucky,2047,2047,560895,50,100,13133,9,32,4463,84,1027,112078,1407,1407,404109,30,60,9312,6,23,3158,58,507,48544
202503,22,3,7,Louisiana,3188,3188,813710,53,106,13428,2,8,600,8,152,23447,1372,1372,381284,12,24,3191,1,4,417,0,0,0
202503,23,1,1,Maine,876,876,275644,25,50,7749,6,21,2436,28,619,176559,387,387,142124,18,36,5872,5,18,2186,14,513,164538
202503,24,3,5,Maryland,2775,2775,806704,11,22,4368,2,8,1105,22,1065,282092,2666,2666,773445,10,20,4089,2,8,1105,12,783,239861
202503,25,1,1,Massachusetts,1020,1020,506686,54,108,22354,9,28,5430,106,1470,374482,498,498,280209,34,68,12704,7,22,4161,47,901,284366
