Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202409,01,3,6,Alabama,13538,13538,3770672,60,120,29459,16,53,8024,69,1880,267176,9325,9325,2742745,47,94,20529,2,8,1156,37,1213,145309
202409,02,4,9,Alaska,420,420,224032,23,46,8964,7,21,3370,7,175,29588,194,194,71009,16,32,6074,6,18,2965,4,152,26972
202409,04,4,8,Arizona,32741,32741,9447823,730,1460,195542,51,181,32446,353,11472,1491613,29893,29893,8619006,689,1378,185760,50,178,32211,305,10334,1308405
202409,05,3,7,Arkansas,7529,7529,2038533,317,634,106245,64,224,18942,90,1920,201307,5612,5612,1645818,271,542,97743,24,89,11760,54,1505,165215
202409,06,4,9,California,46549,46549,14639775,1180,2360,446139,236,811,185532,1005,24644,4376382,35081,35081,11462270,982,1964,375328,184,634,150488,790,21371,3868678
202409,08,4,8,Colorado,15659,15659,6707520,202,404,89715,67,236,49902,257,7386,1577844,12728,12728,5218469,151,302,67939,44,163,36045,185,6256,1253607
202409,09,1,1,Connecticut,1627,1627,697105,45,90,18600,42,143,23783,106,2628,367940,970,970,466622,41,82,17578,21,78,13002,57,1731,218439
202409,10,3,5,Delaware,4739,4739,658122,75,150,40313,5,18,1910,15,403,54039,4733,4733,657052,75,150,40313,5,18,1910,15,403,54039
202409,11,3,5,District of Columbia,137,137,39304,28,56,8611,1,3,438,29,707,100597,137,137,39304,28,56,8611,1,3,438,29,707,100597
202409,12,3,5,Florida,96896,96896,30260401,787,1574,400828,228,857,139263,1190,38421,6921073,82420,82420,25409043,637,1274,222579,202,768,125831,961,33122,6098953
202409,13,3,5,Georgia,37459,37459,10128356,333,666,96867,252,942,149583,922,13933,1945180,26175,26175,7220157,237,474,77579,197,751,123242,767,12278,1742558
202409,15,4,9,Hawaii,1682,1682,804395,65,130,24613,0,0,0,19,812,261872,1139,1139,606404,13,26,9895,0,0,0,3,220,69324
202409,16,4,8,Idaho,11516,11516,3261312,106,212,33319,101,375,53806,66,1214,204623,10385,10385,2893016,82,164,26495,87,332,44688,53,1110,191571
202409,17,2,3,Illinois,7878,7878,2757930,147,294,63915,142,467,91948,315,5853,1199344,5935,5935,2100154,89,178,44953,111,368,81420,228,5366,1119260
202409,18,2,3,Indiana,15497,15497,5317282,203,406,81354,52,181,23474,199,3724,606126,13187,13187,4649719,171,342,71870,41,148,20126,144,3182,546770
202409,19,2,4,Iowa,5825,5825,1991065,162,324,56650,40,139,27737,97,2348,356871,4635,4635,1634113,115,230,38108,27,99,21405,70,2210,337232
202409,20,2,4,Kansas,4105,4105,1519990,564,1128,164207,72,260,45959,62,1765,306547,3354,3354,1287086,523,1046,152340,69,251,43788,50,1549,268931
202409,21,3,6,Kentucky,6583,6583,1787622,201,402,58389,83,285,35206,372,5368,709046,4478,4478,1288682,154,308,47286,47,170,22854,288,3464,480555
202409,22,3,7,Louisiana,9640,9640,2364022,210,420,50708,9,31,3486,99,1532,243690,4435,4435,1071890,41,82,12449,4,14,1713,21,493,106176
202409,23,1,1,Maine,3610,3610,1094031,104,208,37419,23,81,23073,71,784,113548,1325,1325,482519,62,124,22694,7,26,14366,22,375,69470
202409,24,3,5,Maryland,8163,8163,2200924,4,8,1260,3,10,1935,96,4995,1053512,7745,7745,2071459,4,8,1260,3,10,1935,87,4854,1029472
