Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202403,01,3,6,Alabama,4235,4235,1122235,31,62,16899,5,19,2852,24,939,133974,3036,3036,816083,28,56,15775,1,4,572,16,541,54395
202403,02,4,9,Alaska,81,81,32350,3,6,1306,2,6,1095,0,0,0,22,22,9149,2,4,893,1,3,690,0,0,0
202403,04,4,8,Arizona,11164,11164,3299140,182,364,50228,18,65,12696,119,4409,568039,10167,10167,3029487,169,338,46803,18,65,12696,105,4044,507459
202403,05,3,7,Arkansas,2511,2511,669891,83,166,33500,31,114,9343,24,351,26717,2042,2042,582298,70,140,31298,16,64,6611,14,265,20467
202403,06,4,9,California,14190,14190,4261434,306,612,121721,91,308,70519,434,8199,1442788,10716,10716,3278392,278,556,111016,79,270,63494,339,7179,1266256
202403,08,4,8,Colorado,5183,5183,2020128,107,214,47642,25,88,19238,108,2943,488421,4044,4044,1607483,86,172,39227,16,59,12828,79,2608,429594
202403,09,1,1,Connecticut,458,458,195092,16,32,7035,6,20,4280,27,342,72591,282,282,134313,14,28,6662,3,11,2615,9,75,7275
202403,10,3,5,Delaware,1635,1635,210751,38,76,27380,2,8,500,7,211,37939,1632,1632,210281,38,76,27380,2,8,500,7,211,37939
202403,11,3,5,District of Columbia,46,46,13133,5,10,1470,0,0,0,9,153,21089,46,46,13133,5,10,1470,0,0,0,9,153,21089
202403,12,3,5,Florida,31769,31769,9811050,209,418,217469,86,317,53389,322,12012,2271316,27211,27211,8337096,185,370,71925,70,261,43189,244,10351,2042208
202403,13,3,5,Georgia,12619,12619,3404593,108,216,29715,87,319,48452,228,3788,521329,9193,9193,2574607,79,158,23657,72,270,41381,194,3322,453253
202403,15,4,9,Hawaii,581,581,300354,20,40,9780,0,0,0,11,384,141135,47,47,43823,0,0,0,0,0,0,0,0,0
202403,16,4,8,Idaho,3180,3180,852933,20,40,7525,48,183,28433,28,424,89329,2533,2533,671600,11,22,3901,38,147,21292,16,319,76503
202403,17,2,3,Illinois,2007,2007,666193,29,58,12614,41,134,30523,86,1770,358834,1482,1482,508627,19,38,9363,33,109,27055,59,1626,337754
202403,18,2,3,Indiana,4385,4385,1526672,65,130,25152,24,88,9912,51,1111,215608,3514,3514,1270378,53,106,21805,17,67,7595,30,813,177058
202403,19,2,4,Iowa,1668,1668,548205,49,98,18750,9,32,6754,15,393,75154,1387,1387,467037,28,56,10019,5,20,4577,10,365,71284
202403,20,2,4,Kansas,1105,1105,421082,186,372,52120,34,133,19005,25,781,153981,874,874,343289,154,308,42791,24,96,13862,22,748,149618
202403,21,3,6,Kentucky,2017,2017,527053,48,96,14953,26,91,11167,125,1655,164076,1243,1243,362095,35,70,11183,11,42,5106,107,1240,83211
202403,22,3,7,Louisiana,3148,3148,757631,59,118,15077,2,7,913,11,362,104144,1330,1330,329128,19,38,4905,1,4,646,3,116,22972
202403,23,1,1,Maine,905,905,268291,27,54,8402,6,21,3104,22,334,48744,329,329,121827,16,32,4471,3,12,2000,8,194,38412
202403,24,3,5,Maryland,2893,2893,744251,1,2,500,2,7,1295,20,1130,256893,2723,2723,700382,1,2,500,2,7,1295,17,1004,240464
202403,25,1,1,Massachusetts,1141,1141,545529,40,80,17996,22,71,14728,89,2951,842330,564,564,311531,16,32,8154,17,56,11484,46,2414,758813
