Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9199,01,3,6,Alabama,8840,8840,623937,69,138,3833,80,309,8357,171,1990,56223,8412,8412,598562,69,138,3833,78,302,8262,169,1947,54875
9199,02,4,9,Alaska,916,916,127943,23,46,3853,16,57,4025,2,28,1400,872,872,124365,17,34,2687,6,22,1534,2,28,1400
9199,04,4,8,Arizona,21448,21448,2172314,120,240,10505,95,346,15204,127,1487,64265,21330,21330,2164142,120,240,10505,94,343,15124,123,1462,63414
9199,05,3,7,Arkansas,4966,4966,339741,197,394,13464,45,167,3960,120,1354,28640,4808,4808,330675,195,390,13321,39,148,3494,116,1333,28038
9199,06,4,9,California,73885,73885,9677346,1171,2342,197698,1252,4554,335280,2036,25175,1779765,73294,73294,9603812,1162,2324,196617,1234,4500,332282,2016,25028,1773839
9199,08,4,8,Colorado,12938,12938,1453150,86,172,18095,42,153,8710,71,808,32010,12605,12605,1419252,79,158,16741,42,153,8710,65,761,29364
9199,09,1,1,Connecticut,5902,5902,613908,87,174,8336,35,123,4288,86,1278,40628,5848,5848,609406,83,166,8009,34,120,4158,85,1273,40491
9199,10,3,5,Delaware,3795,3795,224649,30,60,1892,1,3,60,35,442,11352,3795,3795,224649,30,60,1892,1,3,60,35,442,11352
9199,11,3,5,District of Columbia,83,83,7486,7,14,587,0,0,0,2,236,8529,83,83,7486,7,14,587,0,0,0,2,236,8529
9199,12,3,5,Florida,71003,71003,6079818,716,1432,73034,505,1936,89206,1402,20937,845021,70710,70710,6056503,711,1422,72513,503,1929,88839,1395,20874,842322
9199,13,3,5,Georgia,33592,33592,2567793,224,448,15961,79,280,7073,230,3260,110372,32262,32262,2495356,203,406,14771,75,265,6616,214,3125,107500
9199,15,4,9,Hawaii,4703,4703,571212,56,112,17130,37,146,17597,318,4277,532133,4703,4703,571212,56,112,17130,37,146,17597,318,4277,532133
9199,16,4,8,Idaho,5483,5483,475948,91,182,9716,62,242,10805,72,696,22645,5409,5409,472157,90,180,9667,61,239,10805,72,696,22645
9199,17,2,3,Illinois,26045,26045,2865115,556,1112,62948,314,1173,67030,400,4516,193655,25038,25038,2790243,525,1050,60474,301,1128,65408,381,4388,189811
9199,18,2,3,Indiana,19385,19385,1844186,411,822,34467,69,253,11039,209,3476,104925,19039,19039,1821166,397,794,33508,68,249,11039,208,3465,104579
9199,19,2,4,Iowa,5926,5926,523804,95,190,11148,66,252,12918,110,1657,55573,5834,5834,518969,95,190,11148,66,252,12918,108,1644,55215
9199,20,2,4,Kansas,6641,6641,599842,209,418,21399,55,209,7129,51,512,15196,6550,6550,593481,207,414,21294,54,206,7051,51,512,15196
9199,21,3,6,Kentucky,9192,9192,705083,194,388,11958,88,330,9995,195,2051,57072,8749,8749,685238,187,374,11541,82,311,9561,189,2005,55820
9199,22,3,7,Louisiana,6670,6670,493722,48,96,2829,7,27,848,28,389,11954,6514,6514,484984,46,92,2713,6,24,761,22,291,9234
9199,23,1,1,Maine,3468,3468,270096,47,94,3884,5,17,704,18,131,4955,3037,3037,243768,46,92,3795,5,17,704,15,110,4384
9199,24,3,5,Maryland,21014,21014,1744467,68,136,5883,17,54,3923,250,4019,160490,21002,21002,1743971,68,136,5883,17,54,3923,245,3952,158441
9199,25,1,1,Massachusetts,11343,11343,1196828,233,466,26035,52,181,8750,75,682,33418,9827,9827,1051433,207,414,23492,43,153,7156,25,369,21070
