Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200499,01,3,6,Alabama,22392,22392,2849704,201,402,27666,33,127,9006,243,4490,406921,21785,21785,2779393,201,402,27666,32,124,8917,241,4458,405624
200499,02,4,9,Alaska,1771,1771,364605,285,570,85375,43,162,17285,70,630,72460,1467,1467,313469,285,570,85375,42,159,16992,69,625,71744
200499,04,4,8,Arizona,80778,80778,12819050,434,868,67309,391,1390,117020,581,7608,527373,78950,78950,12645627,426,852,66229,391,1390,117020,578,7567,525195
200499,05,3,7,Arkansas,10563,10563,1508733,286,572,42619,92,343,20721,361,4377,192409,9465,9465,1380482,268,536,41150,81,305,18994,337,4197,185359
200499,06,4,9,California,151568,151568,30864633,1193,2386,263292,1384,4842,501400,2810,48594,4429856,148819,148819,30278916,1162,2324,258355,1337,4683,493125,2694,47451,4339448
200499,08,4,8,Colorado,40753,40753,7522040,217,434,47043,215,744,79639,378,4568,401571,39496,39496,7285721,203,406,44415,202,702,75604,374,4548,399363
200499,09,1,1,Connecticut,9263,9263,1850096,99,198,15078,47,179,22539,115,2197,144284,8695,8695,1736675,96,192,14417,47,179,22539,86,1932,136142
200499,10,3,5,Delaware,7532,7532,880236,1,2,90,4,16,1400,25,308,11447,7410,7410,871443,1,2,90,4,16,1400,10,220,10039
200499,11,3,5,District of Columbia,226,226,22155,0,0,0,0,0,0,20,1710,203060,226,226,22155,0,0,0,0,0,0,20,1710,203060
200499,12,3,5,Florida,187463,187463,29600530,1639,3278,317033,1095,4075,491607,3157,61077,6550237,183670,183670,29042408,1618,3236,312904,1078,4019,486362,3060,59639,6439039
200499,13,3,5,Georgia,87731,87731,11486252,447,894,83705,211,774,53994,640,18957,1260257,83342,83342,11028130,428,856,54885,195,718,51204,606,18701,1247227
200499,15,4,9,Hawaii,5603,5603,1184321,11,22,2419,74,290,32901,219,3119,522079,5603,5603,1184321,11,22,2419,74,290,32901,219,3119,522079
200499,16,4,8,Idaho,15273,15273,2442917,250,500,43425,374,1469,73980,89,866,63363,14748,14748,2367456,244,488,42093,311,1227,62889,77,719,56623
200499,17,2,3,Illinois,46207,46207,8387644,633,1266,113163,729,2497,203794,632,9783,846485,43215,43215,7900640,562,1124,99680,716,2456,201401,572,9143,803575
200499,18,2,3,Indiana,32172,32172,5159683,700,1400,127749,214,797,64790,388,4864,258206,29356,29356,4796429,586,1172,108723,180,689,58293,331,4335,228479
200499,19,2,4,Iowa,12374,12374,1932984,222,444,48121,112,406,29205,209,3121,221058,11984,11984,1891828,220,440,47771,103,378,28576,205,3075,218858
200499,20,2,4,Kansas,11548,11548,1804304,331,662,57836,62,223,21822,73,868,41680,11082,11082,1749391,323,646,56390,60,216,21496,72,857,41570
200499,21,3,6,Kentucky,18480,18480,2452921,238,476,27997,135,499,31729,261,3168,166458,17354,17354,2339553,205,410,24455,117,442,29407,200,2822,151217
200499,22,3,7,Louisiana,20684,20684,2489185,265,530,28967,70,248,14064,152,1527,93933,19696,19696,2362342,262,524,28838,62,224,13604,140,1453,90180
200499,23,1,1,Maine,8053,8053,1189733,86,172,15682,35,125,10924,41,421,32581,6318,6318,969297,68,136,12245,22,82,7775,23,304,25760
200499,24,3,5,Maryland,21553,21553,3385055,113,226,20220,38,137,11113,348,5466,406288,21121,21121,3304898,112,224,20120,38,137,11113,333,5378,402262
