Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202405,01,3,6,Alabama,7882,7882,2147335,39,78,20440,9,31,3808,55,1567,236798,5147,5147,1492452,28,56,15775,0,0,0,34,1032,136118
202405,02,4,9,Alaska,206,206,85075,12,24,4561,2,6,1095,4,148,27320,51,51,20770,9,18,3322,1,3,690,3,143,26542
202405,04,4,8,Arizona,18749,18749,5493311,404,808,107295,23,82,15864,199,6284,882962,15595,15595,4571840,369,738,98478,22,79,15629,165,5604,771436
202405,05,3,7,Arkansas,4171,4171,1121259,169,338,62536,44,160,11851,37,652,51239,3308,3308,956391,145,290,58584,19,74,7253,17,472,38267
202405,06,4,9,California,26104,26104,7956407,576,1152,234737,138,472,107237,645,13848,2406970,20131,20131,6338416,529,1058,216062,104,362,87137,472,12254,2129806
202405,08,4,8,Colorado,9298,9298,3801195,133,266,58929,41,146,30290,153,4350,990581,8125,8125,3344977,111,222,49218,19,68,18867,117,3846,893682
202405,09,1,1,Connecticut,857,857,361932,26,52,10720,23,82,14945,50,1257,193665,538,538,257286,21,42,9284,10,37,7515,17,333,54938
202405,10,3,5,Delaware,2620,2620,356158,45,90,29924,3,11,950,9,259,41639,2198,2198,318929,45,90,29924,3,11,950,6,185,28677
202405,11,3,5,District of Columbia,68,68,19460,13,26,3954,1,3,438,13,393,55533,68,68,19460,13,26,3954,1,3,438,13,393,55533
202405,12,3,5,Florida,56028,56028,17664878,421,842,287283,143,528,89536,634,22430,4116320,47479,47479,14749229,374,748,136582,118,446,75876,495,18921,3645161
202405,13,3,5,Georgia,21981,21981,5972516,198,396,56493,153,565,84426,532,6995,987387,16192,16192,4523900,153,306,46939,129,483,72008,470,6319,889052
202405,15,4,9,Hawaii,968,968,468940,35,70,15797,0,0,0,12,470,166834,669,669,359486,8,16,7800,0,0,0,1,117,46700
202405,16,4,8,Idaho,6057,6057,1658137,42,84,13399,74,276,41151,37,666,126738,5229,5229,1380718,30,60,9984,63,241,33461,25,529,114064
202405,17,2,3,Illinois,4166,4166,1419646,63,126,24450,72,234,48348,137,2523,523763,3200,3200,1124158,36,72,15360,56,184,42369,87,2139,468081
202405,18,2,3,Indiana,8128,8128,2825334,126,252,50791,30,111,13676,89,1714,304381,6614,6614,2359327,102,204,44050,23,90,11572,61,1358,260993
202405,19,2,4,Iowa,3147,3147,1086240,87,174,29192,21,72,14299,28,535,99097,2417,2417,876941,58,116,17381,12,44,9534,15,462,90301
202405,20,2,4,Kansas,2161,2161,809450,294,588,83592,35,136,19336,44,1336,242681,1746,1746,679793,245,490,69201,24,96,13862,38,1252,229157
202405,21,3,6,Kentucky,3594,3594,948028,102,204,29154,42,144,18417,186,2809,417979,2264,2264,662223,71,142,21727,20,74,9808,149,1745,256797
202405,22,3,7,Louisiana,5420,5420,1321053,95,190,23530,6,20,2032,18,498,117017,2393,2393,593998,75,150,20290,6,20,2032,8,280,95561
202405,23,1,1,Maine,1861,1861,555714,40,80,11581,12,43,16328,36,467,65924,685,685,243123,24,48,7633,7,28,14552,15,275,50952
202405,24,3,5,Maryland,4921,4921,1294980,2,4,810,2,7,1295,52,3128,656979,4163,4163,1102561,2,4,810,2,7,1295,41,2558,542737
202405,25,1,1,Massachusetts,2167,2167,1027284,100,200,47724,40,131,29095,133,3562,1268983,1047,1047,547514,52,104,26296,33,109,24290,71,2971,1177869
