Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202412,01,3,6,Alabama,17347,17347,4851309,103,206,41570,40,137,15426,103,2925,460227,12615,12615,3717775,82,164,28140,22,80,7587,64,2218,329938
202412,02,4,9,Alaska,512,512,264170,34,68,13610,15,47,7271,16,362,44465,214,214,77432,21,42,8294,13,41,6467,8,247,33286
202412,04,4,8,Arizona,41901,41901,12338171,927,1854,248036,83,296,53247,504,15255,2040635,38435,38435,11296751,889,1778,238274,82,293,53013,433,13609,1772011
202412,05,3,7,Arkansas,9656,9656,2651694,399,798,133120,89,312,27622,122,2761,393165,8007,8007,2288962,301,602,112473,35,130,17960,91,2571,381236
202412,06,4,9,California,60639,60639,18911252,1532,3064,575844,364,1245,307544,1385,35011,7099547,46869,46869,15024133,1001,2002,393436,231,804,199263,970,26655,5366664
202412,08,4,8,Colorado,20561,20561,8781836,208,416,91019,115,418,72266,372,10807,2266489,16661,16661,7069409,180,360,81405,73,275,53869,303,10166,2160858
202412,09,1,1,Connecticut,2116,2116,949007,56,112,22893,51,171,29847,151,4100,603535,1293,1293,682449,41,82,17424,11,37,7141,74,2545,369922
202412,10,3,5,Delaware,6035,6035,869141,104,208,47011,5,18,1910,25,661,97058,5176,5176,782644,104,208,47011,5,18,1910,22,587,84095
202412,11,3,5,District of Columbia,146,146,41892,41,82,12647,1,3,438,40,1506,215266,146,146,41892,41,82,12647,1,3,438,40,1506,215266
202412,12,3,5,Florida,123351,123351,38912303,1012,2024,482590,259,972,174194,1471,46816,9484309,105888,105888,33007958,845,1690,302190,222,842,153527,1159,40762,8501907
202412,13,3,5,Georgia,47881,47881,13204917,405,810,118327,327,1235,191951,1155,17951,2568712,34758,34758,9873344,288,576,94603,275,1050,165413,984,15447,2272713
202412,15,4,9,Hawaii,2406,2406,1233785,88,176,33391,1,3,197,32,1082,345653,1115,1115,725333,4,8,6300,0,0,0,0,0,0
202412,16,4,8,Idaho,14845,14845,4178666,127,254,42209,108,399,58959,101,2118,328288,12845,12845,3449332,95,190,33262,91,348,46882,87,1996,314785
202412,17,2,3,Illinois,10248,10248,3672176,233,466,96985,193,643,124415,427,8468,1783599,7996,7996,2908732,143,286,68623,144,478,104239,305,7513,1593906
202412,18,2,3,Indiana,20045,20045,6954154,250,500,97290,63,222,46013,275,5698,1006418,16752,16752,5983685,211,422,86799,51,185,41993,197,4638,877249
202412,19,2,4,Iowa,7667,7667,2644836,217,434,78769,63,231,45124,151,3897,577149,6067,6067,2183908,169,338,59343,48,183,37200,106,3414,505913
202412,20,2,4,Kansas,5509,5509,1995711,714,1428,210926,95,341,62643,76,1937,336719,4564,4564,1722596,680,1360,199357,89,322,59336,57,1601,278305
202412,21,3,6,Kentucky,8667,8667,2386782,289,578,79690,120,414,49356,414,6053,790678,5920,5920,1714778,234,468,66297,84,304,38093,327,3832,517556
202412,22,3,7,Louisiana,12246,12246,3054168,249,498,61483,9,32,3436,110,1760,308478,5552,5552,1380059,55,110,16919,4,15,1766,24,565,155831
202412,23,1,1,Maine,4612,4612,1420681,126,252,46171,32,113,26932,95,1014,145104,1800,1800,684132,88,176,35693,21,80,22742,36,572,103750
202412,24,3,5,Maryland,11251,11251,3414138,11,22,3922,4,14,3135,90,5761,1309723,10986,10986,3313522,11,22,3922,4,14,3135,87,5703,1298223
