Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202505,01,3,6,Alabama,6787,6787,2010920,22,44,6174,13,48,6660,49,668,73572,4892,4892,1539546,17,34,3021,7,28,4391,27,409,31658
202505,02,4,9,Alaska,223,223,81385,15,30,5638,7,26,3454,9,99,11664,132,132,42037,11,22,3962,5,20,2558,5,75,7067
202505,04,4,8,Arizona,16363,16363,4854084,287,574,75438,39,150,30769,189,5336,792601,14394,14394,4307729,257,514,66539,37,142,29451,159,4596,675116
202505,05,3,7,Arkansas,4552,4552,1263011,208,416,64022,44,147,11379,60,958,114882,3695,3695,1078727,176,352,57053,18,66,7086,37,764,99074
202505,06,4,9,California,25258,25258,8122338,640,1280,251647,145,506,103091,563,13855,2565470,20485,20485,6762274,563,1126,220474,112,401,77185,412,11878,2162470
202505,08,4,8,Colorado,8291,8291,3512299,99,198,34479,41,140,27272,179,5345,1002491,6782,6782,2919948,86,172,27748,28,98,19046,95,4315,822022
202505,09,1,1,Connecticut,824,824,416141,24,48,7635,24,81,15413,42,1342,302415,528,528,265560,20,40,6083,12,45,6842,21,1044,272118
202505,10,3,5,Delaware,2312,2312,282662,30,60,9485,0,0,0,22,408,39410,1982,1982,242905,30,60,9485,0,0,0,19,380,33384
202505,11,3,5,District of Columbia,55,55,15952,8,16,2509,0,0,0,6,257,37228,55,55,15952,8,16,2509,0,0,0,6,257,37228
202505,12,3,5,Florida,49188,49188,15854872,559,1116,477490,171,661,106154,783,25469,4431949,43018,43018,13710877,481,960,182332,168,651,104690,669,22597,3916350
202505,13,3,5,Georgia,19954,19954,5788116,114,228,32850,88,315,48044,404,6352,896823,13882,13882,4189778,51,102,19789,55,205,32900,325,5793,823900
202505,15,4,9,Hawaii,1222,1222,581195,62,124,23094,0,0,0,11,440,119058,383,383,158601,32,64,13614,0,0,0,6,204,45907
202505,16,4,8,Idaho,5903,5903,1760808,89,178,26534,27,100,16588,73,1495,225102,5298,5298,1561488,74,148,21827,19,75,10167,67,1442,218243
202505,17,2,3,Illinois,4145,4145,1481991,122,244,50491,88,288,62697,144,2536,696738,3103,3103,1076750,78,156,35824,62,205,51108,75,1804,366394
202505,18,2,3,Indiana,8804,8804,3148292,123,246,36638,11,37,5333,97,3662,652638,7693,7693,2813554,108,216,32072,8,28,4488,70,3299,609836
202505,19,2,4,Iowa,2951,2951,1066591,87,174,34759,21,78,12745,74,1841,304944,2331,2331,875803,65,130,25058,17,65,9856,56,1748,292675
202505,20,2,4,Kansas,2453,2453,872535,358,716,102857,23,80,15735,33,856,151691,1930,1930,727572,290,580,83108,17,62,13385,21,700,126471
202505,21,3,6,Kentucky,3701,3701,1002874,82,164,21461,28,98,13292,148,1972,226153,2950,2950,837388,53,106,16031,18,65,9359,108,1477,167909
202505,22,3,7,Louisiana,5281,5281,1341007,98,196,23738,3,11,846,34,458,65110,2451,2451,643582,23,46,5985,0,0,0,3,31,6080
202505,23,1,1,Maine,1827,1827,585686,62,124,17799,8,27,3162,43,855,215244,759,759,283302,46,92,13311,2,6,750,19,679,197151
202505,24,3,5,Maryland,4576,4576,1380980,20,40,8393,4,16,4305,32,2038,453644,4461,4461,1357962,18,36,7899,4,16,4305,22,1641,381407
202505,25,1,1,Massachusetts,1927,1927,947629,96,192,41424,21,66,12989,172,2608,679886,905,905,446767,57,114,23266,14,45,8484,68,1597,521603
