Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202301,01,3,6,Alabama,1082,1082,272516,9,18,9967,5,15,1249,6,135,17302,713,713,177837,6,12,8650,0,0,0,1,28,1912
202301,02,4,9,Alaska,47,47,15672,1,2,300,1,3,518,3,49,10426,9,9,3940,1,2,300,0,0,0,1,33,8000
202301,04,4,8,Arizona,1592,1592,465738,41,82,8975,9,36,6117,17,323,53931,1366,1366,397968,39,78,8477,9,36,6117,12,158,26580
202301,05,3,7,Arkansas,628,628,148611,83,166,32337,9,31,2119,20,209,36897,447,447,113645,73,146,30595,3,11,1150,14,136,31822
202301,06,4,9,California,3068,3068,868102,89,178,40014,26,91,24381,188,3801,503673,2493,2493,711062,80,160,34620,22,79,22408,143,3348,427045
202301,08,4,8,Colorado,1181,1181,439683,18,36,9615,10,35,8060,76,1983,302115,1039,1039,382261,13,26,7888,7,26,5674,66,1845,280031
202301,09,1,1,Connecticut,150,150,61483,4,8,1569,1,3,350,10,521,85880,94,94,46502,3,6,1375,1,3,350,6,495,84160
202301,10,3,5,Delaware,339,339,46169,3,6,1200,0,0,0,2,67,7688,281,281,38630,3,6,1200,0,0,0,0,0,0
202301,11,3,5,District of Columbia,12,12,3075,3,6,781,0,0,0,6,782,99772,12,12,3075,3,6,781,0,0,0,6,782,99772
202301,12,3,5,Florida,8060,8060,2805535,130,260,42478,26,99,24002,185,6545,751384,6607,6607,2400005,105,210,33718,21,82,20679,148,5729,640016
202301,13,3,5,Georgia,2809,2809,739110,15,30,6156,8,28,4064,68,3073,512378,2052,2052,576910,8,16,5118,3,12,1280,50,2725,469055
202301,15,4,9,Hawaii,144,144,86234,1,2,452,0,0,0,1,30,7277,107,107,72508,0,0,0,0,0,0,0,0,0
202301,16,4,8,Idaho,528,528,146070,4,8,1378,10,39,5717,13,347,46760,372,372,106452,2,4,837,5,20,2763,8,284,42028
202301,17,2,3,Illinois,370,370,135348,8,16,2632,9,31,4090,23,561,166854,288,288,117269,3,6,1140,8,28,3841,14,516,159837
202301,18,2,3,Indiana,783,783,266149,11,22,4054,5,15,950,14,709,161994,662,662,233907,9,18,3565,5,15,950,10,660,157256
202301,19,2,4,Iowa,207,207,66192,2,4,800,3,10,2322,6,134,21750,147,147,50556,2,4,800,2,7,1692,2,113,19501
202301,20,2,4,Kansas,313,313,107104,66,132,16834,1,3,186,2,44,4789,218,218,70860,50,100,12580,0,0,0,0,0,0
202301,21,3,6,Kentucky,476,476,125985,15,30,3662,4,14,2295,22,417,60206,324,324,90599,10,20,2500,3,11,1855,14,240,42556
202301,22,3,7,Louisiana,894,894,217808,19,38,4369,1,3,612,13,457,64309,502,502,129548,4,8,1070,0,0,0,8,286,42031
202301,23,1,1,Maine,230,230,64006,6,12,2059,1,3,250,2,10,1114,76,76,24841,4,8,1668,0,0,0,0,0,0
202301,24,3,5,Maryland,706,706,184168,6,12,1462,11,33,4959,23,751,107821,670,670,175610,4,8,1042,11,33,4959,19,583,72340
202301,25,1,1,Massachusetts,388,388,151844,21,42,7334,11,37,7577,31,621,200647,172,172,73589,12,24,3485,10,34,6969,7,414,176461
202301,26,2,3,Michigan,575,575,175418,8,16,2768,6,20,2883,36,576,89645,409,409,135604,4,8,1698,4,14,2090,33,541,85559
