Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9799,01,3,6,Alabama,13634,13634,1353495,157,314,17587,112,419,14176,272,3365,151364,12446,12446,1248039,155,310,17451,95,361,12767,245,3215,146401
9799,02,4,9,Alaska,1889,1889,271617,119,238,24903,36,131,13592,37,302,24011,1763,1763,254382,104,208,22450,33,122,12629,30,267,22494
9799,04,4,8,Arizona,44373,44373,5075320,195,390,24653,148,544,37432,1035,12455,638338,43302,43302,4964095,190,380,24299,146,538,37102,1017,12360,635242
9799,05,3,7,Arkansas,6831,6831,621066,247,494,21189,92,344,13181,262,3357,105292,6330,6330,588879,209,418,18769,87,325,12657,255,3247,102569
9799,06,4,9,California,84149,84149,13538518,590,1180,117839,667,2298,194174,1401,21962,1545091,82813,82813,13330356,568,1136,114065,637,2203,187831,1325,21483,1509434
9799,08,4,8,Colorado,31941,31941,3973564,429,858,101830,237,856,78937,665,9398,504265,31170,31170,3896138,424,848,100285,222,805,68067,646,9292,490334
9799,09,1,1,Connecticut,7811,7811,1023486,69,138,8920,44,153,10383,79,1209,57768,7387,7387,956199,67,134,8821,44,153,10383,78,1204,57618
9799,10,3,5,Delaware,4080,4080,354477,12,24,1365,29,110,6929,49,518,18682,4031,4031,351590,12,24,1365,29,110,6929,41,478,18042
9799,11,3,5,District of Columbia,11,11,1103,0,0,0,1,4,214,0,0,0,11,11,1103,0,0,0,1,4,214,0,0,0
9799,12,3,5,Florida,90309,90309,9550594,819,1638,118944,692,2594,200128,2364,39449,2335784,89158,89158,9458460,817,1634,118671,690,2588,199642,2355,39368,2332473
9799,13,3,5,Georgia,59596,59596,5746781,416,832,37488,213,803,32392,730,13892,642953,57004,57004,5557895,393,786,35360,205,776,31824,718,13794,639975
9799,15,4,9,Hawaii,2606,2606,364189,23,46,5995,23,88,8028,26,936,128684,2606,2606,364189,23,46,5995,23,88,8028,26,936,128684
9799,16,4,8,Idaho,8838,8838,963727,119,238,17029,86,335,17579,88,926,43496,8720,8720,943511,117,234,16822,85,331,17388,84,906,43398
9799,17,2,3,Illinois,32801,32801,4267423,748,1496,110313,647,2365,154113,730,9661,555153,31437,31437,4121265,702,1404,105535,605,2227,146854,689,9055,523973
9799,18,2,3,Indiana,28118,28118,3380983,704,1408,90880,126,473,30036,380,5242,203812,25128,25128,3095168,634,1268,84140,114,432,28383,334,4929,193084
9799,19,2,4,Iowa,7361,7361,845053,187,374,27799,91,345,24037,188,2626,115144,7160,7160,828840,177,354,26532,88,335,23795,183,2566,112399
9799,20,2,4,Kansas,9689,9689,1155203,375,750,54220,79,285,15889,191,2866,124670,9246,9246,1117013,367,734,53535,75,272,15556,191,2866,124670
9799,21,3,6,Kentucky,13734,13734,1320525,517,1034,44521,180,677,24072,253,2669,94777,12804,12804,1251504,498,996,43049,164,625,22537,219,2418,86970
9799,22,3,7,Louisiana,13189,13189,1256623,169,338,12704,63,237,8652,79,1380,54295,12444,12444,1196956,150,300,11710,55,209,8034,65,1241,49248
9799,23,1,1,Maine,4304,4304,428602,53,106,7070,16,59,2222,19,237,13264,3713,3713,381193,52,104,7007,15,56,2078,18,228,12409
9799,24,3,5,Maryland,21063,21063,2072938,51,102,9499,59,201,13831,264,4600,260530,20870,20870,2058307,51,102,9499,59,201,13831,252,4524,258195
