Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
202304,26,2,3,Michigan,3597,3597,1136094,49,98,17745,21,72,12689,101,1804,255690,2399,2399,810951,34,68,13577,12,44,8917,78,1447,214600
202304,27,2,4,Minnesota,2833,2833,963178,25,50,10307,13,47,10646,93,3616,618467,2126,2126,740439,12,24,5783,10,37,8728,34,2877,512142
202304,28,3,6,Mississippi,2247,2247,393133,20,40,4576,8,24,1894,28,198,20393,1605,1605,274386,15,30,3308,0,0,0,11,94,14025
202304,29,2,4,Missouri,3192,3192,956410,114,228,36198,46,167,23147,73,1540,192778,2307,2307,664835,89,178,28947,39,143,21585,37,1072,137386
202304,30,4,8,Montana,515,515,177802,24,48,8399,21,68,12636,29,777,83542,366,366,142941,10,20,3203,9,29,5842,15,532,55953
202304,31,2,4,Nebraska,1341,1341,335998,25,50,8232,16,48,8571,52,1082,107107,848,848,189638,12,24,4578,15,45,8031,42,810,73955
202304,32,4,8,Nevada,3879,3879,1131888,17,34,4965,28,101,17600,89,1514,220131,3320,3320,975285,11,22,3710,22,81,14988,42,750,123768
202304,33,1,1,New Hampshire,769,769,266169,41,82,19198,13,41,6750,16,490,97692,403,403,154435,30,60,15076,11,35,6075,4,335,72681
202304,34,1,2,New Jersey,4816,4816,932153,207,414,60826,49,159,9684,312,5382,480216,3376,3376,649723,150,300,42209,23,80,4363,131,3458,304452
202304,35,4,8,New Mexico,1841,1841,405430,8,16,3189,1,4,849,33,598,59174,1520,1520,315850,7,14,2894,1,4,849,21,490,49651
202304,36,1,2,New York,2707,2707,1125541,52,104,17302,31,110,18217,182,6032,840298,1368,1368,699799,28,56,9313,17,64,11852,66,3402,498928
202304,37,3,5,North Carolina,20608,20608,5568968,132,264,40288,10,37,8501,291,11332,1526038,16226,16226,4324518,85,170,27872,7,26,5254,206,8519,1050617
202304,38,2,4,North Dakota,318,318,104826,7,14,3208,1,3,469,5,416,71725,241,241,84172,5,10,2693,0,0,0,4,411,70981
202304,39,2,3,Ohio,4718,4718,1554330,78,156,28109,106,363,57678,129,2939,380317,3638,3638,1195599,68,136,24492,97,335,51038,96,2569,347017
202304,40,3,7,Oklahoma,3123,3123,831983,104,208,28336,20,65,13049,9,62,6205,2699,2699,732334,89,178,25020,10,32,8131,0,0,0
202304,41,4,9,Oregon,2975,2975,959304,81,162,34378,23,88,16355,134,3144,493964,2340,2340,767468,50,100,19031,19,73,14973,110,2739,439177
202304,42,1,2,Pennsylvania,4203,4203,1180335,87,174,31922,66,218,31189,118,2049,292283,2467,2467,732342,79,158,29772,52,176,27363,70,1429,211138
202304,44,1,1,Rhode Island,235,235,67818,37,74,8322,4,13,1837,3,18,1917,120,120,32951,12,24,3641,3,10,1312,0,0,0
202304,45,3,5,South Carolina,11546,11546,3241740,59,118,12215,91,277,15054,80,1527,188524,7329,7329,2141481,52,104,10879,14,46,6776,27,352,60729
202304,46,2,4,South Dakota,745,745,219560,26,52,6206,13,46,5503,54,1383,164857,546,546,169274,20,40,4210,4,15,2760,44,1317,157960
202304,47,3,6,Tennessee,9706,9706,2764945,100,200,29451,55,182,22320,166,5535,839712,7556,7556,2291882,76,152,25479,46,153,19978,128,5047,790204
202304,48,3,7,Texas,43931,43931,11494753,1158,2316,301451,228,857,96913,778,25294,3136352,33047,33047,8897701,939,1878,252844,164,635,69361,696,24383,3041681
202304,49,4,8,Utah,3987,3987,1277248,44,88,17621,66,247,46246,154,3540,636297,3355,3355,1098917,32,64,14631,52,201,37228,101,2054,430998
202304,50,1,1,Vermont,338,338,110604,26,52,8352,2,7,618,16,251,27461,149,149,57641,20,40,6790,1,4,473,4,177,21922
202304,51,3,5,Virginia,6719,6719,1762547,64,128,18186,10,35,5753,117,4394,474539,5327,5327,1390405,61,122,17272,8,29,4912,73,3536,379311
202304,53,4,9,Washington,5193,5193,1713446,217,434,107680,97,335,64235,230,6954,1037986,3703,3703,1231510,204,408,102370,81,280,56956,168,5903,892530
202304,54,3,5,West Virginia,907,907,209976,7,14,2575,4,14,1376,7,126,15945,745,745,175738,7,14,2575,2,8,801,2,16,1600
202304,55,2,3,Wisconsin,2732,2732,1036450,177,354,75132,6,21,3129,91,1691,286515,1758,1758,719329,98,196,45107,2,8,1155,51,1244,227934
202304,56,4,8,Wyoming,348,348,150518,11,22,4454,11,43,5208,2,11,1617,234,234,117818,6,12,3119,10,40,5008,1,6,1200
202304,US,0,0,United States,268205,268205,77191217,5261,10522,1710209,1794,6298,977432,6650,179769,25905680,201937,201937,59431291,4051,8102,1358217,1301,4693,783971,4689,148147,21690041
202304,R1,1,0,Northeast Region,16389,16389,4950127,586,1172,198297,215,716,102560,865,18370,2496029,9225,9225,2947572,410,820,139513,148,510,80667,360,11592,1708690
202304,R2,2,0,Midwest Region,30114,30114,9868724,789,1578,277006,342,1171,200777,859,20542,3145101,22269,22269,7497552,526,1052,194409,280,970,172752,582,17226,2730826
202304,R3,3,0,South Region,168022,168022,45707236,2750,5500,789390,724,2564,310652,2865,92086,12789599,127169,127169,35368946,2165,4330,650764,456,1687,217872,2204,79370,11062348
202304,R4,4,0,West Region,53680,53680,16665130,1136,2272,445516,513,1847,363443,2061,48771,7474951,43274,43274,13617221,950,1900,373531,417,1526,312680,1543,39959,6188177
202304,D1,1,1,New England Division,4663,4663,1712098,240,480,88247,69,229,43470,253,4907,883232,2014,2014,865708,153,306,58219,56,190,37089,93,3303,694172
202304,D2,1,2,Middle Atlantic Division,11726,11726,3238029,346,692,110050,146,487,59090,612,13463,1612797,7211,7211,2081864,257,514,81294,92,320,43578,267,8289,1014519
202304,D3,2,3,East North Central Division,18347,18347,6176703,403,806,158271,211,712,123857,532,11548,1846249,13725,13725,4800960,272,544,112946,179,610,107880,387,9872,1644861
202304,D4,2,4,West North Central Division,11767,11767,3692021,386,772,118735,131,459,76920,327,8994,1298852,8544,8544,2696592,254,508,81463,101,360,64872,195,7354,1085965
202304,D5,3,5,South Atlantic Division,95820,95820,26835741,967,1934,304574,296,1035,126022,1595,55200,7948718,74002,74002,20954650,775,1550,250960,172,637,86191,1177,45909,6620880
202304,D6,3,6,East South Central Division,19139,19139,5042498,251,502,75604,132,452,59350,403,9813,1454701,14070,14070,3915452,188,376,62292,90,320,45985,307,8364,1296612
202304,D7,3,7,West South Central Division,53063,53063,13828997,1532,3064,409212,296,1077,125280,867,27073,3386180,39097,39097,10498843,1202,2404,337512,194,730,85696,720,25097,3144856
202304,D8,4,8,Mountain Division,28650,28650,8870491,475,950,151918,259,963,168269,871,23125,3583977,24093,24093,7492480,385,770,123211,201,770,134697,622,18397,2921991
202304,D9,4,9,Pacific Division,25030,25030,7794639,661,1322,293598,254,884,195174,1190,25646,3890974,19181,19181,6124741,565,1130,250320,216,756,177983,921,21562,3266186
