Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202312,01,3,6,Alabama,16033,16033,4377852,133,266,39552,31,110,22299,145,3594,549513,12409,12409,3322150,118,236,36992,22,81,18984,141,3533,540132
202312,02,4,9,Alaska,555,555,206977,25,50,10556,3,12,1879,12,247,32785,175,175,50364,19,38,7981,2,8,1079,11,242,31585
202312,04,4,8,Arizona,34444,34444,9996133,1049,2098,268680,87,327,61818,700,21466,3268570,29310,29310,8516177,982,1964,249368,84,317,60574,621,19196,2892468
202312,05,3,7,Arkansas,9238,9238,2332469,509,1018,158534,114,389,32096,145,2096,259538,7366,7366,1974419,438,876,146328,46,164,19754,97,1621,225161
202312,06,4,9,California,57959,57959,17672339,1190,2380,506687,423,1438,398355,2082,49444,9027752,44999,44999,13962177,1042,2084,453994,358,1224,357656,1690,42620,7850283
202312,08,4,8,Colorado,19675,19675,7493883,322,644,131367,110,395,78829,614,18623,3324888,16858,16858,6414683,252,504,104294,80,292,59905,544,17930,3193895
202312,09,1,1,Connecticut,1971,1971,869199,61,122,20872,35,130,17973,146,3541,417625,1328,1328,538722,54,108,18982,29,112,15790,81,2931,347040
202312,10,3,5,Delaware,5519,5519,804168,54,108,17916,0,0,0,39,995,105456,4617,4617,695544,54,108,17916,0,0,0,30,924,97998
202312,11,3,5,District of Columbia,166,166,45959,32,64,9140,3,11,1602,41,2779,371165,166,166,45959,32,64,9140,3,11,1602,41,2779,371165
202312,12,3,5,Florida,124478,124478,38239189,1357,2714,454768,332,1277,185797,2157,64723,11339163,108482,108482,32870037,1245,2490,411876,292,1131,163817,1839,56692,10164363
202312,13,3,5,Georgia,44045,44045,11884880,229,458,82656,203,732,107925,732,18088,2541857,33626,33626,9350909,140,280,65025,155,559,80765,603,16596,2370292
202312,15,4,9,Hawaii,2360,2360,1151618,98,196,38935,2,7,459,39,1228,414890,1703,1703,913221,25,50,19310,0,0,0,17,187,99478
202312,16,4,8,Idaho,12034,12034,3627328,127,254,45416,119,447,59101,198,5190,841538,10141,10141,2989664,106,212,40493,98,384,46944,162,4871,812248
202312,17,2,3,Illinois,9295,9295,3117498,240,480,95471,218,734,140040,335,5698,991469,7055,7055,2424953,149,298,66366,183,616,123660,249,5233,919682
202312,18,2,3,Indiana,17084,17084,5937109,265,530,98186,66,228,39871,350,9405,1607933,12162,12162,4475887,205,410,82754,57,195,36527,247,7539,1375754
202312,19,2,4,Iowa,7328,7328,2438676,171,342,72409,114,408,81978,128,3021,476079,5890,5890,2059082,133,266,57138,99,360,71824,92,2529,421618
202312,20,2,4,Kansas,4914,4914,1702005,525,1050,157057,41,153,25566,59,2434,427458,3622,3622,1307168,322,644,106055,38,144,24816,53,2402,423811
202312,21,3,6,Kentucky,7794,7794,2089814,302,604,78178,140,522,62595,340,6467,770592,5823,5823,1629834,225,450,58866,109,417,50288,252,5075,644763
202312,22,3,7,Louisiana,11048,11048,2741833,305,610,76137,7,21,2447,94,2343,369278,6168,6168,1526306,62,124,12412,3,9,923,54,1192,177691
202312,23,1,1,Maine,4366,4366,1309162,119,238,42713,24,80,12584,78,1140,139673,1556,1556,562393,81,162,32327,13,45,8499,39,851,118701
202312,24,3,5,Maryland,10516,10516,2880017,17,34,6624,13,52,8883,148,7522,1214485,9606,9606,2688533,8,16,3054,13,52,8883,129,6178,1089485
