Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201899,01,3,6,Alabama,12978,12978,2753841,44,88,11251,44,160,28799,111,1598,252766,11934,11934,2550001,37,74,8293,31,113,23899,90,1293,223623
201899,02,4,9,Alaska,1227,1227,356698,55,110,17606,17,61,10096,29,279,44620,330,330,79013,54,108,17304,4,13,1759,10,113,18376
201899,04,4,8,Arizona,32127,32127,8343636,323,646,67685,76,264,45963,305,8627,1270438,31037,31037,8031825,322,644,67444,75,261,45477,278,8286,1221311
201899,05,3,7,Arkansas,7354,7354,1557355,213,426,38870,96,349,28557,109,2050,204659,6088,6088,1331650,179,358,34027,68,251,23803,69,1590,175098
201899,06,4,9,California,58831,58831,17843585,1295,2590,480909,588,2050,389207,1763,50031,9130926,54713,54713,16563958,1185,2370,436007,534,1875,367343,1569,47938,8795219
201899,08,4,8,Colorado,26134,26134,7879399,187,374,77608,120,414,71288,520,15705,2202245,25050,25050,7559942,176,352,68054,101,357,54408,492,15392,2130584
201899,09,1,1,Connecticut,2553,2553,854759,54,108,15692,19,59,7497,105,2095,234264,2160,2160,695273,44,88,13170,19,59,7497,54,1707,193902
201899,10,3,5,Delaware,5472,5472,735935,64,128,16052,25,95,9362,36,308,27253,5271,5271,713127,64,128,16052,25,95,9362,29,235,22100
201899,11,3,5,District of Columbia,112,112,26302,17,34,4105,2,6,780,50,4463,487052,112,112,26302,17,34,4105,2,6,780,50,4463,487052
201899,12,3,5,Florida,97055,97055,25453557,861,1722,240605,372,1342,207325,1354,44308,5642227,90494,90494,24097983,821,1642,229160,342,1232,190177,1208,41199,5243369
201899,13,3,5,Georgia,42287,42287,9080368,112,224,26289,89,314,39135,491,16490,2000407,36996,36996,8075769,100,200,24813,66,237,34040,435,15853,1933775
201899,15,4,9,Hawaii,2592,2592,935240,29,58,20348,10,40,10263,87,1969,394030,2592,2592,935240,29,58,20348,10,40,10263,87,1969,394030
201899,16,4,8,Idaho,12176,12176,2718111,71,142,18493,143,560,55204,183,2946,307287,11046,11046,2418551,62,124,15818,125,493,50455,168,2671,275879
201899,17,2,3,Illinois,10041,10041,2618789,219,438,78065,240,809,149620,383,10222,1189807,9113,9113,2413313,203,406,75719,234,788,147665,340,9907,1158630
201899,18,2,3,Indiana,16416,16416,4269197,210,420,49353,12,41,6163,193,4603,555144,15504,15504,4103860,198,396,47838,11,38,5863,138,4083,514858
201899,19,2,4,Iowa,7318,7318,1801337,246,492,62802,35,117,16810,120,3591,368151,6823,6823,1711776,246,492,62802,35,117,16810,113,3548,364759
201899,20,2,4,Kansas,5376,5376,1382591,311,622,66046,75,267,44929,110,3213,395004,4505,4505,1224919,224,448,51513,67,241,43134,96,3042,382558
201899,21,3,6,Kentucky,7776,7776,1692350,125,250,25453,59,212,15099,321,5588,534863,6696,6696,1542232,95,190,20972,41,154,11534,277,5058,495380
201899,22,3,7,Louisiana,13733,13733,2837044,154,308,27132,25,97,11059,56,1697,233173,10964,10964,2272283,125,250,21208,15,58,7443,44,1609,215684
201899,23,1,1,Maine,3660,3660,844208,66,132,20547,12,42,4320,58,863,90224,2850,2850,698695,57,114,18277,12,42,4320,57,814,85153
201899,24,3,5,Maryland,12975,12975,2872292,32,64,10406,10,35,23933,103,5573,795218,12919,12919,2859247,32,64,10406,10,35,23933,103,5573,795218
