Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
199999,01,3,6,Alabama,14926,14926,1655242,117,234,11750,111,429,19890,261,3440,195857,14156,14156,1598087,113,226,11487,110,425,19774,237,3297,190811
199999,02,4,9,Alaska,1539,1539,233387,111,222,24083,18,66,8020,43,384,41094,1273,1273,204400,78,156,18174,17,63,7895,32,320,35216
199999,04,4,8,Arizona,53240,53240,6695508,256,512,35642,198,712,50160,896,10645,569054,53083,53083,6683948,251,502,35288,189,685,48675,880,10553,565266
199999,05,3,7,Arkansas,7749,7749,825848,171,342,16205,134,522,20412,224,2889,103528,7162,7162,783056,164,328,15854,131,513,20156,215,2824,100942
199999,06,4,9,California,102750,102750,18320511,567,1134,127241,701,2460,231096,1820,31695,2351752,99682,99682,17809686,537,1074,122322,679,2388,226457,1741,31157,2316013
199999,08,4,8,Colorado,38410,38410,5304487,555,1110,117517,272,997,85074,598,8796,528896,36883,36883,5116805,549,1098,115958,261,958,81199,584,8703,522963
199999,09,1,1,Connecticut,9249,9249,1372875,45,90,5438,17,64,3271,72,1234,84602,8906,8906,1329781,43,86,4933,16,61,2999,68,1206,83132
199999,10,3,5,Delaware,4822,4822,475995,0,0,0,7,28,879,38,435,15596,4739,4739,470708,0,0,0,7,28,879,25,365,14151
199999,11,3,5,District of Columbia,319,319,36067,3,6,357,1,3,170,4,355,16689,319,319,36067,3,6,357,1,3,170,4,355,16689
199999,12,3,5,Florida,106569,106569,12259133,822,1644,129564,948,3578,285992,3140,52931,3427290,104419,104419,11998828,799,1598,126180,931,3518,280267,3068,51745,3363378
199999,13,3,5,Georgia,71530,71530,7861189,347,694,34527,199,727,34552,875,16630,819111,69619,69619,7708874,337,674,33782,184,676,33206,841,16331,807311
199999,15,4,9,Hawaii,3361,3361,559878,19,38,4808,21,79,18355,66,733,49702,3361,3361,559878,19,38,4808,21,79,18355,66,733,49702
199999,16,4,8,Idaho,10497,10497,1268798,105,210,16263,65,252,13326,93,1222,58531,9413,9413,1134350,105,210,16263,62,241,12643,92,1217,58293
199999,17,2,3,Illinois,39228,39228,5475451,703,1406,109407,550,2065,166403,806,11275,786381,36099,36099,5068749,652,1304,102381,505,1908,156073,744,10727,761777
199999,18,2,3,Indiana,33408,33408,4324882,600,1200,85813,153,576,38605,475,6285,298745,30793,30793,4077689,552,1104,81244,141,539,37183,429,5818,279050
199999,19,2,4,Iowa,9651,9651,1191943,208,416,34551,144,549,32893,209,2825,140131,9358,9358,1158749,206,412,34238,140,536,32555,197,2701,132317
199999,20,2,4,Kansas,11306,11306,1442969,416,832,60191,47,179,13717,267,3365,150540,10913,10913,1409861,409,818,59341,47,179,13717,267,3365,150540
199999,21,3,6,Kentucky,16488,16488,1693740,313,626,28785,169,633,26996,351,3834,159530,15051,15051,1587059,270,540,25167,148,566,24825,311,3561,150165
199999,22,3,7,Louisiana,14557,14557,1569250,170,340,14253,76,266,16930,170,2673,166233,13705,13705,1483765,147,294,11638,63,225,14796,151,2338,150970
199999,23,1,1,Maine,5375,5375,602471,70,140,9028,15,59,3829,12,114,7513,4355,4355,513921,66,132,8664,13,51,3308,5,76,5050
199999,24,3,5,Maryland,24167,24167,2824759,67,134,7638,11,40,8172,247,5416,261792,23538,23538,2752261,67,134,7638,10,37,8001,230,5035,251272
