Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202402,01,3,6,Alabama,2855,2855,751396,25,50,15024,3,12,1791,20,751,106305,2035,2035,543754,25,50,15024,1,4,572,18,724,102153
202402,02,4,9,Alaska,50,50,19628,1,2,413,1,3,405,0,0,0,11,11,3581,1,2,413,1,3,405,0,0,0
202402,04,4,8,Arizona,7309,7309,2110253,122,244,30558,17,61,11802,83,2904,371873,6493,6493,1888589,109,218,26453,17,61,11802,71,2608,323647
202402,05,3,7,Arkansas,1555,1555,410050,63,126,26447,16,55,5092,14,168,13376,1222,1222,345452,54,108,24889,5,20,2494,7,109,9104
202402,06,4,9,California,9337,9337,2809372,174,348,65674,54,182,35918,275,5286,844867,7165,7165,2208103,154,308,58130,46,158,31751,202,4629,743402
202402,08,4,8,Colorado,3370,3370,1299154,83,166,35595,16,57,13672,81,2049,343306,2703,2703,1044424,72,144,31068,9,34,8240,62,1848,308747
202402,09,1,1,Connecticut,283,283,123491,15,30,6566,2,8,2016,19,219,46428,189,189,89031,14,28,6372,2,8,2016,7,57,4875
202402,10,3,5,Delaware,965,965,137970,28,56,24255,2,8,500,5,135,24036,806,806,119230,28,56,24255,2,8,500,3,125,23177
202402,11,3,5,District of Columbia,15,15,4283,4,8,1176,0,0,0,5,81,11165,15,15,4283,4,8,1176,0,0,0,5,81,11165
202402,12,3,5,Florida,20995,20995,6471881,143,286,56014,60,226,30492,199,7540,1332259,18230,18230,5606328,126,252,50078,49,189,21923,156,6843,1238408
202402,13,3,5,Georgia,7998,7998,2130515,58,116,16459,59,217,35910,148,2119,260197,5889,5889,1627599,37,74,12219,49,184,31202,127,1818,216533
202402,15,4,9,Hawaii,391,391,200712,13,26,7448,0,0,0,7,275,102772,287,287,162442,4,8,4580,0,0,0,1,117,46700
202402,16,4,8,Idaho,1960,1960,513670,12,24,5250,36,137,21551,19,175,46129,1491,1491,386120,8,16,3150,28,110,16576,8,88,36357
202402,17,2,3,Illinois,1136,1136,380796,19,38,8179,28,91,18727,37,537,108126,839,839,295750,13,26,6248,23,75,16467,19,439,94000
202402,18,2,3,Indiana,2728,2728,937743,46,92,18820,17,62,8043,30,617,127325,2496,2496,878972,43,86,18033,15,56,7701,21,512,116078
202402,19,2,4,Iowa,914,914,294838,17,34,6619,7,24,4862,10,296,46608,735,735,245578,5,10,1726,3,12,2667,7,279,44584
202402,20,2,4,Kansas,675,675,254628,122,244,34059,32,126,16994,9,463,86682,553,553,214106,116,232,32921,28,112,14262,5,430,82623
202402,21,3,6,Kentucky,1280,1280,330544,33,66,9687,20,72,9330,80,1202,98513,1016,1016,277002,30,60,9065,15,57,7818,73,1078,86055
202402,22,3,7,Louisiana,2070,2070,491388,38,76,9786,2,7,913,8,318,98712,859,859,211043,9,18,2594,2,7,913,3,116,22972
202402,23,1,1,Maine,557,557,169843,15,30,4706,3,10,1854,11,150,15434,165,165,68464,7,14,1652,1,4,1000,2,53,8422
202402,24,3,5,Maryland,1744,1744,490461,0,0,0,1,4,395,12,654,160416,1645,1645,466081,0,0,0,1,4,395,11,585,151664
202402,25,1,1,Massachusetts,775,775,369260,27,54,12768,14,45,7953,62,1772,553095,376,376,213653,15,30,8243,11,36,5965,32,1428,493342
202402,26,2,3,Michigan,1780,1780,583640,30,60,6231,11,40,4797,28,699,92706,1076,1076,393229,21,42,3840,5,19,2755,15,539,68480
