Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202112,01,3,6,Alabama,17398,17398,4194096,50,100,15838,53,191,16266,156,3808,447170,10922,10922,2903410,39,78,12384,16,57,5923,47,1577,144194
202112,02,4,9,Alaska,1170,1170,355857,16,32,5305,28,99,15327,24,257,38763,210,210,58897,12,24,3984,14,47,5874,1,5,1034
202112,04,4,8,Arizona,46862,46862,12209597,661,1322,152418,94,329,63472,514,17253,2372793,41159,41159,10847954,583,1166,137694,93,325,62967,431,14586,1947053
202112,05,3,7,Arkansas,11017,11017,2616719,420,840,90093,168,591,70874,123,2442,202892,8001,8001,2045607,318,636,69650,99,355,53288,24,997,78042
202112,06,4,9,California,64500,64500,18178738,1142,2284,496267,429,1492,332838,1947,49015,9387024,46881,46881,13594042,979,1958,409120,354,1241,278307,1474,43766,8446437
202112,08,4,8,Colorado,34244,34244,10745789,596,1192,220029,178,643,132561,690,24044,3464896,29093,29093,9031320,554,1108,190263,136,494,99741,559,21271,3022895
202112,09,1,1,Connecticut,3174,3174,1123658,60,120,16411,10,38,5324,112,1452,149755,2406,2406,844616,27,54,10937,10,38,5324,28,772,65912
202112,10,3,5,Delaware,7274,7274,1048080,152,304,33291,1,3,72,27,964,98361,5802,5802,841783,152,304,33291,0,0,0,25,932,94535
202112,11,3,5,District of Columbia,376,376,89466,12,24,3063,2,7,928,50,4333,532384,376,376,89466,12,24,3063,2,7,928,50,4333,532384
202112,12,3,5,Florida,146076,146076,38348431,1658,3316,434034,316,1185,211802,1618,59080,8204969,135149,135149,35748644,1630,3260,427878,309,1162,206626,1366,53830,7644753
202112,13,3,5,Georgia,52194,52194,12482137,271,542,139202,135,490,73540,576,11941,1560348,39685,39685,9647024,253,506,135370,114,417,60530,397,10161,1277002
202112,15,4,9,Hawaii,2445,2445,1071187,43,86,16396,9,30,44273,75,899,264185,2445,2445,1071187,43,86,16396,9,30,44273,75,899,264185
202112,16,4,8,Idaho,14695,14695,3700613,83,166,32728,235,926,109950,244,4207,540561,13438,13438,3400318,61,122,25441,213,840,99917,229,3701,469889
202112,17,2,3,Illinois,11383,11383,3287000,246,492,90103,216,711,129556,268,7206,825707,7986,7986,2369507,185,370,70464,203,662,123679,191,6592,729237
202112,18,2,3,Indiana,21778,21778,6648963,353,706,111810,34,130,30017,211,6396,707493,19207,19207,5992765,333,666,103863,34,130,30017,161,5566,629946
202112,19,2,4,Iowa,10318,10318,2629246,203,406,79522,51,181,36765,108,3756,492119,7719,7719,2189596,147,294,57348,51,181,36765,89,3610,477422
202112,20,2,4,Kansas,6322,6322,2078565,306,612,91686,21,75,10768,56,1831,225297,5408,5408,1798843,288,576,86233,20,72,10443,46,1751,222797
202112,21,3,6,Kentucky,10260,10260,2565885,113,226,31296,73,253,29547,279,4283,423878,6858,6858,1850406,75,150,21778,52,186,19105,208,2735,273760
202112,22,3,7,Louisiana,17967,17967,3940490,263,526,53510,23,74,12015,48,1051,152796,9511,9511,2108449,55,110,12588,0,0,0,23,424,43772
202112,23,1,1,Maine,5414,5414,1430806,199,398,64937,28,91,12267,66,922,130409,2946,2946,862585,172,344,56527,19,63,9717,56,872,125750
202112,24,3,5,Maryland,12340,12340,3189043,57,114,25575,35,125,24305,193,6032,827035,11878,11878,3109585,51,102,24555,35,125,24305,147,4324,468659
