Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8099,01,3,6,ALABAMA,8973,8973,269587,136,272,5075,206,756,13169,608,5908,100636,8746,8746,261846,136,272,5075,203,747,13049,605,5890,100200
8099,02,4,9,ALASKA,1621,1621,121186,107,214,11124,27,97,4690,42,298,18011,1246,1246,101749,91,182,9708,27,97,4690,23,148,8949
8099,04,4,8,ARIZONA,22759,22759,953770,369,738,17897,359,1342,29409,494,11849,242977,22669,22669,950352,369,738,17897,359,1342,29409,494,11849,242977
8099,05,3,7,ARKANSAS,4920,4920,206320,237,474,10031,187,677,11985,174,2091,41642,4717,4717,199760,235,470,9940,184,666,11712,173,2059,40882
8099,06,4,9,CALIFORNIA,86638,86638,5311555,2888,5776,248996,2591,9486,362846,3921,42475,1864120,86506,86506,5304080,2887,5774,248933,2583,9460,361805,3903,42291,1856562
8099,08,4,8,COLORADO,19184,19184,859245,430,860,34110,418,1568,43134,549,8517,217482,18509,18509,821262,416,832,32712,414,1554,42491,545,8483,215955
8099,09,1,1,CONNECTICUT,6211,6211,317017,210,420,11082,73,249,7462,254,3208,76435,6093,6093,311533,209,418,11063,73,249,7462,254,3208,76435
8099,10,3,5,DELAWARE,2351,2351,78533,1,2,78,5,20,581,58,522,11113,2338,2338,78047,1,2,78,5,20,581,53,455,9011
8099,11,3,5,DISTRICT OF COLUMBIA,478,478,23139,17,34,471,0,0,0,46,2149,58514,478,478,23139,17,34,471,0,0,0,46,2149,58514
8099,12,3,5,FLORIDA,88821,88821,3508862,5405,10810,261126,2813,10512,282635,3482,64104,2418511,86804,86804,3431543,5334,10668,256317,2756,10297,273953,3395,62283,2303755
8099,13,3,5,GEORGIA,25343,25343,988756,453,906,19165,243,922,19255,719,7666,139158,24993,24993,976759,452,904,19144,242,918,19207,719,7666,139158
8099,15,4,9,HAWAII,3994,3994,192699,41,82,6623,119,472,24584,237,5775,416249,3684,3684,177946,41,82,6623,116,463,23902,221,5507,400661
8099,16,4,8,IDAHO,4434,4434,181504,159,318,10241,97,361,10701,52,682,16818,4210,4210,172296,151,302,9670,92,344,10150,52,682,16818
8099,17,2,3,ILLINOIS,10627,10627,617428,521,1042,33869,458,1765,61897,744,11792,373348,10103,10103,592016,503,1006,33104,429,1662,58952,711,11279,361990
8099,18,2,3,INDIANA,10716,10716,548913,260,520,14867,221,850,25137,612,8833,179065,10525,10525,539795,260,520,14867,221,850,25137,607,8786,178025
8099,19,2,4,IOWA,4773,4773,216068,302,604,18659,200,778,17507,215,2585,59703,4699,4699,212613,300,600,18453,200,778,17507,213,2568,59337
8099,20,2,4,KANSAS,6126,6126,319952,643,1286,42519,305,1179,28123,153,2295,43929,6061,6061,317765,643,1286,42519,305,1179,28123,153,2295,43929
8099,21,3,6,KENTUCKY,5947,5947,255157,285,570,12993,174,681,16083,285,2990,67182,5785,5785,249233,283,566,12893,173,678,16031,267,2858,63450
8099,22,3,7,LOUISIANA,11941,11941,490584,527,1054,26138,666,2580,57826,291,4934,107871,11859,11859,487736,527,1054,26138,666,2580,57826,291,4934,107871
8099,23,1,1,MAINE,2213,2213,81546,106,212,3626,69,256,6471,68,725,21768,1921,1921,72042,103,206,3597,69,256,6471,66,677,20758
8099,24,3,5,MARYLAND,16447,16447,695972,95,190,6151,20,68,2040,141,3323,107066,16356,16356,692217,93,186,6039,20,68,2040,135,3269,105280
