Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202306,01,3,6,Alabama,8126,8126,2147908,103,206,36343,36,123,21132,69,2537,411791,5359,5359,1385808,86,172,30970,14,52,12439,50,2020,326583
202306,02,4,9,Alaska,234,234,88469,12,24,5398,1,4,800,5,121,21368,100,100,30758,12,24,5398,1,4,800,5,121,21368
202306,04,4,8,Arizona,15411,15411,4529822,549,1098,149235,63,243,50464,313,9044,1366150,13907,13907,4137069,525,1050,143401,60,233,49426,275,7926,1181292
202306,05,3,7,Arkansas,4436,4436,1142495,242,484,78222,56,180,15114,58,771,110434,3079,3079,849541,201,402,68009,18,56,8356,12,304,39627
202306,06,4,9,California,29292,29292,8697642,528,1056,230735,198,681,181441,1246,25387,4304313,22447,22447,6724869,469,938,203814,180,625,172436,1031,22146,3798203
202306,08,4,8,Colorado,9775,9775,3624717,177,354,78691,66,240,53121,374,11200,1943842,8243,8243,3087355,118,236,54433,56,208,42355,297,10083,1766412
202306,09,1,1,Connecticut,957,957,420090,35,70,13297,11,37,5630,66,1922,241860,530,530,223579,25,50,8892,3,11,2200,22,1268,157385
202306,10,3,5,Delaware,2733,2733,395093,27,54,11082,0,0,0,12,218,26701,2019,2019,300551,27,54,11082,0,0,0,10,207,25755
202306,11,3,5,District of Columbia,100,100,27116,11,22,2966,1,4,601,20,1651,215687,100,100,27116,11,22,2966,1,4,601,20,1651,215687
202306,12,3,5,Florida,61164,61164,18707153,807,1614,266302,143,542,93214,1056,35794,5983810,46788,46788,14600575,607,1214,196207,103,401,60840,848,31542,5381825
202306,13,3,5,Georgia,22448,22448,5833662,139,278,47864,97,339,44714,332,10922,1513502,16662,16662,4461587,79,158,35479,71,250,31695,276,10262,1427527
202306,15,4,9,Hawaii,1286,1286,623705,49,98,11338,2,7,459,7,423,96092,889,889,486041,14,28,2772,0,0,0,0,0,0
202306,16,4,8,Idaho,5598,5598,1598984,74,148,24330,81,308,39276,80,1865,301150,4004,4004,1103927,47,94,16661,54,212,26018,60,1691,282864
202306,17,2,3,Illinois,4224,4224,1457882,110,220,41995,100,330,59436,178,3402,617823,3151,3151,1133417,82,164,32923,83,274,52453,132,3155,577654
202306,18,2,3,Indiana,8275,8275,2816108,99,198,37221,29,99,17487,177,4540,750967,6391,6391,2282112,74,148,29763,26,87,15831,144,3860,669125
202306,19,2,4,Iowa,3446,3446,1109959,81,162,36610,51,181,34276,64,1612,273726,2620,2620,875482,43,86,20104,26,96,18099,39,1469,255555
202306,20,2,4,Kansas,2348,2348,830489,282,564,77567,18,61,8860,25,814,128969,1912,1912,687580,250,500,68893,10,33,6056,21,784,125458
202306,21,3,6,Kentucky,4009,4009,1015000,135,270,36145,52,190,22611,197,3131,358507,2896,2896,787189,106,212,30132,40,153,18052,158,2416,292499
202306,22,3,7,Louisiana,5818,5818,1448344,134,268,28632,8,25,4210,42,1317,183249,2858,2858,745957,23,46,5184,2,6,663,10,307,43718
202306,23,1,1,Maine,2201,2201,641988,64,128,22730,11,37,5445,34,514,61548,620,620,227853,45,90,17243,8,28,4553,14,355,48329
202306,24,3,5,Maryland,5469,5469,1429849,11,22,3222,2,8,1051,89,3460,418952,5193,5193,1360032,4,8,1892,2,8,1051,56,2149,310840
