Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202299,01,3,6,Alabama,15961,15961,4154464,114,228,27226,38,139,19461,111,3171,503273,13442,13442,3566341,110,220,25807,38,139,19461,101,2992,478899
202299,02,4,9,Alaska,471,471,167385,22,44,7702,5,18,2351,5,45,7149,431,431,158560,22,44,7702,5,18,2351,5,45,7149
202299,04,4,8,Arizona,37288,37288,10532726,937,1874,234113,86,308,103719,701,22061,3651104,36201,36201,10268503,902,1804,225840,86,308,103719,625,19522,3229891
202299,05,3,7,Arkansas,9473,9473,2546336,300,600,80138,163,582,60009,178,3709,324175,8181,8181,2325170,250,500,71295,111,404,50845,123,3161,283803
202299,06,4,9,California,63628,63628,18519075,1301,2602,524570,509,1778,371251,1879,52772,9606382,61268,61268,17775739,1254,2508,497562,489,1718,356652,1713,50915,9298197
202299,08,4,8,Colorado,23691,23691,8442065,498,996,192297,151,536,130548,678,23118,3957209,22985,22985,8179910,492,984,189178,144,515,122200,622,22385,3810476
202299,09,1,1,Connecticut,2468,2468,1014258,118,236,22336,11,40,4039,113,3182,561607,2124,2124,933973,115,230,21728,11,40,4039,80,2899,543601
202299,10,3,5,Delaware,5855,5855,857464,88,176,25491,0,0,0,23,386,29916,5855,5855,857464,88,176,25491,0,0,0,23,386,29916
202299,11,3,5,District of Columbia,409,409,102757,32,64,8299,1,4,601,66,7228,919169,409,409,102757,32,64,8299,1,4,601,66,7228,919169
202299,12,3,5,Florida,132959,132959,40267682,1318,2636,431255,514,1846,267038,2496,72520,10284431,127462,127462,38858703,1303,2606,427345,512,1840,264744,2332,69620,9934457
202299,13,3,5,Georgia,47026,47026,12139618,357,714,105851,253,930,124439,921,28872,3665730,42347,42347,11209754,335,670,102859,247,912,123042,873,28405,3622364
202299,15,4,9,Hawaii,2033,2033,1027636,109,218,38048,0,0,0,55,2052,722244,2033,2033,1027636,109,218,38048,0,0,0,55,2052,722244
202299,16,4,8,Idaho,11912,11912,3628011,143,286,52833,218,851,111294,290,5657,906476,11174,11174,3448171,132,264,48755,204,808,101161,274,5406,878659
202299,17,2,3,Illinois,9765,9765,3082322,198,396,76128,258,864,164977,326,9524,1426685,9153,9153,2940070,191,382,74036,258,864,164977,287,9289,1382866
202299,18,2,3,Indiana,18728,18728,6059998,251,502,77003,38,137,14952,303,8878,1044087,17663,17663,5832725,248,496,76266,38,137,14952,279,8634,1028384
202299,19,2,4,Iowa,7624,7624,2341202,255,510,106884,101,354,70584,133,4216,645514,6976,6976,2183814,247,494,104025,92,326,64708,120,4136,635987
202299,20,2,4,Kansas,5567,5567,1900614,475,950,126272,69,260,47342,89,2783,419302,5160,5160,1743560,445,890,120919,67,253,46758,89,2783,419302
202299,21,3,6,Kentucky,8783,8783,2246466,246,492,60664,78,282,29309,325,5521,987200,7702,7702,2015177,224,448,56742,72,264,28034,289,4420,877678
202299,22,3,7,Louisiana,13557,13557,3383744,320,640,81141,15,54,8318,64,1293,157329,11260,11260,2858532,319,638,72220,15,54,8318,64,1293,157329
202299,23,1,1,Maine,4907,4907,1362318,113,226,39521,27,95,13555,72,1866,252318,3396,3396,1036666,100,200,36330,22,80,12358,53,1767,242573
202299,24,3,5,Maryland,10117,10117,2852446,45,90,14772,11,40,6101,614,12613,1739129,10084,10084,2846457,45,90,14772,11,40,6101,614,12613,1739129
