Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202399,01,3,6,Alabama,16298,16298,4460009,134,268,39784,36,129,23406,150,3642,560513,14013,14013,3897032,134,268,39784,31,112,20815,146,3581,551132
202399,02,4,9,Alaska,599,599,214342,24,48,10231,4,15,2283,13,275,35027,556,556,204594,24,48,10231,4,15,2283,13,275,35027
202399,04,4,8,Arizona,34429,34429,9959478,1037,2074,266339,88,334,61286,710,21596,3277076,32272,32272,9401011,997,1994,255453,88,334,61286,640,19380,2909818
202399,05,3,7,Arkansas,9360,9360,2383914,515,1030,163451,103,356,29688,145,2096,259538,8117,8117,2165803,458,916,153304,47,167,19954,97,1621,225161
202399,06,4,9,California,58534,58534,17917089,1229,2458,513578,423,1444,396185,2029,49324,9036498,53862,53862,16559060,1168,2336,481169,402,1379,378208,1853,47606,8742211
202399,08,4,8,Colorado,19641,19641,7459002,298,596,129043,113,410,86460,613,18757,3369491,18663,18663,7022599,288,576,125118,104,383,81182,580,18332,3274819
202399,09,1,1,Connecticut,2050,2050,911392,62,124,22664,44,161,26524,145,3937,506374,1778,1778,833414,62,124,22664,44,161,26524,128,3826,497969
202399,10,3,5,Delaware,4684,4684,705623,54,108,17916,0,0,0,32,973,104192,4679,4679,704473,54,108,17916,0,0,0,32,973,104192
202399,11,3,5,District of Columbia,166,166,45959,32,64,9140,3,11,1602,41,2779,371165,166,166,45959,32,64,9140,3,11,1602,41,2779,371165
202399,12,3,5,Florida,125773,125773,38625809,1349,2698,452724,331,1274,188938,2102,64043,11468973,112491,112491,34990127,1319,2638,442175,322,1247,184785,1943,61338,11142671
202399,13,3,5,Georgia,44405,44405,11954728,236,472,83672,205,739,108383,713,18005,2528155,37850,37850,10520669,191,382,75343,188,686,100283,664,17534,2480155
202399,15,4,9,Hawaii,2360,2360,1151618,98,196,38935,2,7,459,39,1228,414890,2052,2052,1038279,67,134,29056,2,7,459,20,493,154049
202399,16,4,8,Idaho,12081,12081,3497517,138,276,50690,142,545,70501,187,5017,805716,11307,11307,3267747,123,246,46966,129,506,61728,162,4807,782698
202399,17,2,3,Illinois,9554,9554,3238697,270,540,104633,225,770,137577,324,5999,1040030,8832,8832,3074527,259,518,101551,208,713,132296,263,5662,990827
202399,18,2,3,Indiana,17046,17046,5961199,266,532,99053,68,237,40460,327,9240,1594777,16049,16049,5746674,259,518,97270,68,237,40460,291,8703,1532188
202399,19,2,4,Iowa,7421,7421,2480106,179,358,73515,110,399,78300,123,3052,479548,6822,6822,2336196,171,342,70629,108,393,77920,112,2997,472044
202399,20,2,4,Kansas,4927,4927,1720550,796,1592,228261,39,148,25182,93,2837,482835,4728,4728,1667083,791,1582,227223,39,148,25182,88,2811,480188
202399,21,3,6,Kentucky,7826,7826,2099641,300,600,78511,143,534,63093,334,6455,772243,6587,6587,1829636,270,540,72503,125,478,56360,293,5444,641829
202399,22,3,7,Louisiana,11243,11243,2789851,310,620,78456,6,18,2062,94,2366,367897,8579,8579,2167556,289,578,73982,5,15,1663,78,1868,319870
202399,23,1,1,Maine,4540,4540,1381322,123,246,44792,27,90,15014,93,1307,168992,2741,2741,956400,113,226,42098,18,63,11730,54,1018,148019
202399,24,3,5,Maryland,10490,10490,2932201,9,18,3854,14,56,9083,152,7889,1339136,10392,10392,2909678,9,18,3854,14,56,9083,152,7889,1339136
