Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202601,01,3,6,Alabama,1366,1366,399037,9,18,2600,5,17,2382,18,254,37647,1123,1123,339258,8,16,1568,4,14,1836,14,195,26534
202601,02,4,9,Alaska,18,18,6677,3,6,1288,2,7,838,2,10,1221,1,1,250,0,0,0,1,4,390,0,0,0
202601,04,4,8,Arizona,2240,2240,663167,27,54,6384,2,8,2427,22,557,59688,2063,2063,618799,25,50,5949,2,8,2427,19,481,47073
202601,05,3,7,Arkansas,741,741,214374,29,58,6054,3,10,518,24,486,81945,587,587,180608,24,48,5104,0,0,0,16,432,77934
202601,06,4,9,California,3982,3982,1115428,208,416,67917,43,153,26044,90,3579,649304,3313,3313,923791,177,354,56403,35,128,19790,56,3122,554305
202601,08,4,8,Colorado,1163,1163,432422,18,36,6179,2,8,1413,10,445,100421,1079,1079,404075,18,36,6179,2,8,1413,7,429,97450
202601,09,1,1,Connecticut,129,129,65457,12,24,5985,4,14,2154,7,267,48564,89,89,47171,11,22,5730,3,11,1816,5,250,46799
202601,10,3,5,Delaware,347,347,54152,6,12,2554,0,0,0,10,211,29468,347,347,54152,6,12,2554,0,0,0,10,211,29468
202601,11,3,5,District of Columbia,12,12,3552,2,4,646,0,0,0,1,30,5167,12,12,3552,2,4,646,0,0,0,1,30,5167
202601,12,3,5,Florida,8296,8296,2656202,74,148,26470,12,44,11145,70,2644,454328,7503,7503,2358612,65,130,24246,11,41,10868,55,2436,432941
202601,13,3,5,Georgia,3158,3158,880148,51,102,15298,18,65,7995,70,939,115368,2334,2334,666910,41,82,13187,12,47,5176,53,679,83725
202601,15,4,9,Hawaii,176,176,78597,7,14,1798,0,0,0,1,46,14702,51,51,14555,1,2,120,0,0,0,0,0,0
202601,16,4,8,Idaho,870,870,238030,6,12,2803,2,7,886,11,187,22098,776,776,204379,5,10,2632,1,4,575,10,182,21556
202601,17,2,3,Illinois,535,535,182403,25,50,11704,15,53,10498,29,367,91673,419,419,141614,20,40,10173,12,44,8689,16,247,57093
202601,18,2,3,Indiana,1214,1214,400194,29,58,13559,2,7,1540,17,680,110564,1101,1101,367082,28,56,13207,2,7,1540,12,607,101608
202601,19,2,4,Iowa,318,318,80296,3,6,1226,0,0,0,28,438,76356,258,258,61791,1,2,349,0,0,0,20,394,70438
202601,20,2,4,Kansas,355,355,139174,29,58,7948,3,10,3269,7,55,17225,287,287,115271,21,42,5493,2,7,1394,6,50,16569
202601,21,3,6,Kentucky,513,513,154538,5,10,1164,3,12,1313,51,698,96359,417,417,133356,4,8,934,3,12,1313,45,632,90089
202601,22,3,7,Louisiana,911,911,255779,13,26,2866,2,7,667,11,124,17545,442,442,138009,2,4,455,1,4,400,1,12,3191
202601,23,1,1,Maine,206,206,67157,9,18,4761,2,7,1033,6,43,4632,89,89,33691,8,16,4420,1,4,666,1,12,1800
202601,24,3,5,Maryland,554,554,158023,2,4,690,2,7,1372,12,919,171534,547,547,157204,2,4,690,2,7,1372,12,919,171534
202601,25,1,1,Massachusetts,331,331,174252,14,28,7394,3,9,2243,18,212,44202,193,193,115729,9,18,4327,2,6,1800,2,110,29555
202601,26,2,3,Michigan,716,716,252381,13,26,2207,6,22,5191,25,474,87335,521,521,196318,10,20,1125,4,16,3765,13,349,46466
