Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200699,01,3,6,Alabama,24132,24132,3430671,77,154,10035,53,201,15896,435,7547,945380,21988,21988,3117949,77,154,10035,51,193,15646,422,7434,940704
200699,02,4,9,Alaska,1612,1612,363503,138,276,39677,35,131,17031,49,720,91259,1276,1276,306186,133,266,38815,35,131,17031,45,700,89459
200699,04,4,8,Arizona,55633,55633,10175624,189,378,43307,507,1714,175013,524,7638,809161,54149,54149,9985862,189,378,43307,501,1696,174100,523,7633,808840
200699,05,3,7,Arkansas,10769,10769,1586078,385,770,72319,88,313,22257,171,2033,113181,9623,9623,1435349,305,610,55798,79,282,19933,131,1558,89967
200699,06,4,9,California,107714,107714,23454216,1293,2586,296366,1085,3921,429633,2290,46281,5434177,101334,101334,22258947,1193,2386,277050,989,3589,402863,1986,43136,5172974
200699,08,4,8,Colorado,30365,30365,6796726,327,654,91300,162,563,85242,306,6761,796242,28770,28770,6376420,310,620,83616,141,499,68538,271,6441,749136
200699,09,1,1,Connecticut,7107,7107,1722678,166,332,24142,18,63,6816,99,1734,120609,6438,6438,1584007,160,320,22881,18,63,6816,54,1200,94695
200699,10,3,5,Delaware,5015,5015,663299,108,216,20015,35,137,14847,95,1136,87291,4873,4873,651879,108,216,20015,35,137,14847,80,1047,85647
200699,11,3,5,District of Columbia,126,126,20359,7,14,1321,2,6,676,26,1959,277161,119,119,19335,4,8,850,1,3,425,24,1778,263299
200699,12,3,5,Florida,146236,146236,27901795,1044,2088,217523,827,3054,504716,2603,51860,7092259,139697,139697,26915851,1032,2064,213648,807,2984,497241,2491,50315,6897517
200699,13,3,5,Georgia,86106,86106,12951834,329,658,47380,248,898,73375,590,16538,1382204,79469,79469,12151379,299,598,43162,217,791,67717,509,15776,1331535
200699,15,4,9,Hawaii,5597,5597,1476433,43,86,10413,44,158,37064,59,1689,237295,5022,5022,1341658,43,86,10413,38,136,29422,45,1556,211519
200699,16,4,8,Idaho,14789,14789,2728998,216,432,42796,193,750,47986,71,1104,167480,14407,14407,2658303,202,404,40309,191,743,47833,68,1058,158928
200699,17,2,3,Illinois,37903,37903,7691452,567,1134,122178,678,2236,195657,773,17529,1461005,35306,35306,7286265,544,1088,117776,660,2177,191532,687,16418,1379823
200699,18,2,3,Indiana,24438,24438,4343823,513,1026,103869,153,573,41336,278,3032,198905,23403,23403,4216819,488,976,101243,138,525,39252,243,2695,184102
200699,19,2,4,Iowa,10250,10250,1700007,167,334,38799,83,287,24586,140,2486,242622,9798,9798,1637501,166,332,38519,80,278,24204,138,2471,241011
200699,20,2,4,Kansas,11133,11133,1767847,175,350,31036,53,186,17436,174,2950,179173,10873,10873,1733816,168,336,29868,52,183,17304,173,2941,178823
200699,21,3,6,Kentucky,13496,13496,2054048,182,364,28269,161,598,47344,178,2170,131143,11764,11764,1830655,159,318,25483,149,561,44048,127,1509,100189
200699,22,3,7,Louisiana,23806,23806,3427933,280,560,40537,76,270,22930,342,4035,326917,22474,22474,3253717,270,540,39790,60,220,18735,315,3828,311420
200699,23,1,1,Maine,6483,6483,1052995,121,242,24089,35,119,10430,48,449,37786,4922,4922,849697,105,210,20838,18,64,5648,27,299,26444
200699,24,3,5,Maryland,17858,17858,3242004,56,112,11400,18,68,11960,203,5224,624567,17139,17139,3132132,55,110,11250,18,68,11960,189,5104,613106
