Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201399,01,3,6,Alabama,9278,9278,1845991,17,34,3835,72,262,19033,148,2189,202923,8904,8904,1801880,17,34,3835,57,213,16696,126,2011,198184
201399,02,4,9,Alaska,877,877,229970,33,66,9727,13,49,7250,10,87,10589,737,737,199665,33,66,9727,13,49,7250,10,87,10589
201399,04,4,8,Arizona,18386,18386,4549370,107,214,24657,59,213,26929,316,6396,843120,17748,17748,4438486,91,182,23083,57,207,26331,274,5550,743593
201399,05,3,7,Arkansas,5521,5521,1078735,156,312,25449,67,246,15763,85,1402,85907,5207,5207,1044354,145,290,24241,64,236,15376,80,1307,80594
201399,06,4,9,California,37034,37034,10905378,601,1202,213519,361,1239,217701,1364,41267,6926614,34739,34739,10385093,586,1172,206443,328,1135,204630,1230,39836,6752887
201399,08,4,8,Colorado,15772,15772,4659828,204,408,73720,40,148,22399,363,11189,1193606,14997,14997,4442354,201,402,73260,39,144,22190,344,10956,1171227
201399,09,1,1,Connecticut,2855,2855,910218,69,138,16341,47,163,18507,81,2268,226118,2688,2688,883906,68,136,16205,47,163,18507,62,2102,215260
201399,10,3,5,Delaware,3759,3759,485264,76,152,14292,15,56,6106,77,860,87174,3683,3683,479308,76,152,14292,15,56,6106,60,730,81672
201399,11,3,5,District of Columbia,333,333,66917,38,76,6690,9,36,3054,37,2810,203227,333,333,66917,38,76,6690,9,36,3054,37,2810,203227
201399,12,3,5,Florida,55385,55385,15011842,478,956,149085,255,933,137335,930,29478,2863224,54285,54285,14773641,478,956,149085,253,926,136281,884,28805,2714312
201399,13,3,5,Georgia,24810,24810,4580424,91,182,17740,70,270,40944,251,10912,1016206,22199,22199,4132673,74,148,15308,60,236,39120,224,10628,994023
201399,15,4,9,Hawaii,2358,2358,731486,3,6,1057,5,18,2184,33,1500,284544,2358,2358,731486,3,6,1057,5,18,2184,33,1500,284544
201399,16,4,8,Idaho,6360,6360,1383562,54,108,11747,38,150,10665,79,1492,140189,6129,6129,1344554,54,108,11747,38,150,10665,76,1448,136726
201399,17,2,3,Illinois,9869,9869,2423667,191,382,74216,118,414,56522,265,4880,532697,8797,8797,2208901,180,360,71403,116,408,56209,201,4276,478077
201399,18,2,3,Indiana,12089,12089,2631508,196,392,38302,42,158,13598,308,5311,382380,11499,11499,2540977,193,386,37765,34,132,13299,283,5081,369053
201399,19,2,4,Iowa,7578,7578,1606430,156,312,34034,34,126,12231,127,2861,339520,7324,7324,1570568,150,300,32920,34,126,12231,119,2818,334588
201399,20,2,4,Kansas,5066,5066,1152415,155,310,34298,9,34,4270,145,2875,278494,4554,4554,1050608,139,278,31044,9,34,4270,138,2753,267977
201399,21,3,6,Kentucky,6077,6077,1067254,123,246,19298,65,244,21154,183,2388,126276,5394,5394,964381,91,182,14898,57,219,19285,146,1999,98170
201399,22,3,7,Louisiana,12380,12380,2455233,218,436,42250,13,41,4611,58,1158,68287,10172,10172,2121047,136,272,28028,2,7,681,13,557,30675
201399,23,1,1,Maine,2812,2812,557766,39,78,7916,12,44,4083,37,493,49153,2344,2344,486059,35,70,7273,12,44,4083,13,311,39956
201399,24,3,5,Maryland,10667,10667,2141126,84,168,26019,15,54,7358,144,7029,636722,10345,10345,2080032,75,150,24770,15,54,7358,139,6794,614871
