Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200199,01,3,6,Alabama,14044,14044,1616474,78,156,10000,24,89,4309,227,3417,192168,13010,13010,1509934,76,152,9799,18,67,3428,207,3207,182809
200199,02,4,9,Alaska,1787,1787,319713,369,738,90791,28,107,12966,38,307,26943,1530,1530,280032,356,712,88750,27,103,12580,35,292,24794
200199,04,4,8,Arizona,51839,51839,7163359,246,492,32679,187,665,50548,691,9500,536253,51719,51719,7151498,237,474,32042,175,627,48458,679,9439,534284
200199,05,3,7,Arkansas,7457,7457,896392,158,316,19091,97,345,17401,214,2289,86273,6976,6976,853860,148,296,18457,90,321,16815,207,2237,85166
200199,06,4,9,California,107361,107361,20252774,660,1320,149426,760,2608,254995,1853,35450,2992620,104989,104989,19846683,627,1254,145034,716,2459,243250,1772,34554,2931174
200199,08,4,8,Colorado,36437,36437,5277088,368,736,69179,189,686,61243,984,17148,1185685,35469,35469,5175785,362,724,68558,180,657,58987,974,16868,1174789
200199,09,1,1,Connecticut,7835,7835,1339122,93,186,12842,34,123,10786,77,1146,77548,7487,7487,1266100,91,182,12112,34,123,10786,63,1069,76558
200199,10,3,5,Delaware,4425,4425,480236,2,4,253,0,0,0,51,385,23523,4358,4358,476321,2,4,253,0,0,0,39,325,22563
200199,11,3,5,District of Columbia,131,131,15997,9,18,1106,3,9,576,21,738,42686,131,131,15997,9,18,1106,3,9,576,21,738,42686
200199,12,3,5,Florida,118702,118702,15596898,1146,2292,189165,1049,4010,387494,2500,42031,3291747,116433,116433,15291258,1136,2272,187836,1042,3988,386073,2431,41172,3217513
200199,13,3,5,Georgia,71531,71531,8266079,394,788,40646,225,855,40636,971,19885,1114362,67840,67840,7886104,353,706,36624,205,788,38522,933,19582,1105170
200199,15,4,9,Hawaii,4025,4025,730888,25,50,12303,28,99,18286,73,616,50712,4025,4025,730888,25,50,12303,28,99,18286,73,616,50712
200199,16,4,8,Idaho,9738,9738,1339743,115,230,17134,81,309,17123,145,1543,74377,9548,9548,1313200,112,224,16791,75,291,16026,145,1543,74377
200199,17,2,3,Illinois,39362,39362,6114050,531,1062,92145,580,2079,151905,766,12336,783211,36195,36195,5734293,460,920,81604,453,1650,118214,674,10801,688081
200199,18,2,3,Indiana,32376,32376,4494309,522,1044,82317,137,526,41033,423,5171,259163,29224,29224,4157570,464,928,76305,133,514,40657,392,4954,247830
200199,19,2,4,Iowa,8801,8801,1204746,201,402,37283,117,441,30764,245,3441,207435,8018,8018,1087118,197,394,36539,111,420,29804,202,2814,164081
200199,20,2,4,Kansas,10128,10128,1387048,377,754,57795,74,266,17429,274,3382,150174,9879,9879,1356090,370,740,57209,74,266,17429,272,3360,149444
200199,21,3,6,Kentucky,14980,14980,1688788,240,480,23589,140,531,29169,159,1694,76112,13353,13353,1539772,211,422,21412,123,476,26665,117,1442,67299
200199,22,3,7,Louisiana,13274,13274,1472449,108,216,9303,47,176,9232,167,1987,106635,11656,11656,1284047,86,172,6481,34,130,6706,137,1627,90859
200199,23,1,1,Maine,5931,5931,729931,67,134,9841,42,159,16262,27,268,20318,5017,5017,639561,64,128,9508,41,156,15862,19,228,18568
200199,24,3,5,Maryland,23708,23708,2928667,115,230,17133,18,68,6338,229,5053,275911,22856,22856,2820415,115,230,17133,17,65,6167,221,4755,259155
