Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202510,01,3,6,Alabama,12941,12941,3826276,57,114,21482,58,219,27163,128,1891,263226,9550,9550,2935017,40,80,10100,47,182,21314,92,1426,177473
202510,02,4,9,Alaska,454,454,178337,36,72,16074,12,42,7577,18,178,26225,223,223,72960,13,26,4382,6,21,2896,7,105,12330
202510,04,4,8,Arizona,28737,28737,8817550,484,968,136200,66,244,43814,330,11148,1897342,22701,22701,7591709,446,892,127266,62,230,41947,260,8624,1602522
202510,05,3,7,Arkansas,8840,8840,2526310,401,802,116634,75,254,18760,166,3377,521227,7195,7195,2173367,322,644,98708,27,99,10259,101,2834,479412
202510,06,4,9,California,48817,48817,15424526,1438,2876,581776,288,985,220377,1145,33488,5952538,39195,39195,12736782,1235,2470,509521,215,752,169386,775,27338,4829842
202510,08,4,8,Colorado,15127,15127,6662610,128,256,45003,58,207,44883,375,11235,2149690,13419,13419,6005892,104,208,33471,42,150,32537,282,10329,1985542
202510,09,1,1,Connecticut,1802,1802,871404,55,110,17857,41,136,22605,110,3896,773416,1157,1157,570981,43,86,12784,17,60,11006,63,3076,683772
202510,10,3,5,Delaware,4564,4564,626566,71,142,23962,0,0,0,37,764,91020,4547,4547,621845,71,142,23962,0,0,0,37,764,91020
202510,11,3,5,District of Columbia,137,137,40226,18,36,5741,0,0,0,17,1224,203778,137,137,40226,18,36,5741,0,0,0,17,1224,203778
202510,12,3,5,Florida,95979,95979,31570929,1195,2388,432298,322,1223,217754,1366,52917,10174789,86155,86155,27906530,1045,2088,393652,306,1169,210634,1153,47445,9054283
202510,13,3,5,Georgia,38386,38386,11354011,266,532,78864,162,578,87223,767,13184,1945060,27926,27926,8525893,135,270,46855,112,415,65316,625,11945,1791539
202510,15,4,9,Hawaii,2106,2106,901894,99,198,34696,2,8,1136,29,843,239612,1588,1588,706254,43,86,19001,2,8,1136,15,305,69940
202510,16,4,8,Idaho,12192,12192,3649000,146,292,53469,78,297,42458,140,2769,398838,11273,11273,3362360,126,252,46303,67,263,34409,126,2650,385706
202510,17,2,3,Illinois,9415,9415,3354197,263,526,104356,222,745,157258,329,5960,1464176,7636,7636,2708893,183,366,78269,175,591,133972,190,4688,969117
202510,18,2,3,Indiana,17994,17994,6527816,231,462,72975,28,102,18671,247,7557,1255080,15062,15062,5636036,195,390,62183,24,90,17287,187,6588,1134895
202510,19,2,4,Iowa,6367,6367,2306166,193,386,78217,63,230,44353,195,4819,784390,5000,5000,1906307,156,312,62958,55,205,38903,138,4399,728867
202510,20,2,4,Kansas,5115,5115,1791956,655,1310,192835,46,156,30144,81,1720,291972,3964,3964,1467107,524,1048,153762,31,111,20687,52,1358,234662
202510,21,3,6,Kentucky,7261,7261,2005320,187,374,49268,76,266,35512,319,4567,642906,6033,6033,1733282,148,296,40628,53,193,26852,252,3769,556688
202510,22,3,7,Louisiana,9696,9696,2513229,179,358,44170,13,47,6257,64,2238,237935,5459,5459,1457388,53,106,12857,2,8,537,18,408,51037
202510,23,1,1,Maine,4062,4062,1318954,105,210,33447,14,45,5850,97,1641,339759,1631,1631,627603,76,152,25570,3,9,1350,43,1068,273037
202510,24,3,5,Maryland,8191,8191,2414381,196,392,51503,6,23,5101,53,2507,606535,8083,8083,2392694,195,390,51288,5,20,4805,52,2502,605924
