Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200299,01,3,6,Alabama,15145,15145,1821671,110,220,12321,42,153,9695,225,2885,121701,14556,14556,1764624,108,216,12085,41,150,9695,216,2763,116406
200299,02,4,9,Alaska,1702,1702,311834,387,774,103231,55,200,18503,34,327,35476,1489,1489,276648,378,756,101886,55,200,18503,34,327,35476
200299,04,4,8,Arizona,55798,55798,7939139,349,698,50454,164,614,36542,609,8921,548612,55176,55176,7877206,349,698,50454,164,614,36542,607,8911,548173
200299,05,3,7,Arkansas,8007,8007,1015557,181,362,20039,131,499,25110,324,3568,138599,7434,7434,964999,170,340,19380,127,484,24909,319,3531,137665
200299,06,4,9,California,123013,123013,23588327,711,1422,153552,726,2533,242367,1905,32605,2878342,120748,120748,23172228,692,1384,151192,687,2407,235070,1822,31792,2817024
200299,08,4,8,Colorado,34993,34993,5416336,392,784,75469,224,805,76371,696,11289,789147,34163,34163,5333665,390,780,75127,219,789,75129,695,11282,788660
200299,09,1,1,Connecticut,8484,8484,1514900,95,190,12389,17,59,5689,91,998,51286,8088,8088,1433259,91,182,10929,17,59,5689,75,900,50016
200299,10,3,5,Delaware,6051,6051,692816,5,10,355,1,4,601,36,266,8927,5956,5956,686164,5,10,355,1,4,601,25,206,7967
200299,11,3,5,District of Columbia,383,383,48259,9,18,1246,1,4,291,8,1186,70755,383,383,48259,9,18,1246,1,4,291,8,1186,70755
200299,12,3,5,Florida,128719,128719,17912711,1425,2850,221064,821,3141,320541,2753,50721,4013486,126785,126785,17679336,1421,2842,220367,808,3099,314743,2711,50249,3974981
200299,13,3,5,Georgia,75529,75529,8830328,410,820,72647,230,874,43459,843,20300,1099109,70654,70654,8370345,369,738,70703,206,793,41396,792,19765,1079857
200299,15,4,9,Hawaii,4562,4562,956771,23,46,4049,30,111,12618,88,1183,147706,4562,4562,956771,23,46,4049,30,111,12618,88,1183,147706
200299,16,4,8,Idaho,10845,10845,1486225,157,314,22183,107,412,21186,162,1917,96333,10637,10637,1455340,156,312,22096,97,381,19713,157,1888,94607
200299,17,2,3,Illinois,42545,42545,6878726,669,1338,120432,599,2280,256106,905,14808,1290319,40477,40477,6578380,628,1256,113954,564,2155,246964,874,14590,1274316
200299,18,2,3,Indiana,30794,30794,4480439,629,1258,109885,165,627,47670,541,6917,341513,28529,28529,4205931,593,1186,105266,152,586,45560,512,6632,324820
200299,19,2,4,Iowa,10004,10004,1376500,240,480,42861,117,435,30458,275,3870,242942,9498,9498,1314595,230,460,41004,114,424,30458,272,3785,236007
200299,20,2,4,Kansas,10325,10325,1461348,355,710,60672,101,377,30216,101,1571,75941,9840,9840,1406924,335,670,58602,101,377,30216,97,1539,74613
200299,21,3,6,Kentucky,16316,16316,1925565,220,440,20913,164,624,36878,217,2079,97410,14955,14955,1798689,187,374,18415,150,577,34906,176,1806,85913
200299,22,3,7,Louisiana,15225,15225,1786477,191,382,18939,37,139,5617,171,2679,131161,13205,13205,1555752,166,332,17222,33,124,5015,168,2656,130276
200299,23,1,1,Maine,6421,6421,838218,91,182,15700,51,189,15206,40,415,29685,5525,5525,756116,87,174,15281,50,186,15056,26,333,25548
200299,24,3,5,Maryland,24004,24004,3195865,95,190,12118,15,57,4844,184,5042,305092,23316,23316,3098073,92,184,11582,15,57,4844,171,4803,294056
