Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202110,01,3,6,Alabama,15220,15220,3580664,47,94,14138,44,160,14109,92,2496,279129,7863,7863,1963803,21,42,5297,9,29,2707,44,1548,142534
202110,02,4,9,Alaska,1032,1032,312537,11,22,3655,27,94,14396,21,207,31114,191,191,50274,3,6,927,14,47,5874,1,5,1034
202110,04,4,8,Arizona,40106,40106,10398824,515,1030,128183,69,237,40435,402,13092,1800024,35272,35272,9469403,455,910,117075,69,237,40435,334,11004,1465115
202110,05,3,7,Arkansas,9465,9465,2224485,298,596,61484,94,334,28892,104,2076,168869,7461,7461,1857111,261,522,56031,54,196,21433,65,1695,139924
202110,06,4,9,California,55188,55188,15495308,952,1904,416590,354,1229,269093,1616,40217,7610297,41663,41663,11710922,807,1614,336884,280,987,215482,1188,35180,6684084
202110,08,4,8,Colorado,29358,29358,9175688,447,894,169122,142,522,110016,562,18561,2587172,24979,24979,7579927,326,652,100130,87,320,63972,429,16576,2242936
202110,09,1,1,Connecticut,2516,2516,929517,39,78,10114,9,34,4788,93,1204,127035,1591,1591,601608,25,50,7182,8,30,4257,18,552,52415
202110,10,3,5,Delaware,6407,6407,904977,139,278,29023,1,3,72,25,687,68737,4290,4290,636512,139,278,29023,1,3,72,19,656,66147
202110,11,3,5,District of Columbia,360,360,85639,12,24,3063,2,7,928,39,3508,429617,360,360,85639,12,24,3063,2,7,928,39,3508,429617
202110,12,3,5,Florida,123738,123738,32429059,1492,2984,383092,265,1000,182987,1493,49675,6926557,109462,109462,28695630,1352,2704,342838,240,908,156192,1269,44742,6393455
202110,13,3,5,Georgia,44542,44542,10587461,218,436,128044,114,412,63914,460,8389,1086153,33431,33431,8041707,204,408,125594,106,388,62046,347,7683,992661
202110,15,4,9,Hawaii,1939,1939,883782,38,76,14305,4,13,39457,52,759,252607,1178,1178,585563,19,38,6913,4,13,39457,39,253,131706
202110,16,4,8,Idaho,12643,12643,3173490,84,168,30822,229,897,102209,207,3517,429325,10265,10265,2507884,47,94,19291,195,776,87550,189,3203,393392
202110,17,2,3,Illinois,9494,9494,2732110,213,426,77602,191,625,116787,242,6372,744714,6550,6550,1999316,159,318,59467,165,535,103717,149,5676,642562
202110,18,2,3,Indiana,18419,18419,5603429,338,676,105302,33,126,28779,154,4367,473026,15566,15566,4885796,285,570,91707,30,116,27335,90,2538,288651
202110,19,2,4,Iowa,8788,8788,2230230,179,358,65795,43,149,30994,95,3331,427301,5973,5973,1648880,155,310,59488,43,149,30994,80,3214,415500
202110,20,2,4,Kansas,5341,5341,1746947,244,488,71668,17,61,8475,49,1322,152005,4643,4643,1537357,240,480,68917,17,61,8475,39,1242,149505
202110,21,3,6,Kentucky,8723,8723,2147070,97,194,26460,66,229,25986,220,3145,297933,5043,5043,1294439,61,122,18383,49,176,18052,133,1470,145025
202110,22,3,7,Louisiana,15360,15360,3328045,233,466,47206,20,64,10325,44,940,133660,9744,9744,2082523,51,102,11952,0,0,0,15,360,35800
202110,23,1,1,Maine,4717,4717,1253919,155,310,50443,26,85,11557,59,734,110067,2045,2045,642797,116,232,36094,18,60,9257,50,689,105898
202110,24,3,5,Maryland,10685,10685,2748067,60,120,25343,23,77,9082,177,5583,731313,9963,9963,2587141,49,98,22630,23,77,9082,138,4121,430823
