Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep       ,,,5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201999,01,3,6,Alabama,14705,14705,3103068,75,150,19134,89,330,28860,92,2563,394209,14198,14198,3031718,75,150,19134,88,326,28735,92,2563,394209
201999,02,4,9,Alaska,1147,1147,336955,27,54,8527,23,85,13497,41,394,53942,309,309,74441,27,54,8527,10,37,5159,21,221,26591
201999,04,4,8,Arizona,33981,33981,9040908,438,876,112744,60,202,41261,326,11521,1655643,33683,33683,8966177,432,864,111186,60,202,41261,314,10234,1431676
201999,05,3,7,Arkansas,7869,7869,1716632,280,560,71276,112,415,31447,158,3879,352252,6871,6871,1535939,268,536,69550,107,396,30504,115,3381,320399
201999,06,4,9,California,58575,58575,17376935,1238,2476,498041,492,1694,305526,1600,47452,8402846,56085,56085,16660377,1210,2420,480472,470,1623,291986,1512,46005,8150225
201999,08,4,8,Colorado,24756,24756,7652182,176,352,58415,105,370,61816,379,13155,1865632,24412,24412,7518615,174,348,57866,99,350,58765,373,13046,1836818
201999,09,1,1,Connecticut,2364,2364,764976,93,186,22462,43,151,20652,121,3153,546301,2153,2153,711804,87,174,21363,43,151,20652,78,2818,520958
201999,10,3,5,Delaware,5573,5573,751985,81,162,18432,24,89,9322,73,715,69363,5553,5553,747681,81,162,18432,24,89,9322,73,715,69363
201999,11,3,5,District of Columbia,168,168,39785,45,90,10413,1,4,520,59,5683,629821,168,168,39785,45,90,10413,1,4,520,59,5683,629821
201999,12,3,5,Florida,99831,99831,25773822,1007,2014,306236,294,1118,210772,1407,51339,6919641,95516,95516,24461394,986,1972,301789,294,1118,210772,1313,48579,6670972
201999,13,3,5,Georgia,42939,42939,9343379,138,276,34056,108,392,46223,400,10216,1257920,39732,39732,8784425,128,256,32789,102,368,45299,395,9904,1230731
201999,15,4,9,Hawaii,2547,2547,964399,9,18,4434,25,92,43816,49,1436,271173,2547,2547,964399,9,18,4434,25,92,43816,49,1436,271173
201999,16,4,8,Idaho,12978,12978,2893095,114,228,31557,172,672,63520,226,3838,413316,12758,12758,2841487,113,226,31439,171,668,63520,226,3838,413316
201999,17,2,3,Illinois,8745,8745,2349803,235,470,78312,253,855,157620,315,10454,1140722,8125,8125,2234589,234,468,78112,251,847,157007,296,10295,1131909
201999,18,2,3,Indiana,16308,16308,4298385,179,358,48202,46,163,26551,226,5480,615228,15702,15702,4197275,176,352,47792,45,159,26151,194,5156,591785
201999,19,2,4,Iowa,7877,7877,1980909,173,346,51205,80,274,35804,122,3373,432577,7321,7321,1882596,170,340,50410,79,271,35564,110,3250,423999
201999,20,2,4,Kansas,5089,5089,1319253,350,700,76774,60,214,34183,69,1958,252711,4136,4136,1141536,205,410,54201,56,201,33116,55,1777,239683
201999,21,3,6,Kentucky,7467,7467,1712857,156,312,30280,57,215,19305,189,3817,373395,6903,6903,1631142,137,274,27925,46,176,16022,175,3737,369784
201999,22,3,7,Louisiana,14013,14013,2903602,248,496,45984,39,137,13365,52,1147,173135,12888,12888,2703832,248,496,45984,38,133,13365,52,1147,173135
201999,23,1,1,Maine,3474,3474,833466,98,196,33260,8,29,3862,50,1061,134152,2647,2647,676494,95,190,32291,8,29,3862,48,983,125632
201999,24,3,5,Maryland,12053,12053,2733697,76,152,20783,25,95,15116,119,6191,984427,11918,11918,2707205,76,152,20783,25,95,15116,119,6191,984427
