Survey,FIPS,Region,Division,State,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,       5+ units rep
Date,State,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202203,01,3,6,Alabama,4806,4806,1178201,6,12,1436,7,26,2299,19,835,103345,2628,2628,731922,1,2,160,0,0,0,6,333,47930
202203,02,4,9,Alaska,274,274,85439,7,14,2298,4,15,2687,6,68,11464,24,24,6874,2,4,658,0,0,0,0,0,0
202203,04,4,8,Arizona,13437,13437,3680920,334,668,70945,23,87,14086,147,4025,624115,12154,12154,3332167,322,644,68104,22,84,13926,126,3384,520119
202203,05,3,7,Arkansas,2652,2652,668365,72,144,15429,24,77,5626,60,900,96662,1744,1744,492999,22,44,4760,9,28,2961,35,604,70154
202203,06,4,9,California,17128,17128,4955451,296,592,119595,113,386,89338,459,9995,1692060,13348,13348,3911718,258,516,102686,91,311,74439,323,8017,1398195
202203,08,4,8,Colorado,7560,7560,2460493,118,236,44126,24,86,17843,217,6887,1027166,6314,6314,2020894,104,208,39338,17,65,13978,176,6405,940784
202203,09,1,1,Connecticut,688,688,253382,48,96,8110,2,7,1719,27,376,38699,348,348,144865,44,88,7044,0,0,0,7,201,23705
202203,10,3,5,Delaware,1650,1650,206619,31,62,6000,0,0,0,0,0,0,1322,1322,200299,31,62,6000,0,0,0,0,0,0
202203,11,3,5,District of Columbia,120,120,28709,10,20,2569,0,0,0,11,1001,124690,120,120,28709,10,20,2569,0,0,0,11,1001,124690
202203,12,3,5,Florida,37348,37348,10525683,303,606,99826,88,318,51322,446,14663,1976011,32520,32520,9218664,263,526,89516,82,299,46513,377,13379,1852504
202203,13,3,5,Georgia,13944,13944,3274519,68,136,25487,69,256,28750,212,5187,619524,10052,10052,2503748,44,88,18501,64,240,27192,159,4315,514858
202203,15,4,9,Hawaii,636,636,290953,30,60,10173,1,3,750,15,563,192115,540,540,235165,26,52,8309,0,0,0,12,527,143637
202203,16,4,8,Idaho,3621,3621,955764,26,52,9330,63,246,29198,109,1671,236913,2897,2897,778895,18,36,6603,57,226,26796,82,1289,197569
202203,17,2,3,Illinois,2492,2492,656094,47,94,15543,57,192,32072,67,1827,384503,1972,1972,527010,39,78,14123,55,185,30859,41,1595,353912
202203,18,2,3,Indiana,4954,4954,1510836,92,184,25225,6,22,1677,71,1885,241716,3895,3895,1242341,65,130,21061,5,19,1377,45,1553,209724
202203,19,2,4,Iowa,1752,1752,495894,61,122,25768,9,34,6900,18,368,53857,1460,1460,423465,47,94,20595,8,31,6675,9,300,46648
202203,20,2,4,Kansas,1402,1402,480525,154,308,41225,8,26,2845,15,631,80941,1090,1090,395460,126,252,33981,4,14,1875,15,631,80941
202203,21,3,6,Kentucky,2554,2554,619001,56,112,13058,15,50,4759,51,584,49226,1501,1501,399805,42,84,10216,8,28,2375,33,262,20173
202203,22,3,7,Louisiana,4191,4191,976864,64,128,20835,4,12,1677,20,250,36388,1813,1813,454795,20,40,2756,0,0,0,12,71,5797
202203,23,1,1,Maine,888,888,238225,25,50,8732,4,15,2564,27,744,108851,269,269,90103,9,18,3504,0,0,0,12,634,97650
202203,24,3,5,Maryland,2918,2918,733498,2,4,520,1,3,859,47,2755,316963,2787,2787,707689,0,0,0,0,0,0,40,2499,277555
202203,25,1,1,Massachusetts,1660,1660,638533,80,160,32475,26,82,17912,168,3148,600223,843,843,390845,53,106,21077,18,57,12988,38,1784,424872
