Survey,State,6-Digit,County,Place,CSA,CBSA,Central,Zip,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,CSA,Code,City,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2003,25,033000,027,    ,148,49340, ,01501      ,1,1,0,,Auburn town,58,58,7728427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,035000,021,    ,148,14460, ,02322      ,1,1,12,,Avon town,2,2,195000,0,0,0,0,0,0,0,0,0,2,2,195000,0,0,0,0,0,0,0,0,0
2003,25,037000,017,    ,148,14460, ,01432      ,1,1,12,,Ayer town,12,12,2143000,0,0,0,0,0,0,0,0,0,12,12,2143000,0,0,0,0,0,0,0,0,0
2003,25,041000,001,0270,999,12700,1,02601      ,1,1,12,,Barnstable Town,114,114,30205342,1,2,156864,4,14,1904280,0,0,0,114,114,30205342,1,2,156864,4,14,1904280,0,0,0
2003,25,043000,027,    ,148,49340, ,01005      ,1,1,4,,Barre town,22,22,2924368,0,0,0,0,0,0,0,0,0,8,8,1295000,0,0,0,0,0,0,0,0,0
2003,25,045000,003,    ,999,38340, ,01223      ,1,1,12,,Becket town,24,24,4800000,0,0,0,0,0,0,0,0,0,24,24,4800000,0,0,0,0,0,0,0,0,0
2003,25,047000,017,    ,148,14460, ,01730      ,1,1,12,,Bedford town,26,26,7361432,2,4,526908,0,0,0,0,0,0,26,26,7361432,2,4,526908,0,0,0,0,0,0
2003,25,049000,015,    ,999,44140, ,01007      ,1,1,12,,Belchertown town,107,107,16556800,8,16,1150000,0,0,0,0,0,0,107,107,16556800,8,16,1150000,0,0,0,0,0,0
2003,25,051000,021,    ,148,14460, ,02019      ,1,1,12,,Bellingham town,71,71,11337993,0,0,0,0,0,0,0,0,0,71,71,11337993,0,0,0,0,0,0,0,0,0
2003,25,053000,017,    ,148,14460, ,02478      ,1,1,12,,Belmont town,9,9,1719000,1,2,190000,0,0,0,0,0,0,9,9,1719000,1,2,190000,0,0,0,0,0,0
2003,25,055000,005,    ,999,39300, ,02779      ,1,1,12,,Berkley town,34,34,5467000,0,0,0,0,0,0,0,0,0,34,34,5467000,0,0,0,0,0,0,0,0,0
2003,25,059000,027,    ,148,49340, ,01503      ,1,1,12,,Berlin town,13,13,3476780,0,0,0,0,0,0,0,0,0,13,13,3476780,0,0,0,0,0,0,0,0,0
2003,25,061000,011,    ,999,44140, ,01301      ,1,1,12,,Bernardston town,14,14,2231240,0,0,0,0,0,0,0,0,0,14,14,2231240,0,0,0,0,0,0,0,0,0
2003,25,063000,009,0390,148,14460, ,01915      ,1,1,0,,Beverly,46,46,9971465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,065000,017,    ,148,14460, ,01821      ,1,1,12,,Billerica town,55,55,6603600,0,0,0,18,72,4947235,4,180,14397844,55,55,6603600,0,0,0,18,72,4947235,4,180,14397844
2003,25,067000,027,    ,148,49340, ,01504      ,1,1,0,,Blackstone town,24,24,2184203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,069000,013,    ,999,44140, ,01034      ,1,1,12,,Blandford town,10,10,2026000,0,0,0,0,0,0,0,0,0,10,10,2026000,0,0,0,0,0,0,0,0,0
2003,25,071000,027,    ,148,49340, ,01740      ,1,1,0,,Bolton town,26,26,3721752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,073000,025,0440,148,14460,1,02118      ,1,1,12,,Boston,100,100,15187231,102,204,17730236,54,174,12653691,38,1030,71610465,100,100,15187231,102,204,17730236,54,174,12653691,38,1030,71610465
2003,25,075000,001,    ,999,12700, ,02532      ,1,1,12,,Bourne town,82,82,13130100,2,4,408000,15,48,5130000,0,0,0,82,82,13130100,2,4,408000,15,48,5130000,0,0,0
2003,25,077000,017,    ,148,14460, ,01719      ,1,1,12,,Boxborough town,32,32,6985592,0,0,0,0,0,0,0,0,0,32,32,6985592,0,0,0,0,0,0,0,0,0
2003,25,079000,009,    ,148,14460, ,01921      ,1,1,12,,Boxford town,13,13,4728000,0,0,0,0,0,0,0,0,0,13,13,4728000,0,0,0,0,0,0,0,0,0
2003,25,081000,027,    ,148,49340, ,01505      ,1,1,12,,Boylston town,21,21,4643160,0,0,0,0,0,0,0,0,0,21,21,4643160,0,0,0,0,0,0,0,0,0
2003,25,083000,021,    ,148,14460, ,02184      ,1,1,12,,Braintree town,22,22,4432250,0,0,0,0,0,0,3,153,13650000,22,22,4432250,0,0,0,0,0,0,3,153,13650000
2003,25,085000,001,    ,999,12700, ,02631      ,1,1,12,,Brewster town,51,51,16056700,0,0,0,0,0,0,0,0,0,51,51,16056700,0,0,0,0,0,0,0,0,0
2003,25,087000,023,    ,148,14460, ,02324      ,1,1,12,,Bridgewater town,79,79,12489885,0,0,0,0,0,0,0,0,0,79,79,12489885,0,0,0,0,0,0,0,0,0
2003,25,089000,013,    ,999,44140, ,01010      ,1,1,12,,Brimfield town,25,25,3260688,0,0,0,0,0,0,0,0,0,25,25,3260688,0,0,0,0,0,0,0,0,0
2003,25,093000,023,0540,148,14460,1,02401      ,1,1,12,,Brockton,76,76,7972397,7,14,860731,2,6,367884,1,26,2200000,76,76,7972397,7,14,860731,2,6,367884,1,26,2200000
2003,25,095000,027,    ,148,49340, ,01506      ,1,1,0,,Brookfield town,6,6,773580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,097000,021,    ,148,14460, ,02445      ,1,1,12,,Brookline town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,099000,011,    ,999,44140, ,01301      ,1,1,12,,Buckland town,2,2,277340,0,0,0,0,0,0,0,0,0,2,2,277340,0,0,0,0,0,0,0,0,0
2003,25,101000,017,    ,148,14460, ,01803      ,1,1,12,,Burlington town,45,45,6861000,0,0,0,1,3,327000,7,200,11951472,45,45,6861000,0,0,0,1,3,327000,7,200,11951472
2003,25,103000,017,0610,148,14460,1,02139      ,1,1,12,,Cambridge,22,22,17079409,0,0,0,0,0,0,0,0,220000,22,22,17079409,0,0,0,0,0,0,0,0,220000
2003,25,105000,021,    ,148,14460, ,02021      ,1,1,0,,Canton town,26,26,4437821,1,2,166256,0,0,0,11,72,5251808,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,107000,017,    ,148,14460, ,01741      ,1,1,12,,Carlisle town,7,7,5912144,0,0,0,0,0,0,0,0,0,7,7,5912144,0,0,0,0,0,0,0,0,0
2003,25,109000,023,    ,148,14460, ,02330      ,1,1,6,,Carver town,42,42,5953088,0,0,0,0,0,0,0,0,0,24,24,3497000,0,0,0,0,0,0,0,0,0
2003,25,111000,011,    ,999,44140, ,01301      ,1,1,12,,Charlemont town,9,9,1727624,0,0,0,0,0,0,0,0,0,9,9,1727624,0,0,0,0,0,0,0,0,0
2003,25,113000,027,    ,148,49340, ,01507      ,1,1,12,,Charlton town,81,81,14007332,0,0,0,0,0,0,0,0,0,81,81,14007332,0,0,0,0,0,0,0,0,0
2003,25,115000,001,    ,999,12700, ,02633      ,1,1,0,,Chatham town,91,91,33748001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,117000,017,    ,148,14460, ,01824      ,1,1,12,,Chelmsford town,57,57,10608000,0,0,0,0,0,0,2,31,1450000,57,57,10608000,0,0,0,0,0,0,2,31,1450000
2003,25,119000,025,0700,148,14460, ,02150      ,1,1,12,,Chelsea,1,1,105000,5,10,1190000,1,3,130000,0,0,0,1,1,105000,5,10,1190000,1,3,130000,0,0,0
2003,25,121000,003,    ,999,38340, ,01225      ,1,1,12,,Cheshire town,9,9,1570640,0,0,0,0,0,0,0,0,0,9,9,1570640,0,0,0,0,0,0,0,0,0
2003,25,123000,013,    ,999,44140, ,01011      ,1,1,0,,Chester town,1,1,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,125000,015,    ,999,44140, ,01012      ,1,1,12,,Chesterfield town,10,10,1092276,0,0,0,0,0,0,0,0,0,10,10,1092276,0,0,0,0,0,0,0,0,0
2003,25,127000,013,0760,999,44140, ,01013      ,1,1,12,,Chicopee,33,33,3656050,5,10,510000,0,0,0,0,0,0,33,33,3656050,5,10,510000,0,0,0,0,0,0
2003,25,129000,007,    ,999,99999, ,02535      ,1,1,0,,Chilmark town,48,48,5952623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,131000,003,    ,999,38340, ,01247      ,1,1,12,,Clarksburg town,3,3,492000,0,0,0,0,0,0,0,0,0,3,3,492000,0,0,0,0,0,0,0,0,0
2003,25,133000,027,    ,148,49340, ,015102624  ,1,1,12,,Clinton town,104,104,15600530,0,0,0,0,0,0,0,0,0,104,104,15600530,0,0,0,0,0,0,0,0,0
2003,25,135000,021,    ,148,14460, ,02025      ,1,1,12,,Cohasset town,15,15,5611691,0,0,0,0,0,0,0,0,0,15,15,5611691,0,0,0,0,0,0,0,0,0
2003,25,137000,011,    ,999,44140, ,01340      ,1,1,12,,Colrain town,4,4,282000,0,0,0,0,0,0,0,0,0,4,4,282000,0,0,0,0,0,0,0,0,0
2003,25,139000,017,    ,148,14460, ,01742      ,1,1,12,,Concord town,19,19,10533183,0,0,0,0,0,0,6,42,6635286,19,19,10533183,0,0,0,0,0,0,6,42,6635286
2003,25,141000,011,    ,999,44140, ,01301      ,1,1,12,,Conway town,6,6,1114000,0,0,0,0,0,0,0,0,0,6,6,1114000,0,0,0,0,0,0,0,0,0
2003,25,143000,015,    ,999,44140, ,010260103  ,1,1,12,,Cummington town,6,6,815100,0,0,0,0,0,0,0,0,0,6,6,815100,0,0,0,0,0,0,0,0,0
2003,25,145000,003,    ,999,38340, ,01226      ,1,1,0,,Dalton town,15,15,2678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,147000,009,    ,148,14460, ,01923      ,1,1,12,,Danvers town,34,34,6962950,0,0,0,0,0,0,1,60,6750000,34,34,6962950,0,0,0,0,0,0,1,60,6750000
2003,25,149000,005,    ,999,39300, ,02714      ,1,1,0,,Dartmouth town,136,136,18659206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,151000,021,    ,148,14460, ,02026      ,1,1,12,,Dedham town,16,16,4501500,1,2,190000,0,0,0,1,60,6650000,16,16,4501500,1,2,190000,0,0,0,1,60,6650000
2003,25,153000,011,    ,999,44140, ,01373      ,1,1,12,,Deerfield town,19,19,4567137,0,0,0,0,0,0,0,0,0,19,19,4567137,0,0,0,0,0,0,0,0,0
2003,25,155000,001,    ,999,12700, ,02639      ,1,1,12,,Dennis town,59,59,15564975,0,0,0,0,0,0,0,0,0,59,59,15564975,0,0,0,0,0,0,0,0,0
2003,25,157000,005,    ,999,39300, ,027151101  ,1,1,0,,Dighton town,42,42,1968111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,159000,027,    ,148,49340, ,01516      ,1,1,12,,Douglas town,59,59,11606736,0,0,0,0,0,0,0,0,0,59,59,11606736,0,0,0,0,0,0,0,0,0
2003,25,161000,021,    ,148,14460, ,02030      ,1,1,12,,Dover town,8,8,4409640,0,0,0,0,0,0,0,0,0,8,8,4409640,0,0,0,0,0,0,0,0,0
2003,25,163000,017,    ,148,14460, ,01826      ,1,1,12,,Dracut town,69,69,17112000,1,2,309000,0,0,0,0,0,0,69,69,17112000,1,2,309000,0,0,0,0,0,0
2003,25,165000,027,    ,148,49340, ,01571      ,1,1,10,,Dudley town,57,57,8119241,0,0,0,0,0,0,0,0,0,48,48,7029780,0,0,0,0,0,0,0,0,0
2003,25,169000,017,    ,148,14460, ,01827      ,1,1,1,,Dunstable town,26,26,2984993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,171000,023,    ,148,14460, ,02332      ,1,1,12,,Duxbury town,39,39,8654000,3,6,895500,1,3,330000,0,0,0,39,39,8654000,3,6,895500,1,3,330000,0,0,0
2003,25,173000,023,    ,148,14460, ,02333      ,1,1,12,,East Bridgewater town,32,32,5540300,0,0,0,0,0,0,0,0,0,32,32,5540300,0,0,0,0,0,0,0,0,0
2003,25,175000,027,    ,148,49340, ,01515      ,1,1,0,,East Brookfield town,4,4,506668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,177000,013,    ,999,44140, ,01028      ,1,1,12,,East Longmeadow town,55,55,10297425,1,2,200000,1,3,480000,0,0,0,55,55,10297425,1,2,200000,1,3,480000,0,0,0
2003,25,179000,001,    ,999,12700, ,02642      ,1,1,11,,Eastham town,40,40,8896811,0,0,0,0,0,0,0,0,0,37,37,8272000,0,0,0,0,0,0,0,0,0
2003,25,181000,015,1085,999,44140, ,01027      ,1,1,12,,Easthampton,17,17,3558000,0,0,0,0,0,0,0,0,0,17,17,3558000,0,0,0,0,0,0,0,0,0
2003,25,183000,005,    ,999,39300, ,02356      ,1,1,7,,Easton town,81,81,17732843,0,0,0,0,0,0,0,0,0,34,34,8614120,0,0,0,0,0,0,0,0,0
2003,25,185000,007,    ,999,99999, ,02539      ,1,1,0,,Edgartown town,66,66,7258614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,187000,003,    ,999,38340, ,01258      ,1,1,12,,Egremont town,11,11,2536000,0,0,0,0,0,0,0,0,0,11,11,2536000,0,0,0,0,0,0,0,0,0
2003,25,189000,011,    ,999,44140, ,01301      ,1,1,12,,Erving town,11,11,1674890,0,0,0,0,0,0,0,0,0,11,11,1674890,0,0,0,0,0,0,0,0,0
2003,25,193000,009,    ,148,14460, ,01929      ,1,1,12,,Essex town,9,9,2170000,1,2,150000,0,0,0,0,0,0,9,9,2170000,1,2,150000,0,0,0,0,0,0
2003,25,195000,017,1200,148,14460, ,02149      ,1,1,12,,Everett,3,3,470000,7,14,1456000,0,0,0,0,0,0,3,3,470000,7,14,1456000,0,0,0,0,0,0
2003,25,197000,005,    ,999,39300, ,02719      ,1,1,12,,Fairhaven town,25,25,3419000,0,0,0,0,0,0,0,0,0,25,25,3419000,0,0,0,0,0,0,0,0,0
2003,25,199000,005,1220,999,39300,1,02722      ,1,1,3,,Fall River,103,103,6590320,15,30,1128735,0,0,0,0,0,0,23,23,1630000,0,0,0,0,0,0,0,0,0
2003,25,201000,001,    ,999,12700, ,02541      ,1,1,12,,Falmouth town,186,186,42143699,4,8,973600,19,57,3350000,0,0,0,186,186,42143699,4,8,973600,19,57,3350000,0,0,0
2003,25,203000,027,1280,148,49340,1,01420      ,1,1,12,,Fitchburg,116,116,17746732,2,4,229800,0,0,0,0,0,0,116,116,17746732,2,4,229800,0,0,0,0,0,0
2003,25,205000,003,    ,999,38340, ,01343      ,1,1,0,,Florida town,1,1,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,207000,021,    ,148,14460, ,02035      ,1,1,12,,Foxborough town,36,36,8838235,3,6,752000,0,0,0,0,0,0,36,36,8838235,3,6,752000,0,0,0,0,0,0
2003,25,209000,017,    ,148,14460, ,01702      ,1,1,12,,Framingham town,27,27,6063335,2,4,382000,0,0,0,0,0,0,27,27,6063335,2,4,382000,0,0,0,0,0,0
2003,25,213000,021,1350,148,14460, ,02038      ,1,1,12,,Franklin,68,68,18471929,0,0,0,0,0,0,0,0,0,68,68,18471929,0,0,0,0,0,0,0,0,0
2003,25,215000,005,    ,999,39300, ,02702      ,1,1,12,,Freetown town,57,57,9771018,0,0,0,0,0,0,0,0,0,57,57,9771018,0,0,0,0,0,0,0,0,0
2003,25,217000,027,1370,148,49340, ,01440      ,1,1,0,,Gardner,40,40,5423878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,219000,007,    ,999,99999, ,02535      ,1,1,12,,Aquinnah town,9,9,4850000,0,0,0,0,0,0,0,0,0,9,9,4850000,0,0,0,0,0,0,0,0,0
2003,25,221000,009,    ,148,14460, ,01833      ,1,1,2,,Georgetown town,30,30,6679116,0,0,0,3,9,1285716,5,25,3571425,7,7,1810000,0,0,0,0,0,0,0,0,0
2003,25,223000,011,    ,999,44140, ,01301      ,1,1,12,,Gill town,11,11,2052270,0,0,0,0,0,0,0,0,0,11,11,2052270,0,0,0,0,0,0,0,0,0
2003,25,225000,009,1430,148,14460,1,01930      ,1,1,0,,Gloucester,52,52,9851071,15,30,3122505,3,9,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,227000,015,    ,999,44140, ,01012      ,1,1,12,,Goshen town,5,5,820000,0,0,0,0,0,0,0,0,0,5,5,820000,0,0,0,0,0,0,0,0,0
2003,25,229000,007,    ,999,99999, ,02713      ,1,1,0,,Gosnold town,2,2,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,231000,027,    ,148,49340, ,01519      ,1,1,11,,Grafton town,172,172,30026279,0,0,0,0,0,0,1,5,230450,165,165,28763481,0,0,0,0,0,0,0,0,0
2003,25,233000,015,    ,999,44140, ,01033      ,1,1,12,,Granby town,38,38,6202980,0,0,0,0,0,0,0,0,0,38,38,6202980,0,0,0,0,0,0,0,0,0
2003,25,235000,013,    ,999,44140, ,01008      ,1,1,0,,Granville town,12,12,1390285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,237000,003,    ,999,38340, ,01230      ,1,1,12,,Great Barrington town,30,30,4010575,0,0,0,0,0,0,0,0,0,30,30,4010575,0,0,0,0,0,0,0,0,0
2003,25,239000,011,    ,999,44140, ,01301      ,1,1,12,,Greenfield town,10,10,1014513,2,4,212500,0,0,0,0,0,0,10,10,1014513,2,4,212500,0,0,0,0,0,0
2003,25,241000,017,    ,148,14460, ,01450      ,1,1,0,,Groton town,68,68,15491780,0,0,0,0,0,0,5,25,3485000,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,243000,009,    ,148,14460, ,01834      ,1,1,0,,Groveland town,21,21,3743640,0,0,0,0,0,0,7,36,3098990,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,245000,015,    ,999,44140, ,01035      ,1,1,12,,Hadley town,17,17,2936337,0,0,0,0,0,0,0,0,0,17,17,2936337,0,0,0,0,0,0,0,0,0
2003,25,247000,023,    ,148,14460, ,02338      ,1,1,12,,Halifax town,26,26,4523000,0,0,0,0,0,0,0,0,0,26,26,4523000,0,0,0,0,0,0,0,0,0
2003,25,249000,009,    ,148,14460, ,01936      ,1,1,12,,Hamilton town,12,12,4087390,0,0,0,0,0,0,0,0,0,12,12,4087390,0,0,0,0,0,0,0,0,0
2003,25,253000,013,    ,999,44140, ,01036      ,1,1,12,,Hampden town,8,8,1280000,0,0,0,0,0,0,0,0,0,8,8,1280000,0,0,0,0,0,0,0,0,0
2003,25,257000,003,    ,999,38340, ,01237      ,1,1,12,,Hancock town,6,6,1315000,3,6,1143000,0,0,0,4,40,4310000,6,6,1315000,3,6,1143000,0,0,0,4,40,4310000
2003,25,259000,023,    ,148,14460, ,02339      ,1,1,12,,Hanover town,80,80,17406867,0,0,0,0,0,50000,0,0,0,80,80,17406867,0,0,0,0,0,50000,0,0,0
2003,25,261000,023,    ,148,14460, ,02341      ,1,1,8,,Hanson town,33,33,5364848,0,0,0,0,0,0,0,0,0,25,25,4247340,0,0,0,0,0,0,0,0,0
2003,25,263000,027,    ,148,49340, ,01037      ,1,1,0,,Hardwick town,6,6,929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,265000,027,    ,148,49340, ,01451      ,1,1,12,,Harvard town,9,9,5133000,0,0,0,0,0,0,0,0,0,9,9,5133000,0,0,0,0,0,0,0,0,0
2003,25,267000,001,    ,999,12700, ,02645      ,1,1,12,,Harwich town,66,66,17690000,0,0,0,0,0,0,0,0,0,66,66,17690000,0,0,0,0,0,0,0,0,0
2003,25,269000,015,    ,999,44140, ,01038      ,1,1,12,,Hatfield town,9,9,875882,0,0,0,0,0,0,0,0,0,9,9,875882,0,0,0,0,0,0,0,0,0
2003,25,271000,009,1710,148,14460, ,01830      ,1,1,12,,Haverhill,98,98,12702861,19,38,2646320,0,0,0,1,5,100000,98,98,12702861,19,38,2646320,0,0,0,1,5,100000
2003,25,273000,011,    ,999,44140, ,01301      ,1,1,12,,Hawley town,2,2,319060,0,0,0,0,0,0,0,0,0,2,2,319060,0,0,0,0,0,0,0,0,0
2003,25,275000,011,    ,999,44140, ,01301      ,1,1,12,,Heath town,4,4,525250,0,0,0,0,0,0,0,0,0,4,4,525250,0,0,0,0,0,0,0,0,0
2003,25,277000,023,    ,148,14460, ,020432759  ,1,1,12,,Hingham town,64,64,20778574,0,0,0,0,0,0,2,313,29799395,64,64,20778574,0,0,0,0,0,0,2,313,29799395
2003,25,279000,003,    ,999,38340, ,01235      ,1,1,0,,Hinsdale town,3,3,117441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,281000,021,    ,148,14460, ,02343      ,1,1,12,,Holbrook town,27,27,5681584,0,0,0,0,0,0,0,0,0,27,27,5681584,0,0,0,0,0,0,0,0,0
2003,25,283000,027,    ,148,49340, ,01520      ,1,1,12,,Holden town,33,33,5749057,4,8,560000,0,0,0,2,72,6564880,33,33,5749057,4,8,560000,0,0,0,2,72,6564880
2003,25,285000,013,    ,999,44140, ,01521      ,1,1,12,,Holland town,10,10,1248449,0,0,0,0,0,0,0,0,0,10,10,1248449,0,0,0,0,0,0,0,0,0
2003,25,287000,017,    ,148,14460, ,01746      ,1,1,12,,Holliston town,35,35,7415974,0,0,0,0,0,0,0,0,0,35,35,7415974,0,0,0,0,0,0,0,0,0
2003,25,289000,013,1830,999,44140,1,01040      ,1,1,12,,Holyoke,48,48,7366940,5,10,155400,0,0,0,0,0,0,48,48,7366940,5,10,155400,0,0,0,0,0,0
2003,25,291000,027,    ,148,49340, ,01747      ,1,1,12,,Hopedale town,31,31,5337701,1,2,216400,0,0,0,0,0,0,31,31,5337701,1,2,216400,0,0,0,0,0,0
2003,25,293000,017,    ,148,14460, ,01748      ,1,1,12,,Hopkinton town,49,49,13406300,0,0,0,0,0,0,0,0,0,49,49,13406300,0,0,0,0,0,0,0,0,0
2003,25,295000,027,    ,148,49340, ,01452      ,1,1,12,,Hubbardston town,28,28,4038235,0,0,0,0,0,0,0,0,0,28,28,4038235,0,0,0,0,0,0,0,0,0
2003,25,297000,017,    ,148,14460, ,01749      ,1,1,6,,Hudson town,82,82,10278137,0,0,0,0,0,0,3,158,8462400,59,59,8185000,0,0,0,0,0,0,3,158,8462400
2003,25,299000,023,    ,148,14460, ,02045      ,1,1,12,,Hull town,14,14,2284000,0,0,0,0,0,0,1,16,3200000,14,14,2284000,0,0,0,0,0,0,1,16,3200000
2003,25,301000,015,    ,999,44140, ,01012      ,1,1,12,,Huntington town,6,6,535000,0,0,0,0,0,0,0,0,0,6,6,535000,0,0,0,0,0,0,0,0,0
2003,25,303000,009,    ,148,14460, ,01938      ,1,1,12,,Ipswich town,20,20,3045291,3,6,526344,2,7,522866,2,10,700064,20,20,3045291,3,6,526344,2,7,522866,2,10,700064
2003,25,305000,023,    ,148,14460, ,02364      ,1,1,12,,Kingston town,76,76,15101609,0,0,0,0,0,0,0,0,0,76,76,15101609,0,0,0,0,0,0,0,0,0
2003,25,307000,023,    ,148,14460, ,02347      ,1,1,11,,Lakeville town,37,37,7432130,0,0,0,0,0,0,0,0,0,31,31,6228531,0,0,0,0,0,0,0,0,0
2003,25,309000,027,    ,148,49340, ,01523      ,1,1,12,,Lancaster town,62,62,8184394,0,0,0,0,0,0,0,0,0,62,62,8184394,0,0,0,0,0,0,0,0,0
2003,25,311000,003,    ,999,38340, ,01237      ,1,1,0,,Lanesborough town,11,11,574934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,25,313000,009,2030,148,14460,1,01840      ,1,1,12,,Lawrence,28,28,2834320,8,16,1087320,1,3,201600,1,5,685000,28,28,2834320,8,16,1087320,1,3,201600,1,5,685000
2003,25,315000,003,    ,999,38340, ,01238      ,1,1,12,,Lee town,19,19,3677572,0,0,0,0,0,0,0,0,0,19,19,3677572,0,0,0,0,0,0,0,0,0
2003,25,317000,027,    ,148,49340, ,01524      ,1,1,6,,Leicester town,55,55,8847767,0,0,0,0,0,0,0,0,0,37,37,6154000,0,0,0,0,0,0,0,0,0
2003,25,319000,003,    ,999,38340, ,01240      ,1,1,12,,Lenox town,15,15,5200814,0,0,0,0,0,0,0,0,0,15,15,5200814,0,0,0,0,0,0,0,0,0
2003,25,321000,027,2100,148,49340,1,01453      ,1,1,12,,Leominster,105,105,17375005,2,4,500000,0,0,0,0,0,0,105,105,17375005,2,4,500000,0,0,0,0,0,0
2003,25,323000,011,    ,999,44140, ,01301      ,1,1,12,,Leverett town,9,9,1668185,0,0,0,0,0,0,0,0,0,9,9,1668185,0,0,0,0,0,0,0,0,0
2003,25,325000,017,    ,148,14460, ,02173      ,1,1,10,,Lexington town,61,61,18811014,0,0,0,0,0,0,0,0,0,51,51,15838000,0,0,0,0,0,0,0,0,0
2003,25,327000,011,    ,999,44140, ,01301      ,1,1,12,,Leyden town,6,6,1186697,0,0,0,0,0,0,0,0,0,6,6,1186697,0,0,0,0,0,0,0,0,0
2003,25,329000,017,    ,148,14460, ,01773      ,1,1,12,,Lincoln town,9,9,5776268,0,0,0,0,0,0,0,0,0,9,9,5776268,0,0,0,0,0,0,0,0,0
2003,25,331000,017,    ,148,14460, ,01460      ,1,1,12,,Littleton town,32,32,7582630,0,0,0,0,0,0,0,0,0,32,32,7582630,0,0,0,0,0,0,0,0,0
2003,25,333000,013,    ,999,44140, ,01106      ,1,1,12,,Longmeadow town,2,2,701000,0,0,0,0,0,0,0,0,0,2,2,701000,0,0,0,0,0,0,0,0,0
2003,25,335000,017,2180,148,14460,1,01852      ,1,1,11,,Lowell,129,129,17362393,1,2,136100,2,8,540741,1,6,390000,126,126,17105720,0,0,0,1,4,240000,1,6,390000
2003,25,337000,013,    ,999,44140, ,01056      ,1,1,12,,Ludlow town,68,68,14982000,0,0,0,0,0,0,0,0,0,68,68,14982000,0,0,0,0,0,0,0,0,0
2003,25,339000,027,    ,148,49340, ,01462      ,1,1,12,,Lunenburg town,55,55,2900000,0,0,0,3,10,1562000,0,0,0,55,55,2900000,0,0,0,3,10,1562000,0,0,0
2003,25,341000,009,2210,148,14460,1,01901      ,1,1,12,,Lynn,70,70,10301488,8,16,1409000,2,6,514000,2,24,1140000,70,70,10301488,8,16,1409000,2,6,514000,2,24,1140000
2003,25,343000,009,    ,148,14460, ,01940      ,1,1,12,,Lynnfield town,12,12,4115900,0,0,0,0,0,0,0,0,0,12,12,4115900,0,0,0,0,0,0,0,0,0
2003,25,345000,017,2230,148,14460, ,02148      ,1,1,2,,Malden,48,48,3469893,1,2,78300,0,0,0,1,5,304545,29,29,1710000,0,0,0,0,0,0,0,0,0
2003,25,347000,009,    ,148,14460, ,091441399  ,1,1,12,,Manchester By the Sea town,12,12,3850050,3,6,1166672,2,7,1361108,1,5,972220,12,12,3850050,3,6,1166672,2,7,1361108,1,5,972220
