Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202409,17,001000,095,0005,00113 ,11891 ,3008 ,999,23660, , ,61410      ,2,3,0,Abingdon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,002800,043,0015,00243 ,00250 ,36237 ,176,16980, , ,601012786  ,2,3,9,Addison village,13,13,4552800,0,0,0,0,0,0,3,74,19560000,13,13,4552800,0,0,0,0,0,0,3,74,19560000
202409,17,004900,195,0025,00516 ,00529 ,856 ,221,44580, , ,61230      ,2,3,0,Albany village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,005200,027,0030,00555 ,44667 ,1115 ,476,41180, , ,62215      ,2,3,0,Albers village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,006100,131,0040,00646 ,48398 ,3383 ,209,19340, , ,61231      ,2,3,0,Aledo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,007000,187,0045,00672 ,72065 ,463 ,999,99999,2, ,61412      ,2,3,0,Alexis village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,007900,111,0050,00685 ,00698 ,21945 ,176,16980,2, ,60102      ,2,3,9,Algonquin village,142,142,33142011,0,0,0,0,0,0,0,0,0,142,142,33142011,0,0,0,0,0,0,0,0,0
202409,17,008500,119,0055,00737 ,00750 ,648 ,476,41180, , ,620010309  ,2,3,0,Alhambra village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,009400,185,0060,00815 ,00000 ,463 ,999,99999, , ,62410      ,2,3,0,Allendale village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,009700,139,0065,00867 ,22099 ,141 ,999,99999, , ,61951      ,2,3,0,Allenville village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,010300,183,0070,00880 ,69849 ,263 ,169,19180,2, ,61810      ,2,3,0,Allerton village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,012100,073,0085,00971 ,57108 ,626 ,209,19340, , ,61413      ,2,3,0,Alpha village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202409,17,012700,031,0095,01010 ,83531 ,18483 ,176,16980, , ,60803      ,2,3,0,Alsip village,8,8,2426668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
