Survey,State,6-Digit,County,MSA/,PMSA,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,CMSA,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8699,01,000300,067,9999,9999,3,6,12,12,ABBEVILLE. . . . . . . . . . . . .,11,11,439500,0,0,0,0,0,0,0,0,0,11,11,439500,0,0,0,0,0,0,0,0,0
8699,01,000500,073,1000,9999,3,6,12,12,ADAMSVILLE . . . . . . . . . . . .,26,26,1466000,0,0,0,0,0,0,0,0,0,26,26,1466000,0,0,0,0,0,0,0,0,0
8699,01,000700,133,9999,9999,3,6,12,12,ADDISON TOWN . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,000900,117,1000,9999,3,6,11,11,ALABASTER. . . . . . . . . . . . .,239,239,10735973,0,0,0,0,0,0,11,142,3479054,223,223,10211484,0,0,0,0,0,0,11,142,3479054
8699,01,001000,095,9999,9999,3,6,12,12,ALBERTVILLE. . . . . . . . . . . .,85,85,4183935,0,0,0,3,12,270000,0,0,0,85,85,4183935,0,0,0,3,12,270000,0,0,0
8699,01,001500,123,9999,9999,3,6,12,12,ALEXANDER CITY . . . . . . . . . .,44,44,2084471,3,6,90000,1,4,80000,0,0,0,44,44,2084471,3,6,90000,1,4,80000,0,0,0
8699,01,001700,107,9999,9999,3,6,12,12,ALICEVILLE . . . . . . . . . . . .,1,1,35000,0,0,0,0,0,0,0,0,0,1,1,35000,0,0,0,0,0,0,0,0,0
8699,01,002000,039,9999,9999,3,6,12,12,ANDALUSIA. . . . . . . . . . . . .,20,20,1236800,0,0,0,0,0,0,0,0,0,20,20,1236800,0,0,0,0,0,0,0,0,0
8699,01,002500,015,0450,9999,3,6,0,0,ANNISTON . . . . . . . . . . . . .,56,56,3444883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,002700,095,9999,9999,3,6,12,12,ARAB . . . . . . . . . . . . . . .,65,65,4306600,0,0,0,0,0,0,1,8,240000,65,65,4306600,0,0,0,0,0,0,1,8,240000
8699,01,002900,045,2180,9999,3,6,12,12,ARITON TOWN. . . . . . . . . . . .,1,1,30000,0,0,0,0,0,0,0,0,0,1,1,30000,0,0,0,0,0,0,0,0,0
8699,01,003000,069,2180,9999,3,6,12,12,ASHFORD TOWN . . . . . . . . . . .,9,9,449000,0,0,0,0,0,0,0,0,0,9,9,449000,0,0,0,0,0,0,0,0,0
8699,01,003200,027,9999,9999,3,6,12,12,ASHLAND TOWN . . . . . . . . . . .,1,1,75000,0,0,0,0,0,0,0,0,0,1,1,75000,0,0,0,0,0,0,0,0,0
8699,01,003500,115,1000,9999,3,6,11,11,ASHVILLE TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,004000,083,9999,9999,3,6,12,12,ATHENS . . . . . . . . . . . . . .,196,196,10401367,4,8,106000,0,0,0,12,187,3700000,196,196,10401367,4,8,106000,0,0,0,12,187,3700000
8699,01,004500,053,9999,9999,3,6,12,12,ATMORE . . . . . . . . . . . . . .,11,11,490100,0,0,0,0,0,0,0,0,0,11,11,490100,0,0,0,0,0,0,0,0,0
8699,01,005000,055,2880,9999,3,6,0,0,ATTALLA. . . . . . . . . . . . . .,10,10,330302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,005500,081,9999,9999,3,6,12,12,AUBURN . . . . . . . . . . . . . .,189,189,10965393,7,14,464320,20,80,2419940,30,223,8827323,189,189,10965393,7,14,464320,20,80,2419940,30,223,8827323
8699,01,005600,001,5240,9999,3,6,12,12,AUTAUGA BAL. OF CO.. . . . . . . .,4,4,46000,0,0,0,0,0,0,0,0,0,4,4,46000,0,0,0,0,0,0,0,0,0
8699,01,005700,069,2180,9999,3,6,12,12,AVON TOWN. . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,006000,003,5160,9999,3,6,12,12,BAY MINETTE. . . . . . . . . . . .,28,28,922000,0,0,0,0,0,0,9,49,1349000,28,28,922000,0,0,0,0,0,0,9,49,1349000
8699,01,006200,097,5160,9999,3,6,12,12,BAYOU LA BATRE . . . . . . . . . .,2,2,116825,0,0,0,0,0,0,0,0,0,2,2,116825,0,0,0,0,0,0,0,0,0
8699,01,006300,085,9999,9999,3,6,12,12,BENTON TOWN. . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,006500,073,1000,9999,3,6,12,12,BESSEMER . . . . . . . . . . . . .,44,44,2041630,0,0,0,0,0,0,0,0,0,44,44,2041630,0,0,0,0,0,0,0,0,0
8699,01,007000,073,1000,9999,3,6,12,12,BIRMINGHAM # . . . . . . . . . . .,239,239,10807922,4,8,225920,0,0,0,25,483,9651818,239,239,10807922,4,8,225920,0,0,0,25,483,9651818
8699,01,007200,095,9999,9999,3,6,12,12,BOAZ . . . . . . . . . . . . . . .,33,33,1419000,0,0,0,0,0,0,0,0,0,33,33,1419000,0,0,0,0,0,0,0,0,0
8699,01,007300,041,9999,9999,3,6,12,12,BRANTLEY TOWN. . . . . . . . . . .,3,3,120000,0,0,0,0,0,0,0,0,0,3,3,120000,0,0,0,0,0,0,0,0,0
8699,01,008000,053,9999,9999,3,6,12,12,BREWTON. . . . . . . . . . . . . .,19,19,1459500,0,0,0,0,0,0,0,0,0,19,19,1459500,0,0,0,0,0,0,0,0,0
8699,01,008500,071,9999,9999,3,6,12,12,BRIDGEPORT . . . . . . . . . . . .,8,8,408585,0,0,0,0,0,0,0,0,0,8,8,408585,0,0,0,0,0,0,0,0,0
8699,01,009000,073,1000,9999,3,6,12,12,BROOKSIDE TOWN . . . . . . . . . .,2,2,76000,0,0,0,0,0,0,0,0,0,2,2,76000,0,0,0,0,0,0,0,0,0
8699,01,009250,023,9999,9999,3,6,12,12,BUTLER . . . . . . . . . . . . . .,4,4,187438,0,0,0,0,0,0,0,0,0,4,4,187438,0,0,0,0,0,0,0,0,0
8699,01,009500,117,1000,9999,3,6,12,12,CALERA TOWN. . . . . . . . . . . .,8,8,386000,0,0,0,0,0,0,0,0,0,8,8,386000,0,0,0,0,0,0,0,0,0
8699,01,009700,123,9999,9999,3,6,12,12,CAMP HILL TOWN . . . . . . . . . .,3,3,64500,0,0,0,0,0,0,0,0,0,3,3,64500,0,0,0,0,0,0,0,0,0
8699,01,010200,019,9999,9999,3,6,0,0,CENTRE . . . . . . . . . . . . . .,7,7,285650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,010300,129,9999,9999,3,6,12,12,CHATOM TOWN. . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,010400,033,2650,9999,3,6,0,0,CHEROKEE . . . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,010500,097,5160,9999,3,6,12,12,CHICKASAW. . . . . . . . . . . . .,6,6,110799,0,0,0,0,0,0,0,0,0,6,6,110799,0,0,0,0,0,0,0,0,0
8699,01,011000,121,9999,9999,3,6,0,0,CHILDERSBURG . . . . . . . . . . .,13,13,583200,0,0,0,0,0,0,2,17,354166,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,011500,097,5160,9999,3,6,12,12,CITRONELLE . . . . . . . . . . . .,13,13,695070,0,0,0,0,0,0,0,0,0,13,13,695070,0,0,0,0,0,0,0,0,0
8699,01,012000,021,9999,9999,3,6,12,12,CLANTON. . . . . . . . . . . . . .,26,26,1457000,0,0,0,0,0,0,6,36,475000,26,26,1457000,0,0,0,0,0,0,6,36,475000
8699,01,012200,005,9999,9999,3,6,12,12,CLAYTON TOWN . . . . . . . . . . .,4,4,81000,0,0,0,0,0,0,0,0,0,4,4,81000,0,0,0,0,0,0,0,0,0
8699,01,012525,061,9999,9999,3,6,2,2,COFFEE SPRINGS TOWN #. . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,012600,049,9999,9999,3,6,12,12,COLLINSVILLE TOWN. . . . . . . . .,4,4,196180,0,0,0,0,0,0,0,0,0,4,4,196180,0,0,0,0,0,0,0,0,0
8699,01,013000,117,1000,9999,3,6,12,12,COLUMBIANA . . . . . . . . . . . .,6,6,369000,0,0,0,0,0,0,0,0,0,6,6,369000,0,0,0,0,0,0,0,0,0
8699,01,013225,127,1000,9999,3,6,9,9,CORDOVA. . . . . . . . . . . . . .,7,7,288000,0,0,0,0,0,0,2,10,121562,7,7,288000,0,0,0,0,0,0,0,0,0
8699,01,013300,069,2180,9999,3,6,12,12,COTTONWOOD TOWN. . . . . . . . . .,3,3,118000,0,0,0,0,0,0,0,0,0,3,3,118000,0,0,0,0,0,0,0,0,0
8699,01,013350,097,5160,9999,3,6,12,12,CREOLA TOWN. . . . . . . . . . . .,5,5,282114,0,0,0,0,0,0,0,0,0,5,5,282114,0,0,0,0,0,0,0,0,0
8699,01,013400,049,9999,9999,3,6,12,12,CROSSVILLE TOWN. . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,013500,043,9999,9999,3,6,12,12,CULLMAN. . . . . . . . . . . . . .,39,39,1966346,14,28,429000,1,4,105000,3,48,1119000,39,39,1966346,14,28,429000,1,4,105000,3,48,1119000
8699,01,014000,003,5160,9999,3,6,12,12,DAPHNE . . . . . . . . . . . . . .,35,35,3033401,0,0,0,0,0,0,0,0,0,35,35,3033401,0,0,0,0,0,0,0,0,0
8699,01,014500,103,9999,9999,3,6,12,12,DECATUR. . . . . . . . . . . . . .,356,356,13992341,5,10,127418,37,145,2365366,28,277,4080880,356,356,13992341,5,10,127418,37,145,2365366,28,277,4080880
8699,01,014800,123,9999,9999,3,6,12,12,DADEVILLE. . . . . . . . . . . . .,5,5,160900,0,0,0,0,0,0,0,0,0,5,5,160900,0,0,0,0,0,0,0,0,0
8699,01,014900,045,2180,9999,3,6,12,12,DALEVILLE. . . . . . . . . . . . .,194,194,4414500,0,0,0,0,0,0,0,0,0,194,194,4414500,0,0,0,0,0,0,0,0,0
8699,01,015000,091,9999,9999,3,6,12,12,DEMOPOLIS. . . . . . . . . . . . .,26,26,1513142,0,0,0,0,0,0,0,0,0,26,26,1513142,0,0,0,0,0,0,0,0,0
8699,01,015300,075,9999,9999,3,6,12,12,DETROIT TOWN . . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,015500,127,1000,9999,3,6,12,12,DORA . . . . . . . . . . . . . . .,8,8,291000,0,0,0,0,0,0,2,48,1358625,8,8,291000,0,0,0,0,0,0,2,48,1358625
8699,01,016000,069,2180,9999,3,6,12,12,DOTHAN . . . . . . . . . . . . . .,276,276,11893818,3,6,93728,2,8,160000,1,8,264000,276,276,11893818,3,6,93728,2,8,160000,1,8,264000
8699,01,016200,133,9999,9999,3,6,12,12,DOUBLE SPRINGS . . . . . . . . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,016350,053,9999,9999,3,6,0,0,EAST BREWTON . . . . . . . . . . .,1,1,11647,0,0,0,0,0,0,5,32,416130,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,016500,051,5240,9999,3,6,12,12,ECLECTIC TOWN. . . . . . . . . . .,2,2,92300,0,0,0,0,0,0,0,0,0,2,2,92300,0,0,0,0,0,0,0,0,0
8699,01,017000,031,9999,9999,3,6,12,12,ELBA . . . . . . . . . . . . . . .,1,1,75000,0,0,0,0,0,0,0,0,0,1,1,75000,0,0,0,0,0,0,0,0,0
8699,01,017200,003,5160,9999,3,6,12,12,ELBERTA TOWN . . . . . . . . . . .,4,4,122000,0,0,0,0,0,0,0,0,0,4,4,122000,0,0,0,0,0,0,0,0,0
8699,01,017500,031,9999,9999,3,6,12,12,ENTERPRISE . . . . . . . . . . . .,129,129,6317435,0,0,0,0,0,0,4,25,400000,129,129,6317435,0,0,0,0,0,0,4,25,400000
8699,01,018000,005,9999,9999,3,6,12,12,EUFAULA. . . . . . . . . . . . . .,58,58,3919444,0,0,0,0,0,0,0,0,0,58,58,3919444,0,0,0,0,0,0,0,0,0
8699,01,018500,063,9999,9999,3,6,12,12,EUTAW. . . . . . . . . . . . . . .,8,8,346500,0,0,0,0,0,0,0,0,0,8,8,346500,0,0,0,0,0,0,0,0,0
8699,01,019000,035,9999,9999,3,6,0,0,EVERGREEN. . . . . . . . . . . . .,7,7,272429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8699,01,019500,073,1000,9999,3,6,12,12,FAIRFIELD. . . . . . . . . . . . .,25,25,960500,1,2,35000,0,0,0,0,0,0,25,25,960500,1,2,35000,0,0,0,0,0,0
8699,01,020000,003,5160,9999,3,6,12,12,FAIRHOPE . . . . . . . . . . . . .,39,39,2309935,0,0,0,0,0,0,0,0,0,39,39,2309935,0,0,0,0,0,0,0,0,0
8699,01,020200,103,9999,9999,3,6,12,12,FALKVILLE. . . . . . . . . . . . .,3,3,94000,0,0,0,0,0,0,0,0,0,3,3,94000,0,0,0,0,0,0,0,0,0
8699,01,020500,057,9999,9999,3,6,12,12,FAYETTE. . . . . . . . . . . . . .,13,13,341500,0,0,0,0,0,0,2,40,1207920,13,13,341500,0,0,0,0,0,0,2,40,1207920
8699,01,020700,103,9999,9999,3,6,12,12,FLINT CITY TOWN. . . . . . . . . .,5,5,245225,1,2,56446,1,4,112976,0,0,0,5,5,245225,1,2,56446,1,4,112976,0,0,0
8699,01,021000,053,9999,9999,3,6,12,12,FLOMATON TOWN. . . . . . . . . . .,1,1,35000,0,0,0,0,0,0,0,0,0,1,1,35000,0,0,0,0,0,0,0,0,0
