Survey,State,6-Digit,County,MSA/,PMSA,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,CMSA,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

9499,01,001000,067,9999,9999,3,6,12,12,Abbeville,3,3,299400,0,0,0,0,0,0,0,0,0,3,3,299400,0,0,0,0,0,0,0,0,0
9499,01,002000,073,1000,9999,3,6,5,5,Adamsville,6,6,722797,0,0,0,0,0,0,0,0,0,3,3,433000,0,0,0,0,0,0,0,0,0
9499,01,005000,117,1000,9999,3,6,0,0,Alabaster,234,234,14551666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,006000,095,9999,9999,3,6,12,12,Albertville,89,89,9531000,0,0,0,1,4,200000,0,0,0,89,89,9531000,0,0,0,1,4,200000,0,0,0
9499,01,007000,123,9999,9999,3,6,11,11,Alexander City,73,73,5864247,3,6,200000,0,0,0,6,36,1008000,64,64,5215206,3,6,200000,0,0,0,6,36,1008000
9499,01,008000,107,9999,9999,3,6,11,11,Aliceville,6,6,258750,0,0,0,0,0,0,0,0,0,6,6,258750,0,0,0,0,0,0,0,0,0
9499,01,012000,039,9999,9999,3,6,12,12,Andalusia,18,18,1269478,1,2,30000,0,0,0,0,0,0,18,18,1269478,1,2,30000,0,0,0,0,0,0
9499,01,014000,015,0450,9999,3,6,6,6,Anniston,65,65,3461146,0,0,0,0,0,0,0,0,0,39,39,1997000,0,0,0,0,0,0,0,0,0
9499,01,016000,095,9999,9999,3,6,12,12,Arab,41,41,2722166,0,0,0,0,0,0,0,0,0,41,41,2722166,0,0,0,0,0,0,0,0,0
9499,01,017000,083,3440,9999,3,6,0,0,Ardmore town (N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,020000,045,2180,9999,3,6,12,12,Ariton town,1,1,87500,0,0,0,0,0,0,0,0,0,1,1,87500,0,0,0,0,0,0,0,0,0
9499,01,022000,069,2180,9999,3,6,0,0,Ashford,13,13,936000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,023000,027,9999,9999,3,6,12,12,Ashland,8,8,467000,0,0,0,0,0,0,0,0,0,8,8,467000,0,0,0,0,0,0,0,0,0
9499,01,024000,115,1000,9999,3,6,12,12,Ashville town #,6,6,393500,0,0,0,0,0,0,0,0,0,6,6,393500,0,0,0,0,0,0,0,0,0
9499,01,025000,083,3440,9999,3,6,12,12,Athens,104,104,10401790,1,2,64530,0,0,0,6,40,1250004,104,104,10401790,1,2,64530,0,0,0,6,40,1250004
9499,01,026000,053,9999,9999,3,6,0,0,Atmore,11,11,670494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,027000,055,2880,9999,3,6,11,11,Attalla,10,10,570150,0,0,0,0,0,0,0,0,0,10,10,570150,0,0,0,0,0,0,0,0,0
9499,01,028000,081,9999,9999,3,6,12,12,Auburn,235,235,28257762,21,42,1670404,1,4,145000,14,112,3465362,235,235,28257762,21,42,1670404,1,4,145000,14,112,3465362
9499,01,031000,069,2180,9999,3,6,12,12,Avon town,2,2,141000,0,0,0,0,0,0,0,0,0,2,2,141000,0,0,0,0,0,0,0,0,0
9499,01,034000,003,5160,9999,3,6,2,2,Baldwin County Unincorporated Area (N),1049,1049,74983639,0,0,0,0,0,0,0,0,0,159,159,14018024,0,0,0,0,0,0,0,0,0
9499,01,037000,003,5160,9999,3,6,12,12,Bay Minette,23,23,1671527,0,0,0,1,4,160480,1,50,1906444,23,23,1671527,0,0,0,1,4,160480,1,50,1906444
9499,01,038000,097,5160,9999,3,6,12,12,Bayou La Batre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,043000,085,9999,9999,3,6,0,0,Benton town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,045000,073,1000,9999,3,6,12,12,Bessemer,16,16,868875,0,0,0,0,0,0,0,0,0,16,16,868875,0,0,0,0,0,0,0,0,0
9499,01,048000,073,1000,9999,3,6,12,12,Birmingham,166,166,13348959,1,2,71589,0,0,0,1,58,2376750,166,166,13348959,1,2,71589,0,0,0,1,58,2376750
9499,01,052000,009,1000,9999,3,6,12,12,Blountsville town (N),6,6,307000,0,0,0,0,0,0,0,0,0,6,6,307000,0,0,0,0,0,0,0,0,0
9499,01,056000,095,9999,9999,3,6,12,12,Boaz,35,35,2605500,0,0,0,0,0,0,0,0,0,35,35,2605500,0,0,0,0,0,0,0,0,0
9499,01,059000,115,1000,9999,3,6,12,12,Branchville town (N)#,2,2,185856,0,0,0,0,0,0,0,0,0,2,2,185856,0,0,0,0,0,0,0,0,0
9499,01,060000,041,9999,9999,3,6,12,12,Brantley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,062000,053,9999,9999,3,6,0,0,Brewton,21,21,2059283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,063000,071,9999,9999,3,6,12,12,Bridgeport,6,6,304000,0,0,0,0,0,0,0,0,0,6,6,304000,0,0,0,0,0,0,0,0,0
9499,01,064000,073,1000,9999,3,6,0,0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,066000,073,1000,9999,3,6,12,12,Brookside town,4,4,357000,0,0,0,0,0,0,0,0,0,4,4,357000,0,0,0,0,0,0,0,0,0
9499,01,068000,109,9999,9999,3,6,12,12,Brundidge (N),1,1,24240,0,0,0,0,0,0,0,0,0,1,1,24240,0,0,0,0,0,0,0,0,0
9499,01,070000,023,9999,9999,3,6,12,12,Butler,2,2,151868,0,0,0,0,0,0,4,44,1644676,2,2,151868,0,0,0,0,0,0,4,44,1644676
9499,01,072000,117,1000,9999,3,6,12,12,Calera,11,11,969944,0,0,0,0,0,0,0,0,0,11,11,969944,0,0,0,0,0,0,0,0,0
9499,01,075000,123,9999,9999,3,6,10,10,Camp Hill town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,077000,073,1000,9999,3,6,12,12,Cardiff town (N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,081000,019,9999,9999,3,6,12,12,Cedar Bluff town (N),8,8,370000,0,0,0,0,0,0,0,0,0,8,8,370000,0,0,0,0,0,0,0,0,0
9499,01,082000,019,9999,9999,3,6,0,0,Centre,15,15,687954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,083000,007,9999,9999,3,6,12,12,Centreville (N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,085000,129,9999,9999,3,6,12,12,Chatom town,2,2,85000,0,0,0,0,0,0,0,0,0,2,2,85000,0,0,0,0,0,0,0,0,0
9499,01,087000,033,2650,9999,3,6,0,0,Cherokee town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,088000,097,5160,9999,3,6,12,12,Chickasaw,1,1,28800,0,0,0,0,0,0,0,0,0,1,1,28800,0,0,0,0,0,0,0,0,0
9499,01,089000,121,9999,9999,3,6,12,12,Childersburg,15,15,1422000,0,0,0,0,0,0,1,16,228000,15,15,1422000,0,0,0,0,0,0,1,16,228000
9499,01,092000,097,5160,9999,3,6,12,12,Citronelle,35,35,1556614,0,0,0,0,0,0,0,0,0,35,35,1556614,0,0,0,0,0,0,0,0,0
9499,01,093000,021,9999,9999,3,6,12,12,Clanton,40,40,3607000,0,0,0,0,0,0,0,0,0,40,40,3607000,0,0,0,0,0,0,0,0,0
9499,01,097000,005,9999,9999,3,6,12,12,Clayton town,1,1,25000,0,0,0,0,0,0,0,0,0,1,1,25000,0,0,0,0,0,0,0,0,0
9499,01,106000,049,9999,9999,3,6,12,12,Collinsville town,2,2,62000,0,0,0,0,0,0,0,0,0,2,2,62000,0,0,0,0,0,0,0,0,0
9499,01,112000,051,5240,9999,3,6,12,12,Coosada town (N),16,16,1219000,0,0,0,0,0,0,0,0,0,16,16,1219000,0,0,0,0,0,0,0,0,0
9499,01,113000,127,9999,9999,3,6,2,2,Cordova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,114000,069,2180,9999,3,6,3,3,Cottonwood town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,116000,073,1000,9999,3,6,12,12,County Line town (N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,121000,097,5160,9999,3,6,0,0,Creola,16,16,326908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,122000,049,9999,9999,3,6,0,0,Crossville town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,124000,043,9999,9999,3,6,12,12,Cullman,71,71,5457775,2,4,90000,1,4,60000,3,29,855000,71,71,5457775,2,4,90000,1,4,60000,3,29,855000
9499,01,126000,123,9999,9999,3,6,12,12,Dadeville,7,7,321800,0,0,0,0,0,0,0,0,0,7,7,321800,0,0,0,0,0,0,0,0,0
9499,01,127000,045,2180,9999,3,6,12,12,Dale County Unincorporated Area (N),14,14,1300992,0,0,0,0,0,0,0,0,0,14,14,1300992,0,0,0,0,0,0,0,0,0
9499,01,128000,045,2180,9999,3,6,12,12,Daleville,5,5,397000,0,0,0,0,0,0,0,0,0,5,5,397000,0,0,0,0,0,0,0,0,0
9499,01,130000,003,5160,9999,3,6,12,12,Daphne,247,247,23775000,0,0,0,1,4,105000,1,160,6330000,247,247,23775000,0,0,0,1,4,105000,1,160,6330000
9499,01,131000,097,5160,9999,3,6,0,0,Dauphin Island town (N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,136000,103,2030,9999,3,6,12,12,Decatur #,265,265,23655213,0,0,0,2,8,240000,1,8,200000,265,265,23655213,0,0,0,2,8,240000,1,8,200000
9499,01,137000,091,9999,9999,3,6,12,12,Demopolis,30,30,2060045,0,0,0,0,0,0,0,0,0,30,30,2060045,0,0,0,0,0,0,0,0,0
9499,01,139000,127,9999,9999,3,6,12,12,Dora,2,2,126000,0,0,0,0,0,0,0,0,0,2,2,126000,0,0,0,0,0,0,0,0,0
9499,01,141000,069,2180,9999,3,6,12,12,Dothan,331,331,20017070,2,4,108800,4,13,345200,2,12,225000,331,331,20017070,2,4,108800,4,13,345200,2,12,225000
9499,01,142000,133,9999,9999,3,6,12,12,Double Springs town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,146000,053,9999,9999,3,6,0,0,East Brewton,1,1,57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,147000,051,5240,9999,3,6,12,12,Eclectic town,1,1,60000,0,0,0,0,0,0,0,0,0,1,1,60000,0,0,0,0,0,0,0,0,0
9499,01,149000,031,9999,9999,3,6,12,12,Elba #,12,12,285000,0,0,0,0,0,0,0,0,0,12,12,285000,0,0,0,0,0,0,0,0,0
9499,01,150000,003,5160,9999,3,6,12,12,Elberta town,5,5,228808,0,0,0,0,0,0,0,0,0,5,5,228808,0,0,0,0,0,0,0,0,0
9499,01,151000,127,9999,9999,3,6,12,12,Eldridge town (N)#,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,155000,031,9999,9999,3,6,12,12,Enterprise,118,118,9514700,0,0,0,0,0,0,0,0,0,118,118,9514700,0,0,0,0,0,0,0,0,0
9499,01,161000,005,9999,9999,3,6,12,12,Eufaula,46,46,3993635,1,2,75600,0,0,0,0,0,0,46,46,3993635,1,2,75600,0,0,0,0,0,0
9499,01,163000,063,9999,9999,3,6,0,0,Eutaw,4,4,358666,0,0,0,0,0,0,1,42,1482891,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,165000,035,9999,9999,3,6,12,12,Evergreen,9,9,367440,0,0,0,0,0,0,1,8,275000,9,9,367440,0,0,0,0,0,0,1,8,275000
9499,01,166000,099,9999,9999,3,6,12,12,Excel town (N),3,3,175000,0,0,0,0,0,0,0,0,0,3,3,175000,0,0,0,0,0,0,0,0,0
9499,01,167000,073,1000,9999,3,6,12,12,Fairfield,21,21,993400,0,0,0,0,0,0,0,0,0,21,21,993400,0,0,0,0,0,0,0,0,0
9499,01,168000,003,5160,9999,3,6,12,12,Fairhope,189,189,25036725,2,4,190000,4,16,1041000,9,131,7672000,189,189,25036725,2,4,190000,4,16,1041000,9,131,7672000
9499,01,170000,103,2030,9999,3,6,12,12,Falkville town,2,2,178466,2,4,90000,1,4,60000,0,0,0,2,2,178466,2,4,90000,1,4,60000,0,0,0
9499,01,172000,057,9999,9999,3,6,12,12,Fayette,11,11,655442,0,0,0,0,0,0,0,0,0,11,11,655442,0,0,0,0,0,0,0,0,0
9499,01,176000,053,9999,9999,3,6,12,12,Flomaton town,4,4,142000,0,0,0,0,0,0,0,0,0,4,4,142000,0,0,0,0,0,0,0,0,0
9499,01,177000,039,9999,9999,3,6,0,0,Florala,1,1,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,178000,077,2650,9999,3,6,12,12,Florence #,164,164,9409635,4,8,169376,11,42,583917,20,172,3716757,164,164,9409635,4,8,169376,11,42,583917,20,172,3716757
9499,01,179000,003,5160,9999,3,6,0,0,Foley,74,74,3568811,36,72,2016000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,01,181000,085,9999,9999,3,6,12,12,Fort Deposit town,2,2,84000,0,0,0,0,0,0,0,0,0,2,2,84000,0,0,0,0,0,0,0,0,0
