Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
8899,1000,9999,    ,Birmingham AL MSA,2667,2667,213025,10,20,446,8,31,1079,40,438,10258,2539,2539,203398,10,20,446,8,31,1079,39,433,10124
8899,1010,9999,    ,Bismarck ND MSA,170,170,14109,0,0,0,3,12,532,2,20,1021,170,170,14109,0,0,0,3,12,532,2,20,1021
8899,1020,9999,    ,Bloomington IN MSA,475,475,44934,6,12,449,2,8,450,6,39,3830,475,475,44934,6,12,449,2,8,450,6,39,3830
8899,1040,9999,    ,Bloomington-Normal IL MSA,561,561,36937,5,10,379,6,23,737,20,264,6806,560,560,36887,5,10,379,6,23,737,20,264,6806
8899,1080,9999,    ,Boise City ID MSA,1198,1198,93300,6,12,695,24,93,2906,15,120,3108,1198,1198,93300,6,12,695,24,93,2906,15,120,3108
8899,1122,1120,    ,Boston MA PMSA,5504,5504,646139,295,590,29963,87,295,16066,208,3298,184557,4442,4442,569264,256,512,26843,69,238,14166,115,2535,146103
8899,1122,1200,    ,Brockton MA PMSA,469,469,45142,32,64,3232,7,24,659,6,113,7286,420,420,42213,32,64,3232,7,24,659,5,108,6686
8899,1122,4160,    ,Lawrence-Haverhill MA-NH PMSA,1587,1587,142763,155,310,14019,22,82,4601,45,680,28273,1395,1395,130345,129,258,11666,21,79,4572,34,618,25245
8899,1122,4560,    ,Lowell MA-NH PMSA,870,870,76037,27,54,2767,2,7,272,10,113,5571,832,832,71023,27,54,2767,2,7,272,10,113,5571
8899,1122,5350,    ,Nashua NH PMSA,900,900,95575,71,142,6522,14,53,3312,23,294,14661,785,785,87661,39,78,4155,8,32,2308,22,289,14484
8899,1122,7090,    ,Salem-Gloucester MA PMSA,803,803,83183,27,54,4986,4,13,1105,9,341,19391,632,632,70611,27,54,4986,4,13,1105,9,341,19391
8899,1140,9999,    ,Bradenton FL MSA,1230,1230,62003,66,132,11098,33,129,5089,45,679,49904,1230,1230,62003,66,132,11098,33,129,5089,45,679,49904
8899,1150,9999,    ,Bremerton WA MSA,991,991,52768,15,30,958,3,10,432,45,412,14363,958,958,50601,14,28,897,3,10,432,39,350,13123
8899,1240,9999,    ,Brownsville-Harlingen TX MSA,549,549,21966,4,8,197,1,4,105,2,18,232,536,536,21473,4,8,197,1,4,105,2,18,232
8899,1260,9999,    ,Bryan-College Station TX MSA,218,218,21166,0,0,0,0,0,0,0,0,0,218,218,21166,0,0,0,0,0,0,0,0,0
8899,1282,1280,    ,Buffalo NY PMSA,2991,2991,251597,76,152,6278,8,31,1204,38,389,8923,2981,2981,251062,76,152,6278,8,31,1204,38,389,8923
8899,1282,5700,    ,Niagara Falls NY PMSA,604,604,47276,31,62,2791,24,96,3055,13,169,3449,604,604,47276,31,62,2791,24,96,3055,13,169,3449
8899,1300,9999,    ,Burlington NC MSA,586,586,38550,32,64,3353,11,35,1606,25,193,5331,586,586,38550,32,64,3353,11,35,1606,25,193,5331
8899,1305,9999,    ,Burlington VT MSA,672,672,65577,30,60,2199,27,102,5221,19,137,4820,607,607,61438,19,38,1505,26,99,5097,8,46,1792
8899,1320,9999,    ,Canton OH MSA,792,792,76217,29,58,2166,6,20,1257,13,118,2940,787,787,75776,27,54,2011,5,16,1150,7,70,1980
8899,1350,9999,    ,Casper WY MSA,24,24,2302,0,0,0,0,0,0,0,0,0,24,24,2302,0,0,0,0,0,0,0,0,0
8899,1360,9999,    ,Cedar Rapids IA MSA,508,508,31714,7,14,659,16,62,2882,3,112,2508,502,502,31343,7,14,659,16,62,2882,3,112,2508
8899,1400,9999,    ,Champaign-Urbana-Rantoul IL MSA,364,364,28492,23,46,2320,2,7,509,20,443,15287,350,350,27648,23,46,2320,2,7,509,20,443,15287
8899,1440,9999,    ,Charleston SC MSA,2946,2946,220884,40,80,2381,9,31,876,24,191,4578,2562,2562,200284,32,64,1780,9,31,876,12,125,3250
8899,1480,9999,    ,Charleston WV MSA,164,164,11901,0,0,0,1,3,124,6,37,637,139,139,10886,0,0,0,0,0,0,0,0,0
8899,1520,9999,    ,Charlotte-Gastonia-Rock Hill NC-SC MSA,8423,8423,610232,81,162,5263,48,180,4593,341,4088,80993,8414,8414,609974,81,162,5263,48,180,4593,341,4088,80993
8899,1540,9999,    ,Charlottesville VA MSA,1011,1011,85080,10,20,628,7,26,1183,11,122,9791,1011,1011,85080,10,20,628,7,26,1183,11,122,9791
8899,1560,9999,    ,Chattanooga TN-GA MSA,2024,2024,141224,56,112,3049,15,60,1268,22,531,12866,1998,1998,140096,53,106,2905,15,60,1268,18,469,12168
8899,1580,9999,    ,Cheyenne WY MSA,160,160,11912,1,2,20,0,0,0,1,162,5878,160,160,11912,1,2,20,0,0,0,1,162,5878
8899,1602,0620,    ,Aurora-Elgin IL PMSA,3107,3107,365541,114,228,12937,53,207,12710,24,358,14671,3091,3091,364096,114,228,12937,53,207,12710,24,358,14671
8899,1602,1600,    ,Chicago IL PMSA,16322,16322,1732246,143,286,16798,294,1087,63479,534,8940,419532,15650,15650,1671404,143,286,16798,276,1031,61579,516,8781,411331
8899,1602,2960,    ,Gary-Hammond IN PMSA,1690,1690,136762,21,42,2203,12,46,1596,12,198,7688,1674,1674,135725,21,42,2203,12,46,1596,11,193,7563
8899,1602,3690,    ,Joliet IL PMSA,2417,2417,223663,16,32,1423,13,50,2757,14,232,7012,2060,2060,188344,16,32,1423,8,31,1602,13,227,6856
8899,1602,3800,    ,Kenosha WI PMSA,368,368,30523,9,18,694,6,24,360,13,275,14000,363,363,30099,9,18,694,6,24,360,13,275,14000
8899,1602,3965,    ,Lake County IL PMSA,4219,4219,493198,38,76,4141,18,61,3512,52,806,24340,4153,4153,487317,38,76,4141,15,52,3267,48,744,23134
8899,1620,9999,    ,Chico CA MSA,1196,1196,95505,5,10,557,24,95,4849,9,59,2642,1196,1196,95505,5,10,557,24,95,4849,9,59,2642
8899,1642,1640,    ,Cincinnati OH-KY-IN PMSA,5596,5596,497603,55,110,3815,27,97,4210,287,3624,92858,5387,5387,487625,53,106,3715,27,97,4210,275,3561,91194
8899,1642,3200,    ,Hamilton-Middletown OH PMSA,1420,1420,96135,13,26,1511,49,192,8164,29,228,7139,1420,1420,96135,13,26,1511,49,192,8164,29,228,7139
8899,1660,9999,    ,Clarksville-Hopkinsville TN-KY MSA,980,980,54087,19,38,895,17,68,1930,32,246,4968,980,980,54087,19,38,895,17,68,1930,32,246,4968
8899,1692,0080,    ,Akron OH PMSA,2033,2033,192656,22,44,2827,38,145,6297,71,1109,31046,2032,2032,192554,21,42,2797,38,145,6297,71,1109,31046
8899,1692,1680,    ,Cleveland OH PMSA,3988,3988,474338,77,154,9111,45,164,9788,73,1507,56140,3724,3724,448036,72,144,8652,43,158,9526,68,1480,55624
8899,1692,4440,    ,Lorain-Elyria OH PMSA,749,749,82060,7,14,1082,0,0,0,1,18,500,738,738,81300,7,14,1082,0,0,0,1,18,500
8899,1720,9999,    ,Colorado Springs CO MSA,1439,1439,107455,11,22,540,7,28,525,2,79,2130,1439,1439,107455,11,22,540,7,28,525,2,79,2130
8899,1740,9999,    ,Columbia MO MSA,634,634,48535,62,124,5579,4,16,610,0,0,0,634,634,48535,62,124,5579,4,16,610,0,0,0
8899,1760,9999,    ,Columbia SC MSA,2228,2228,165240,13,26,1630,9,35,997,72,1215,25504,2221,2221,164888,13,26,1630,9,35,997,72,1215,25504
8899,1800,9999,    ,Columbus GA-AL MSA,739,739,40740,6,12,228,9,32,854,10,143,4526,739,739,40740,6,12,228,9,32,854,10,143,4526
8899,1840,9999,    ,Columbus OH MSA,6399,6399,579615,85,170,8361,87,333,13958,644,5108,148479,5801,5801,508062,76,152,7222,74,284,11082,644,5108,148479
8899,1880,9999,    ,Corpus Christi TX MSA,646,646,39728,1,2,70,2,7,376,3,48,622,634,634,39083,1,2,70,2,7,376,3,48,622
8899,1900,9999,    ,Cumberland MD-WV MSA,255,255,12737,0,0,0,4,15,140,8,117,4161,244,244,12449,0,0,0,4,15,140,4,45,1027
8899,1922,1920,    ,Dallas TX PMSA,9013,9013,900126,26,52,2636,6,21,480,85,1394,27374,8923,8923,890944,26,52,2636,3,12,251,74,1324,26250
8899,1922,2800,    ,Fort Worth-Arlington TX PMSA,5019,5019,438916,29,58,2615,18,70,1427,4,92,2419,5013,5013,438499,29,58,2615,18,70,1427,4,92,2419
8899,1950,9999,    ,Danville VA MSA,323,323,18696,5,10,346,1,4,68,2,14,355,323,323,18696,5,10,346,1,4,68,2,14,355
8899,1960,9999,    ,Davenport-Rock Island-Moline IA-IL MSA,402,402,42539,3,6,406,4,14,602,0,0,0,400,400,42439,3,6,406,4,14,602,0,0,0
8899,2000,9999,    ,Dayton-Springfield OH MSA,2498,2498,200250,53,106,5041,65,241,7856,118,1500,35078,2484,2484,198693,52,104,4965,64,238,7799,118,1500,35078
8899,2020,9999,    ,Daytona Beach FL MSA,5072,5072,354590,12,24,1404,12,47,1967,30,497,29232,5003,5003,349173,12,24,1404,11,43,1891,30,497,29232
8899,2030,9999,    ,Decatur Al MSA,509,509,21057,2,4,61,22,87,1528,3,64,1595,509,509,21057,2,4,61,22,87,1528,3,64,1595
8899,2040,9999,    ,Decatur IL MSA,187,187,15835,1,2,85,0,0,0,1,123,5701,185,185,15735,1,2,85,0,0,0,1,123,5701
8899,2082,1125,    ,Boulder-Longmont CO PMSA,911,911,97180,2,4,139,1,4,71,6,68,2589,911,911,97180,2,4,139,1,4,71,6,68,2589
8899,2082,2080,    ,Denver CO PMSA,4008,4008,372957,14,28,2428,34,128,8079,86,1914,60570,3997,3997,372611,14,28,2428,34,128,8079,86,1914,60570
8899,2120,9999,    ,Des Moines IA MSA,1614,1614,127888,8,16,565,6,24,799,37,1224,44433,1602,1602,127364,8,16,565,6,24,799,37,1224,44433
8899,2162,0440,    ,Ann Arbor MI PMSA,1174,1174,116146,19,38,2287,15,53,2344,111,1210,45068,1126,1126,110527,17,34,2012,13,46,1865,86,971,38186
8899,2162,2160,    ,Detroit MI PMSA,12918,12918,1115424,94,188,9957,254,977,54219,458,6588,217729,12644,12644,1099587,94,188,9957,250,965,53869,421,6298,212869
8899,2180,9999,    ,Dothan AL MSA,359,359,20481,12,24,508,20,80,1396,16,100,1976,359,359,20481,12,24,508,20,80,1396,16,100,1976
8899,2200,9999,    ,Dubuque IA MSA,172,172,14204,9,18,765,2,8,359,0,0,0,172,172,14204,9,18,765,2,8,359,0,0,0
8899,2240,9999,    ,Duluth MN-WI MSA,518,518,30943,3,6,263,1,4,85,2,30,943,499,499,30057,3,6,263,1,4,85,2,30,943
8899,2290,9999,    ,Eau Claire WI MSA,380,380,29063,16,32,1951,26,103,3552,2,16,400,325,325,24570,16,32,1951,26,103,3552,2,16,400
8899,2320,9999,    ,El Paso TX MSA,1557,1557,91630,29,58,1914,3,11,196,2,28,469,1555,1555,91589,29,58,1914,3,11,196,2,28,469
8899,2330,9999,    ,Elkhart-Goshen IN MSA,745,745,58886,12,24,1337,60,232,6909,10,285,7411,745,745,58886,12,24,1337,60,232,6909,10,285,7411
8899,2335,9999,    ,Elmira NY MSA,128,128,12753,4,8,223,1,3,80,2,14,225,116,116,12339,4,8,223,1,3,80,2,14,225
8899,2340,9999,    ,Enid OK MSA,11,11,1205,0,0,0,0,0,0,0,0,0,11,11,1205,0,0,0,0,0,0,0,0,0
8899,2360,9999,    ,Erie PA MSA,638,638,38065,5,10,330,2,8,313,7,119,3100,616,616,37264,5,10,330,2,8,313,7,119,3100
8899,2400,9999,    ,Eugene-Springfield OR MSA,567,567,46929,6,12,728,0,0,0,6,53,1438,549,549,45326,6,12,728,0,0,0,5,48,1190
8899,2440,9999,    ,Evansville IN-KY MSA,924,924,63098,4,8,295,9,28,858,9,100,1504,862,862,59888,4,8,295,6,19,623,2,56,360
8899,2520,9999,    ,Fargo-Moorhead ND-MN MSA,456,456,34591,19,38,1790,17,67,1690,27,522,12854,453,453,34471,19,38,1790,1,4,115,27,522,12854
8899,2560,9999,    ,Fayetteville NC MSA,1116,1116,54982,8,16,505,5,18,502,20,245,6074,1006,1006,49595,6,12,396,4,14,402,19,233,5838
8899,2580,9999,    ,Fayetteville-Springdale AR MSA,411,411,21852,45,90,2574,13,48,1067,20,291,5622,411,411,21852,45,90,2574,13,48,1067,20,291,5622
8899,2600,9999,    ,Fitchburg-Leominster MA MSA,375,375,37684,20,40,2562,11,37,1376,28,285,11673,183,183,23464,19,38,2467,0,0,0,3,48,1640
8899,2640,9999,    ,Flint MI MSA,809,809,55768,9,18,1007,2,8,613,15,243,6551,809,809,55768,9,18,1007,2,8,613,15,243,6551
8899,2650,9999,    ,Florence AL MSA,155,155,7832,3,6,107,0,0,0,6,101,2094,134,134,7117,3,6,107,0,0,0,6,101,2094
8899,2655,9999,    ,Florence SC MSA,434,434,23940,4,8,95,1,4,50,26,221,4365,156,156,10390,0,0,0,1,4,50,13,104,2122
8899,2670,9999,    ,Fort Collins-Loveland CO MSA,1049,1049,74600,18,36,1804,6,21,876,19,178,4182,1049,1049,74600,18,36,1804,6,21,876,19,178,4182
8899,2700,9999,    ,Fort Myers-Cape Coral FL MSA,4736,4736,278939,144,288,13624,57,206,10698,129,1550,60554,4736,4736,278939,144,288,13624,57,206,10698,129,1550,60554
8899,2710,9999,    ,Fort Pierce FL MSA,4856,4856,300223,124,248,16286,130,504,16555,72,1178,71848,4856,4856,300223,124,248,16286,130,504,16555,72,1178,71848
8899,2720,9999,    ,Fort Smith AR-OK MSA,480,480,28117,16,32,936,21,80,1768,8,58,1135,310,310,18941,13,26,769,21,80,1768,6,48,910
8899,2750,9999,    ,Fort Walton Beach FL MSA,1460,1460,71014,7,14,408,1,4,52,4,50,807,1460,1460,71014,7,14,408,1,4,52,4,50,807
8899,2760,9999,    ,Fort Wayne IN MSA,1709,1709,186532,39,78,2816,15,54,1008,16,213,4413,1679,1679,184681,12,24,810,15,54,1008,13,195,4259
8899,2840,9999,    ,Fresno CA MSA,3245,3245,258881,37,74,3275,82,303,11301,31,512,16331,3245,3245,258881,37,74,3275,82,303,11301,31,512,16331
8899,2880,9999,    ,Gadsden AL MSA,184,184,14409,0,0,0,0,0,0,6,48,800,183,183,14375,0,0,0,0,0,0,6,48,800
8899,2900,9999,    ,Gainesville FL MSA,1179,1179,52496,10,20,434,2,7,300,115,1041,25656,1179,1179,52496,10,20,434,2,7,300,115,1041,25656
8899,2975,9999,    ,Glens Falls NY MSA,1345,1345,99854,17,34,1599,49,178,7922,3,58,1650,1337,1337,99434,16,32,1559,49,178,7922,3,58,1650
8899,2985,9999,    ,Grand Forks ND MSA,122,122,9652,3,6,233,4,16,476,9,267,5818,121,121,9594,3,6,233,4,16,476,9,267,5818
8899,3000,9999,    ,Grand Rapids MI MSA,3244,3244,261428,88,176,8189,76,292,12795,127,1996,51393,3191,3191,257281,81,162,7684,76,292,12795,127,1996,51393
8899,3040,9999,    ,Great Falls MT MSA,101,101,9490,0,0,0,0,0,0,1,8,212,101,101,9490,0,0,0,0,0,0,1,8,212
8899,3060,9999,    ,Greeley CO MSA,257,257,18989,9,18,757,7,26,1065,0,0,0,248,248,18540,9,18,757,7,26,1065,0,0,0
8899,3080,9999,    ,Green Bay WI MSA,697,697,59537,95,190,9435,5,20,550,39,509,10429,534,534,47588,94,188,9352,5,20,550,34,483,9894
8899,3120,9999,    ,Greensboro--Winston-Salem--High Point NC MSA,5663,5663,393024,90,180,5858,38,139,4043,71,817,18385,5662,5662,392923,90,180,5858,38,139,4043,71,817,18385
8899,3160,9999,    ,Greenville-Spartanburg SC MSA,2912,2912,207608,51,102,3284,10,38,1236,81,1100,31713,2912,2912,207608,51,102,3284,10,38,1236,81,1100,31713
8899,3180,9999,    ,Hagerstown MD MSA,693,693,46734,23,46,1222,0,0,0,28,320,7202,691,691,46698,23,46,1222,0,0,0,28,320,7202
8899,3240,9999,    ,Harrisburg-Lebanon-Carlisle PA MSA,2953,2953,203098,12,24,696,9,35,1082,56,618,24136,2579,2579,181228,10,20,671,9,35,1082,39,447,16996
8899,3282,1170,    ,Bristol CT PMSA,538,538,40247,7,14,625,3,9,315,2,26,325,538,538,40247,7,14,625,3,9,315,2,26,325
8899,3282,3280,    ,Hartford CT PMSA,2946,2946,300234,47,94,4667,27,102,4982,66,983,37047,2946,2946,300234,47,94,4667,27,102,4982,66,983,37047
8899,3282,5020,    ,Middletown CT PMSA,490,490,35830,3,6,200,2,8,162,20,502,9800,490,490,35830,3,6,200,2,8,162,20,502,9800
8899,3282,5440,    ,New Britain CT PMSA,453,453,27682,41,82,2271,4,14,410,28,357,7754,453,453,27682,41,82,2271,4,14,410,28,357,7754
8899,3290,9999,    ,Hickory NC MSA,997,997,65742,16,32,1311,15,58,1593,20,190,4206,997,997,65742,16,32,1311,15,58,1593,20,190,4206
8899,3320,9999,    ,Honolulu HI MSA,1945,1945,201636,85,170,11944,47,183,9565,60,988,91504,1945,1945,201636,85,170,11944,47,183,9565,60,988,91504
8899,3350,9999,    ,Houma-Thibodaux LA MSA,285,285,16454,0,0,0,0,0,0,0,0,0,179,179,10124,0,0,0,0,0,0,0,0,0
8899,3362,1145,    ,Brazoria TX PMSA,682,682,52473,0,0,0,0,0,0,1,12,500,682,682,52473,0,0,0,0,0,0,1,12,500
8899,3362,2920,    ,Galveston-Texas City TX PMSA,618,618,60226,4,8,850,0,0,0,1,5,75,614,614,59996,4,8,850,0,0,0,0,0,0
8899,3362,3360,    ,Houston TX PMSA,6781,6781,659237,7,14,390,5,18,398,33,1024,30068,6766,6766,656906,7,14,390,5,18,398,33,1024,30068
8899,3400,9999,    ,Huntington-Ashland WV-KY-OH MSA,141,141,9871,3,6,181,1,4,85,4,41,810,137,137,9666,3,6,181,1,4,85,4,41,810
8899,3440,9999,    ,Huntsville AL MSA,1630,1630,39741,7,14,383,17,65,1896,61,674,9678,1626,1626,39600,7,14,383,17,65,1896,61,674,9678
8899,3480,9999,    ,Indianapolis IN MSA,6582,6582,658002,239,478,23929,16,57,2217,155,1848,61414,6510,6510,653024,239,478,23929,16,57,2217,153,1838,61164
8899,3500,9999,    ,Iowa City IA MSA,292,292,31674,9,18,1089,2,8,192,3,70,1500,292,292,31674,9,18,1089,2,8,192,3,70,1500
8899,3520,9999,    ,Jackson MI MSA,435,435,23430,2,4,320,3,12,560,1,12,200,426,426,23211,2,4,320,3,12,560,1,12,200
8899,3560,9999,    ,Jackson MS MSA,1411,1411,97479,45,90,4474,49,194,5671,61,765,19741,1391,1391,96873,45,90,4474,49,194,5671,61,765,19741
8899,3580,9999,    ,Jackson TN MSA,482,482,31830,0,0,0,0,0,0,0,0,0,482,482,31830,0,0,0,0,0,0,0,0,0
8899,3600,9999,    ,Jacksonville FL MSA,7241,7241,476622,55,110,3712,78,307,6833,178,2360,63253,7241,7241,476622,55,110,3712,78,307,6833,178,2360,63253
8899,3605,9999,    ,Jacksonville NC MSA,784,784,30700,0,0,0,0,0,0,0,0,0,784,784,30700,0,0,0,0,0,0,0,0,0
8899,3620,9999,    ,Janesville-Beloit WI MSA,301,301,21145,24,48,1997,2,7,275,5,79,1680,284,284,20291,24,48,1997,2,7,275,5,79,1680
8899,3660,9999,    ,Johnson City-Kingsport-Bristol TN-VA MSA,796,796,55170,6,12,220,16,63,1792,32,255,5911,778,778,54366,6,12,220,16,63,1792,32,255,5911
8899,3680,9999,    ,Johnstown PA MSA,507,507,29421,4,8,256,0,0,0,0,0,0,447,447,26589,4,8,256,0,0,0,0,0,0
8899,3710,9999,    ,Joplin MO MSA,257,257,16366,10,20,754,0,0,0,0,0,0,255,255,16208,10,20,754,0,0,0,0,0,0
8899,3720,9999,    ,Kalamazoo MI MSA,710,710,65364,2,4,415,7,26,1184,56,874,32854,694,694,64218,2,4,415,7,26,1184,56,874,32854
8899,3740,9999,    ,Kankakee IL MSA,196,196,14881,0,0,0,0,0,0,3,15,635,185,185,14656,0,0,0,0,0,0,1,5,335
8899,3760,9999,    ,Kansas City MO-KS MSA,7394,7394,674435,305,610,33664,131,495,20220,141,2103,67232,7366,7366,672530,295,590,32810,128,486,19878,141,2103,67232
8899,3810,9999,    ,Killeen-Temple TX MSA,820,820,55556,9,18,457,3,10,231,4,32,1167,820,820,55556,9,18,457,3,10,231,4,32,1167
8899,3840,9999,    ,Knoxville TN MSA,2313,2313,148570,49,98,3078,13,48,2258,25,423,9258,2313,2313,148570,49,98,3078,13,48,2258,25,423,9258
8899,3850,9999,    ,Kokomo IN MSA,187,187,14516,7,14,1143,0,0,0,0,0,0,182,182,14298,7,14,1143,0,0,0,0,0,0
8899,3870,9999,    ,La Crosse WI MSA,197,197,15105,10,20,795,6,22,869,11,163,3388,196,196,15066,10,20,795,6,22,869,11,163,3388
8899,3880,9999,    ,Lafayette LA MSA,249,249,17823,25,50,900,0,0,0,0,0,0,224,224,16889,25,50,900,0,0,0,0,0,0
8899,3920,9999,    ,Lafayette-West Lafayette IN MSA,373,373,30658,4,8,399,3,10,260,33,284,8061,373,373,30658,4,8,399,3,10,260,33,284,8061
8899,3960,9999,    ,Lake Charles LA MSA,364,364,22274,2,4,78,0,0,0,8,106,2921,360,360,22095,2,4,78,0,0,0,1,16,484
8899,3980,9999,    ,Lakeland-Winter Haven FL MSA,2473,2473,135476,80,160,4368,27,104,2683,75,1029,21777,2473,2473,135476,80,160,4368,27,104,2683,75,1029,21777
8899,4000,9999,    ,Lancaster PA MSA,2990,2990,234763,27,54,2383,29,103,5600,46,372,14250,2734,2734,223499,27,54,2383,29,103,5600,44,328,13044
8899,4040,9999,    ,Lansing-East Lansing MI MSA,1427,1427,113034,13,26,1262,10,37,1754,22,567,16548,1399,1399,111849,12,24,1197,8,31,1567,22,567,16548
8899,4080,9999,    ,Laredo TX MSA,596,596,22868,4,8,114,4,15,232,19,160,1856,596,596,22868,4,8,114,4,15,232,19,160,1856
8899,4100,9999,    ,Las Cruces NM MSA,722,722,43159,0,0,0,1,3,90,7,155,2447,722,722,43159,0,0,0,1,3,90,7,155,2447
8899,4120,9999,    ,Las Vegas NV MSA,9471,9471,520301,5,10,241,48,192,6418,1486,16765,484200,9471,9471,520301,5,10,241,48,192,6418,1486,16765,484200
8899,4150,9999,    ,Lawrence KS MSA,479,479,38549,63,126,5709,25,77,2280,31,408,8650,479,479,38549,63,126,5709,25,77,2280,31,408,8650
8899,4200,9999,    ,Lawton OK MSA,160,160,12276,1,2,20,1,4,160,0,0,0,160,160,12276,1,2,20,1,4,160,0,0,0
8899,4240,9999,    ,Lewiston-Auburn ME MSA,314,314,23867,9,18,922,2,8,225,22,270,8017,247,247,21126,9,18,922,2,8,225,18,250,7515
