Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value

8999,0040,9999, ,Abilene TX MSA,106,106,8514,0,0,0,0,0,0,0,0,0,64,64,6539,0,0,0,0,0,0,0,0,0
8999,0120,9999, ,Albany GA MSA,238,238,13468,14,28,748,4,16,236,23,146,4149,238,238,13468,14,28,748,4,16,236,23,146,4149
8999,0160,9999, ,Albany-Schenectady-Troy NY MSA,3181,3181,303086,140,280,11314,30,109,2650,70,796,31299,2965,2965,285149,140,280,11314,20,78,1964,62,731,29034
8999,0200,9999, ,Albuquerque NM MSA,1723,1723,147129,1,2,57,4,16,422,4,425,14910,1723,1723,147129,1,2,57,4,16,422,4,425,14910
8999,0220,9999, ,Alexandria LA MSA,71,71,6344,1,2,25,0,0,0,0,0,0,66,66,6118,1,2,25,0,0,0,0,0,0
8999,0240,9999, ,Allentown-Bethlehem PA-NJ MSA,2327,2327,221297,23,46,2308,13,50,4190,52,586,30479,2264,2264,217331,22,44,2267,12,47,4081,52,586,30479
8999,0280,9999, ,Altoona PA MSA,274,274,18025,1,2,22,2,7,105,6,60,1500,267,267,17765,1,2,22,0,0,0,6,60,1500
8999,0320,9999, ,Amarillo TX MSA,140,140,11981,0,0,0,0,0,0,0,0,0,106,106,10481,0,0,0,0,0,0,0,0,0
8999,0380,9999, ,Anchorage AK MSA,198,198,30554,0,0,0,0,0,0,0,0,0,198,198,30554,0,0,0,0,0,0,0,0,0
8999,0400,9999, ,Anderson IN MSA,170,170,13342,22,44,1915,0,0,0,3,30,1049,165,165,13067,22,44,1915,0,0,0,3,30,1049
8999,0405,9999, ,Anderson SC MSA,628,628,44404,9,18,560,17,65,1536,11,78,1330,624,624,44101,9,18,560,17,65,1536,11,78,1330
8999,0450,9999, ,Anniston AL MSA,164,164,10194,2,4,80,1,4,90,4,38,750,164,164,10194,2,4,80,1,4,90,4,38,750
8999,0460,9999, ,Appleton-Oshkosh-Neenah WI MSA,1211,1211,98161,91,182,7758,8,32,767,38,370,14430,977,977,78987,77,154,6459,8,32,767,29,289,12552
8999,0480,9999, ,Asheville NC MSA,818,818,74621,16,32,1271,5,18,551,5,37,1059,818,818,74621,16,32,1271,5,18,551,5,37,1059
8999,0500,9999, ,Athens GA MSA,657,657,48505,56,112,4212,11,35,1132,3,21,760,657,657,48505,56,112,4212,11,35,1132,3,21,760
8999,0520,9999, ,Atlanta GA MSA,21773,21773,1731795,268,536,17657,59,222,7075,725,10976,349777,21770,21770,1731600,266,532,17577,59,222,7075,725,10976,349777
8999,0560,9999, ,Atlantic City NJ MSA,1995,1995,154288,161,322,26062,17,61,3468,60,1029,57957,1968,1968,153293,152,304,25361,17,61,3468,51,655,26953
8999,0600,9999, ,Augusta GA-SC MSA,2630,2630,167058,17,34,2154,3,11,212,24,338,19663,2625,2625,166820,17,34,2154,3,11,212,24,338,19663
8999,0640,9999, ,Austin TX MSA,1888,1888,210895,7,14,826,0,0,0,1,8,600,1881,1881,210476,7,14,826,0,0,0,1,8,600
8999,0680,9999, ,Bakersfield CA MSA,3918,3918,347807,9,18,923,57,214,7355,18,153,5991,3918,3918,347807,9,18,923,57,214,7355,18,153,5991
8999,0720,9999, ,Baltimore MD MSA,12872,12872,1064723,0,0,0,7,28,3855,276,5006,184129,12872,12872,1064723,0,0,0,7,28,3855,276,5006,184129
8999,0730,9999, ,Bangor ME MSA,264,264,18930,3,6,242,21,83,2826,20,132,4157,254,254,18423,3,6,242,21,83,2826,16,112,3408
8999,0760,9999, ,Baton Rouge LA MSA,875,875,70484,2,4,120,1,4,146,0,0,0,875,875,70484,2,4,120,1,4,146,0,0,0
8999,0780,9999, ,Battle Creek MI MSA,159,159,11712,0,0,0,8,30,1405,8,346,9855,153,153,11342,0,0,0,8,30,1405,8,346,9855
8999,0840,9999, ,Beaumont-Port Arthur TX MSA,427,427,36430,1,2,114,0,0,0,0,0,0,422,422,36202,1,2,114,0,0,0,0,0,0
8999,0860,9999, ,Bellingham WA MSA,1009,1009,80443,33,66,3732,41,163,5023,35,476,17907,1009,1009,80443,33,66,3732,41,163,5023,35,476,17907
8999,0870,9999, ,Benton Harbor MI MSA,404,404,35556,9,18,1102,10,36,2064,1,20,1472,334,334,31138,9,18,1102,5,20,1200,1,20,1472
8999,0880,9999, ,Billings MT MSA,83,83,7867,0,0,0,0,0,0,0,0,0,79,79,7687,0,0,0,0,0,0,0,0,0
8999,0920,9999, ,Biloxi-Gulfport MS MSA,575,575,32512,2,4,153,0,0,0,6,88,2181,573,573,32445,2,4,153,0,0,0,6,88,2181
8999,0960,9999, ,Binghamton NY MSA,565,565,50890,14,28,1150,2,8,180,4,68,1577,563,563,50775,13,26,1080,2,8,180,4,68,1577
