Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
8099,1000,9999, ,BIRMINGHAM SMSA,2152,2152,78721,16,32,727,26,86,2262,79,961,19880,2150,2150,78658,16,32,727,26,86,2262,79,961,19880
8099,1010,9999, ,BISMARCH SMSA,234,234,13320,24,48,2233,9,36,1542,20,228,5909,234,234,13320,24,48,2233,9,36,1542,20,228,5909
8099,1020,9999, ,BLOOMINGTON SMSA,196,196,10076,10,20,401,3,11,360,2,148,3500,196,196,10076,10,20,401,3,11,360,2,148,3500
8099,1040,9999, ,BLOOMINGTON-NORMAL SMSA,199,199,9848,9,18,776,3,11,378,36,540,10279,197,197,9774,9,18,776,3,11,378,36,540,10279
8099,1080,9999, ,BOISE CITY SMSA,1325,1325,54788,44,88,2892,16,60,1635,3,40,556,1295,1295,53426,40,80,2626,15,56,1505,3,40,556
8099,1120,9999, ,BOSTON SMSA,2662,2662,136431,172,344,8217,41,155,4033,118,3157,92643,2524,2524,127746,172,344,8217,41,155,4033,101,2939,89736
8099,1140,9999, ,BRADENTON SMSA,1166,1166,40372,662,1324,20627,69,243,5166,90,1341,46700,1166,1166,40372,662,1324,20627,69,243,5166,90,1341,46700
8099,1160,9999, ,BRIDGEPORT SMSA,526,526,29192,36,72,1516,5,17,436,19,431,6228,523,523,28988,36,72,1516,5,17,436,19,431,6228
8099,1170,9999, ,BRISTOL SMSA,251,251,13545,24,48,1364,3,9,280,1,5,162,251,251,13545,24,48,1364,3,9,280,1,5,162
8099,1200,9999, ,BROCKTON SMSA,241,241,8699,3,6,150,7,24,684,4,53,829,225,225,8131,3,6,150,7,24,684,4,53,829
8099,1240,9999, ,BROWNSVILLE-HARLINGEN-,1597,1597,64547,16,32,1203,6,24,513,54,851,31424,1597,1597,64547,16,32,1203,6,24,513,54,851,31424
8099,1260,9999, ,BRYAN-COLLEGE STATION SMSA,578,578,26390,216,432,9551,142,563,11838,95,895,16370,578,578,26390,216,432,9551,142,563,11838,95,895,16370
8099,1280,9999, ,BUFFALO SMSA,1373,1373,67513,19,38,933,6,23,1026,25,257,7213,1367,1367,67232,19,38,933,6,23,1026,25,257,7213
8099,1300,9999, ,BURLINGTON SMSA,299,299,11795,1,2,48,14,56,843,20,231,4578,299,299,11795,1,2,48,14,56,843,20,231,4578
8099,1320,9999, ,CANTON SMSA,689,689,37857,137,274,9139,10,35,829,25,220,4972,689,689,37857,137,274,9139,10,35,829,25,220,4972
8099,1360,9999, ,CEDAR RAPIDS SMSA,333,333,12893,18,36,790,60,234,4983,20,219,3256,329,329,12695,18,36,790,60,234,4983,20,219,3256
8099,1400,9999, ,CHAMPAIGN-URBANA-RANTOUL SMSA,150,150,5487,13,26,365,4,16,458,16,218,3734,64,64,2676,6,12,239,4,16,458,3,27,302
8099,1440,9999, ,CHARLESTON-NORTH CHARLESTON SMSA,2530,2530,103629,5,10,159,37,148,3132,60,720,19230,2389,2389,95863,5,10,159,37,148,3132,57,673,18740
8099,1480,9999, ,CHARLESTON SMSA,178,178,8632,14,28,906,7,23,476,4,73,1226,172,172,8428,14,28,906,7,23,476,4,73,1226
8099,1520,9999, ,CHARLOTTE-GASTONIA SMSA,4027,4027,175365,30,60,1794,13,46,874,111,955,18605,4009,4009,174844,30,60,1794,13,46,874,111,955,18605
8099,1560,9999, ,CHATTANOOGA TENN.-GA. SMSA,1140,1140,32557,76,152,2743,2,8,242,11,805,13622,1091,1091,31212,76,152,2743,2,8,242,11,805,13622
8099,1600,9999, ,CHICAGO SMSA,5378,5378,365682,222,444,15687,241,921,39256,386,6876,254488,5240,5240,357362,222,444,15687,221,853,37380,378,6823,253165
8099,1640,9999, ,CINCINNATI OHIO-KY.-IND. SMSA,3069,3069,146779,76,152,4311,36,131,5345,202,2223,53610,3026,3026,145146,76,152,4311,36,131,5345,194,2144,51946
8099,1660,9999, ,CLARKSVILLE-HOPKINSVILLE,626,626,23616,3,6,140,4,13,276,7,149,3341,619,619,23290,1,2,40,4,13,276,5,135,2955
8099,1680,9999, ,CLEVELAND SMSA,2146,2146,154897,21,42,1853,38,144,4780,45,850,21750,2078,2078,149662,21,42,1853,38,144,4780,40,817,20659
8099,1720,9999, ,COLORADO SPRINGS SMSA,2348,2348,92602,10,20,612,58,207,3874,37,313,8441,2324,2324,91686,10,20,612,58,207,3874,37,313,8441
8099,1740,9999, ,COLUMBIA SMSA,368,368,19658,61,122,3663,24,90,2129,46,360,6802,368,368,19658,61,122,3663,24,90,2129,46,360,6802
8099,1760,9999, ,COLUMBIA SMSA,2070,2070,76892,7,14,285,58,220,4852,48,409,7329,2054,2054,76471,7,14,285,58,220,4852,48,409,7329
8099,1800,9999, ,COLUMBUS GA.-ALA. SMSA,360,360,15389,10,20,413,6,24,448,14,172,3323,360,360,15389,10,20,413,6,24,448,14,172,3323
8099,1840,9999, ,COLUMBUS SMSA,2883,2883,164173,152,304,11554,141,553,15992,259,1834,46160,2817,2817,160088,147,294,11333,137,538,15649,259,1834,46160
8099,1880,9999, ,CORPUS CHRISTI SMSA,1642,1642,67279,38,76,1724,13,51,966,98,1866,69341,1639,1639,67252,38,76,1724,13,51,966,98,1866,69341
8099,1920,9999, ,DALLAS-FORT WORTH SMSA,17957,17957,1112901,706,1412,45811,230,872,25166,393,13662,279587,17879,17879,1108286,706,1412,45811,230,872,25166,391,13650,279371
8099,1930,9999, ,DANBURY SMSA,447,447,22170,13,26,668,9,27,648,25,209,6297,447,447,22170,13,26,668,9,27,648,25,209,6297
8099,1960,9999, ,DAVENPORT-ROCK ISLAND-MOLINE,617,617,33757,37,74,2814,27,108,3555,48,636,15844,613,613,33709,37,74,2814,27,108,3555,48,636,15844
8099,2000,9999, ,DAYTON SMSA,1499,1499,63477,26,52,1430,75,289,6256,52,513,12776,1489,1489,62991,26,52,1430,75,289,6256,52,513,12776
8099,2020,9999, ,DAYTONA BEACH SMSA,3863,3863,122315,166,332,7838,238,947,20244,44,1119,34766,3863,3863,122315,166,332,7838,238,947,20244,43,1100,33755
8099,2040,9999, ,DECATUR SMSA,160,160,9405,6,12,387,1,4,163,40,406,9269,160,160,9405,6,12,387,1,4,163,40,406,9269
8099,2080,9999, ,DENVER-BOULDER SMSA,10249,10249,449128,150,300,8439,112,410,10982,301,5239,116763,10118,10118,441672,150,300,8439,112,410,10982,301,5239,116763
8099,2120,9999, ,DES MOINES SMSA,800,800,34523,106,212,6218,13,52,1267,13,198,5675,800,800,34523,106,212,6218,13,52,1267,13,198,5675
8099,2160,9999, ,DETROIT SMSA,5660,5660,344559,54,108,4225,120,465,16289,167,3459,90887,5576,5576,341400,54,108,4225,102,400,15173,157,3367,88190
8099,2200,9999, ,DUBUQUE SMSA,180,180,8848,4,8,212,1,3,131,1,8,140,179,179,8816,4,8,212,1,3,131,1,8,140
8099,2240,9999, ,DULUTH-SUPERIOR MINN.-WIS. SMSA,617,617,23615,5,10,211,4,15,242,13,462,11787,595,595,22626,5,10,211,4,15,242,13,462,11787
8099,2290,9999, ,EAU CLAIRE SMSA,349,349,14962,37,74,2029,16,64,2399,21,166,3931,224,224,10145,34,68,2017,16,64,2399,21,166,3931
8099,2320,9999, ,EL PASO SMSA,2297,2297,86345,126,252,9118,57,220,4418,38,379,7975,2297,2297,86345,126,252,9118,57,220,4418,38,379,7975
8099,2330,9999, ,ELKHART SMSA,240,240,11734,12,24,566,5,20,750,0,0,0,240,240,11734,12,24,566,5,20,750,0,0,0
8099,2335,9999, ,ELMIRA SMSA,87,87,4047,0,0,0,1,4,61,1,12,150,78,78,3766,0,0,0,1,4,61,1,12,150
8099,2340,9999, ,ENID SMSA,382,382,26371,14,28,967,1,4,45,5,206,2575,378,378,26193,14,28,967,1,4,45,5,206,2575
8099,2360,9999, ,ERIE SMSA,344,344,12424,9,18,378,4,16,311,4,123,3652,318,318,11378,9,18,378,4,16,311,4,123,3652
8099,2400,9999, ,EUGENE-SPRINGFIELD SMSA,1078,1078,57691,68,136,4671,5,18,492,11,245,5094,1056,1056,56696,68,136,4671,5,18,492,11,245,5094
8099,2440,9999, ,EVANSVILLE IND.-KY. SMSA,545,545,25164,29,58,1360,4,16,504,43,1183,19605,524,524,24334,29,58,1360,4,16,504,39,1142,18670
8099,2480,9999, ,FALL RIVER MASS.-R.I. SMSA,215,215,8753,2,4,100,1,4,100,2,39,1006,173,173,7033,2,4,100,1,4,100,2,39,1006
8099,2520,9999, ,FARGO-MOORHEAD ND-MN SMSA,343,343,16741,41,82,2992,7,28,1128,22,188,5181,343,343,16741,41,82,2992,7,28,1128,22,188,5181
8099,2560,9999, ,FAYETTEVILLE SMSA,1145,1145,37212,6,12,198,8,31,287,56,308,8495,1145,1145,37212,6,12,198,8,31,287,56,308,8495
8099,2580,9999, ,FAYETTEVILLE-SPRINGDALE SMSA,478,478,18415,76,152,2987,64,241,3464,48,503,5033,469,469,18114,76,152,2987,64,241,3464,48,503,5033
8099,2600,9999, ,FITCHBURG-LEOMINSTER SMSA,175,175,5128,0,0,0,0,0,0,3,157,5147,175,175,5128,0,0,0,0,0,0,3,157,5147
8099,2640,9999, ,FLINT SMSA,873,873,36479,7,14,375,4,16,571,15,341,10020,867,867,36154,7,14,375,4,16,571,15,341,10020
8099,2650,9999, ,FLORENCE SMSA,225,225,8057,5,10,154,1,4,53,59,544,10258,225,225,8057,5,10,154,1,4,53,59,544,10258
8099,2670,9999, ,FORT COLLINS SMSA,1245,1245,60624,32,64,1847,58,219,5438,20,215,4890,1245,1245,60624,32,64,1847,58,219,5438,20,215,4890
8099,2680,9999, ,FORT LAUDERDALE-HOLLYWOOD SMSA,5276,5276,254585,245,490,13190,141,531,18329,395,8885,293264,5276,5276,254585,245,490,13190,141,531,18329,395,8885,293264
8099,2700,9999, ,FORT MEYERS-CAPE CORAL SMSA,2875,2875,131458,408,816,23239,124,464,12912,187,3248,136745,2875,2875,131458,408,816,23239,124,464,12912,187,3248,136745
8099,2720,9999, ,FORT SMITH ARK.-OKLA. SMSA,483,483,22201,35,70,2016,6,24,365,15,312,4830,411,411,19189,33,66,1925,6,24,365,14,280,4070
8099,2760,9999, ,FORT WAYNE SMSA,732,732,38812,40,80,2849,7,23,1167,57,681,15113,704,704,37530,40,80,2849,7,23,1167,57,681,15113
8099,2840,9999, ,FRESNO SMSA,2365,2365,127025,55,110,4448,139,497,14639,107,826,20480,2364,2364,127009,55,110,4448,139,497,14639,107,826,20480
8099,2880,9999, ,GADSDEN SMSA,174,174,6590,1,2,27,1,4,80,12,72,1370,126,126,4454,1,2,27,1,4,80,12,72,1370
8099,2900,9999, ,GAINESVILLE SMSA,1136,1136,41866,60,120,2453,150,577,10927,98,1394,23211,1136,1136,41866,60,120,2453,150,577,10927,98,1394,23211
8099,2920,9999, ,GALVESTON-TEXAS CITY SMSA,900,900,33663,14,28,514,0,0,0,28,497,9031,900,900,33663,14,28,514,0,0,0,28,497,9031
8099,2960,9999, ,GARY-HAMMOND-EAST CHICAGO SMSA,847,847,46087,46,92,2362,43,171,4762,30,267,6587,847,847,46087,46,92,2362,43,171,4762,30,267,6587
8099,2985,9999, ,GRAND FORKS ND-MN SMSA,128,128,5559,8,16,406,1,4,140,3,50,1149,126,126,5482,8,16,406,1,4,140,3,50,1149
8099,3000,9999, ,GRAND RAPIDS SMSA,1701,1701,83909,125,250,8486,15,58,1477,57,618,14723,1540,1540,75729,114,228,7769,15,58,1477,46,523,11666
8099,3040,9999, ,GREAT FALLS SMSA,65,65,2714,0,0,0,0,0,0,3,18,450,65,65,2714,0,0,0,0,0,0,3,18,450
8099,3060,9999, ,GREELEY SMSA,427,427,20670,21,42,1420,10,40,1398,8,64,1645,393,393,18919,19,38,1292,9,36,1287,7,51,1345
8099,3080,9999, ,GREEN BAY SMSA,419,419,24969,118,236,8407,14,56,1466,42,566,12737,417,417,24872,118,236,8407,14,56,1466,42,566,12737
8099,3120,9999, ,GREENSBORO-WINSTON-SALEM,2895,2895,114198,72,144,2728,76,293,5285,92,853,14155,2895,2895,114198,72,144,2728,76,293,5285,92,853,14155
8099,3160,9999, ,GREENVILLE-SPARTANBURG SMSA,2822,2822,118524,169,338,6847,75,285,8809,120,1416,22435,2822,2822,118524,169,338,6847,75,285,8809,120,1416,22435
8099,3200,9999, ,HAMILTON-MIDDLETOWN SMSA,755,755,35217,25,50,1112,20,73,2036,34,349,10047,755,755,35217,25,50,1112,20,73,2036,34,349,10047
8099,3240,9999, ,HARRISBURG SMSA,1069,1069,44905,25,50,1475,9,36,857,10,83,1882,1052,1052,44273,25,50,1475,9,36,857,9,72,1650
8099,3280,9999, ,HARTFORD SMSA,1484,1484,74730,45,90,2790,14,53,1238,41,439,10132,1470,1470,74110,45,90,2790,14,53,1238,41,439,10132
8099,3320,9999, ,HONOLULU SMSA,1599,1599,85366,23,46,3347,64,256,10930,87,3051,202394,1599,1599,85366,23,46,3347,64,256,10930,87,3051,202394
8099,3360,9999, ,HOUSTON SMSA,20116,20116,1041244,88,176,3919,66,252,7501,1405,17795,438958,20066,20066,1034905,88,176,3919,66,252,7501,1405,17795,438958
8099,3400,9999, ,HUNTINGTON-ASHLAND WV-KY-OH SMSA,153,153,7011,3,6,70,2,7,96,15,104,3203,133,133,6271,3,6,70,2,7,96,15,104,3203
8099,3440,9999, ,HUNTSVILLE SMSA,1128,1128,22285,5,10,104,28,110,1175,29,294,3740,1128,1128,22285,5,10,104,28,110,1175,29,294,3740
8099,3480,9999, ,INDIANAPOLIS SMSA,3146,3146,184799,24,48,1450,40,158,6284,211,2631,62577,3144,3144,184678,24,48,1450,40,158,6284,211,2631,62577
8099,3500,9999, ,IOWA CITY SMSA,194,194,11117,42,84,3423,10,38,965,7,121,4194,192,192,11005,42,84,3423,10,38,965,7,121,4194
8099,3520,9999, ,JACKSON SMSA,219,219,8399,3,6,188,0,0,0,3,48,959,194,194,7305,3,6,188,0,0,0,3,48,959
8099,3560,9999, ,JACKSON SMSA,1078,1078,39654,68,136,4290,8,30,961,60,608,10921,1078,1078,39654,68,136,4290,8,30,961,60,608,10921
8099,3600,9999, ,JACKSONVILLE SMSA,4921,4921,204089,120,240,6034,86,338,12678,112,1091,38868,4880,4880,202399,115,230,5837,81,318,12005,106,1054,37574
8099,3620,9999, ,JANESVILLE-BELOIT SMSA,283,283,13378,18,36,1078,1,4,100,2,16,370,268,268,12849,18,36,1078,1,4,100,2,16,370
8099,3640,9999, ,JERSEY CITY SMSA,101,101,3227,95,190,5116,6,22,284,50,1027,27026,101,101,3227,95,190,5116,6,22,284,50,1027,27026
8099,3660,9999, ,JOHNSON CITY-KINGSPORT-BRISTOL,692,692,28866,22,44,1195,12,48,977,61,739,13925,617,617,24613,22,44,1195,12,48,977,60,727,13769
8099,3680,9999, ,JOHNSTOWN SMSA,280,280,10095,6,12,215,1,3,24,5,46,843,254,254,9217,6,12,215,1,3,24,4,38,742
8099,3720,9999, ,KALAMAZOO-PORTAGE SMSA,634,634,32597,17,34,1064,20,79,2509,38,901,21916,580,580,30244,17,34,1064,20,79,2509,38,901,21916
8099,3740,9999, ,KANKAKEE SMSA,97,97,5202,2,4,120,4,15,512,6,48,932,92,92,4954,2,4,120,4,15,512,5,43,847
8099,3760,9999, ,KANSAS CITY MO.-KANS. SMSA,3656,3656,186373,345,690,21688,76,295,6616,56,1021,22308,3637,3637,185473,345,690,21688,76,295,6616,56,1021,22308
8099,3800,9999, ,KENOSHA SMSA,172,172,10033,15,30,1065,6,23,745,9,70,2080,168,168,9824,15,30,1065,6,23,745,8,64,1910
8099,3810,9999, ,KILLEEN-TEMPLE SMSA,461,461,24118,17,34,702,2,7,120,16,200,3465,461,461,24118,17,34,702,2,7,120,16,200,3465
8099,3840,9999, ,KNOXVILLE SMSA,1485,1485,57230,13,26,505,33,129,2648,126,1461,20021,1336,1336,51972,13,26,505,33,129,2648,126,1461,20021
8099,3850,9999, ,KOKOMO SMSA,114,114,6098,3,6,183,1,4,100,32,470,11094,114,114,6098,3,6,183,1,4,100,32,470,11094
8099,3870,9999, ,LACROSSE SMSA,224,224,10824,49,98,2733,4,16,355,17,176,3788,220,220,10716,49,98,2733,4,16,355,17,176,3788
8099,3880,9999, ,LAFAYETTE SMSA,1111,1111,55330,3,6,166,40,160,4132,34,445,10064,1111,1111,55330,3,6,166,40,160,4132,34,445,10064
8099,3920,9999, ,LAFAYETTE-WEST LAFAYETTE SMSA,264,264,13268,11,22,559,7,28,686,45,1066,17717,264,264,13268,11,22,559,7,28,686,45,1066,17717
8099,3960,9999, ,LAKE CHARLES SMSA,351,351,18396,15,30,918,14,52,1206,14,337,8804,350,350,18371,15,30,918,14,52,1206,14,337,8804
8099,3980,9999, ,LAKELAND-WINTER HAVEN SMSA,2566,2566,94030,443,886,18980,71,245,4518,61,519,14983,2566,2566,94030,443,886,18980,71,245,4518,61,519,14983
8099,4000,9999, ,LANCASTER SMSA,876,876,43093,22,44,1454,10,39,664,10,99,1350,817,817,40070,21,42,1418,9,35,621,9,88,1216
8099,4040,9999, ,LANSING-EAST LANSING SMSA,1302,1302,60507,39,78,2571,23,92,3493,61,734,18502,1293,1293,60282,39,78,2571,23,92,3493,59,723,18312
8099,4080,9999, ,LAREDO SMSA,376,376,11764,2,4,65,15,59,715,5,49,1465,376,376,11764,2,4,65,15,59,715,5,49,1465
8099,4100,9999, ,LAS CRUCES SMSA,553,553,22448,21,42,1109,27,103,2390,1,24,520,534,534,21664,20,40,1056,27,103,2390,1,24,520
8099,4120,9999, ,LAS VEGAS SMSA,4106,4106,175042,53,106,2692,122,460,12582,248,3333,67102,4106,4106,175042,53,106,2692,122,460,12582,248,3333,67102
8099,4150,9999, ,LAWRENCE SMSA,186,186,8744,59,118,3093,26,97,2187,11,143,3285,186,186,8744,59,118,3093,26,97,2187,11,143,3285
8099,4160,9999, ,LAWRENCE-HAVERHILL MA-NH SMSA,763,763,34829,9,18,414,14,56,1820,10,180,4323,751,751,34436,9,18,414,14,56,1820,10,180,4323
8099,4200,9999, ,LAWTON SMSA,296,296,16145,2,4,220,0,0,0,9,101,1500,296,296,16145,2,4,220,0,0,0,9,101,1500
8099,4240,9999, ,LEWISTON-AUBURN SMSA,102,102,4201,0,0,0,1,4,62,2,13,150,102,102,4201,0,0,0,1,4,62,2,13,150
8099,4280,9999, ,LEXINGTON-FAYETTE SMSA,1258,1258,57246,25,50,1312,33,128,4000,62,505,11579,1258,1258,57246,25,50,1312,33,128,4000,62,505,11579
8099,4320,9999, ,LIMA SMSA,279,279,13751,17,34,926,37,123,2570,18,210,5290,268,268,13296,17,34,926,37,123,2570,18,210,5290
8099,4360,9999, ,LINCOLN SMSA,850,850,34979,26,52,1525,6,24,369,16,142,2306,850,850,34979,26,52,1525,6,24,369,16,142,2306
8099,4400,9999, ,LITTLE ROCK-N. LITTLE ROCK SMSA,902,902,52148,23,46,949,13,52,2060,34,486,15548,902,902,52148,23,46,949,13,52,2060,34,486,15548
8099,4410,9999, ,LONG BRANCH-ASBURY PARK SMSA,1636,1636,83163,4,8,195,13,52,1940,60,639,18593,1575,1575,77438,4,8,195,13,52,1940,60,639,18593
8099,4420,9999, ,LONGVIEW-MARSHALL SMSA,487,487,35124,62,124,4504,15,57,1479,5,450,8250,487,487,35124,62,124,4504,15,57,1479,5,450,8250
8099,4440,9999, ,LORAIN-ELYRIA SMSA,439,439,28955,55,110,3594,6,23,775,9,256,9477,380,380,25904,54,108,3532,6,23,775,7,245,9314
8099,4480,9999, ,LOS ANGELES-LONG BEACH SMSA,8530,8530,661572,445,890,46018,591,2159,101970,1573,17182,1006808,8513,8513,660561,445,890,46018,588,2150,101689,1557,17042,1000924
8099,4520,9999, ,CHARLESTOWN. . . . . . . . . . . .,2140,2140,100343,5,10,206,28,108,2505,93,1094,23926,2112,2112,99185,5,10,206,27,105,2453,90,1062,22886
8099,4560,9999, ,LOWELL MASS.-N.H. SMSA,528,528,24419,5,10,231,1,4,63,9,82,1954,476,476,22248,5,10,231,1,4,63,9,82,1954
8099,4600,9999, ,LUBBOCK SMSA,946,946,53119,37,74,2389,25,92,2168,15,124,1368,944,944,53012,37,74,2389,25,92,2168,15,124,1368
8099,4640,9999, ,LYNCHBURG SMSA,457,457,18781,38,76,1635,24,94,1765,34,348,8330,457,457,18781,38,76,1635,24,94,1765,34,348,8330
8099,4680,9999, ,MACON SMSA,709,709,29036,31,62,1661,16,62,1191,39,312,6923,700,700,28805,31,62,1661,16,62,1191,39,312,6923
8099,4720,9999, ,MADISON SMSA,811,811,43659,80,160,5339,55,215,6212,67,656,16402,809,809,43577,80,160,5339,55,215,6212,67,656,16402
8099,4760,9999, ,MANCHESTER SMSA,569,569,25676,46,92,1842,5,19,915,25,441,8330,565,565,25592,46,92,1842,5,19,915,25,441,8330
8099,4800,9999, ,MANSFIELD SMSA,164,164,8538,35,70,2098,4,16,345,21,209,4128,163,163,8503,35,70,2098,4,16,345,21,209,4128
8099,4880,9999, ,MCALLEN-PHARR-EDINBURG SMSA,1304,1304,55297,94,188,4022,52,200,3744,66,727,14607,1276,1276,54798,94,188,4022,52,200,3744,66,727,14607
8099,4900,9999, ,MELBOURNE-TITUSVILLE-COCOA SMSA,3647,3647,179286,54,108,3344,113,421,13349,114,1593,55251,3476,3476,170526,54,108,3344,113,421,13349,108,1537,54043
8099,4920,9999, ,MEMPHIS TENN.-ARK.-MISS. SMSA,3658,3658,177423,13,26,766,13,51,1736,28,546,10965,3603,3603,175913,13,26,766,13,51,1736,28,546,10965
8099,4960,9999, ,MERIDEN SMSA,141,141,4258,0,0,0,0,0,0,2,34,620,141,141,4258,0,0,0,0,0,0,2,34,620
8099,5000,9999, ,MIAMI SMSA,6222,6222,390825,607,1214,44956,98,375,13376,381,13627,614265,6222,6222,390825,607,1214,44956,98,375,13376,381,13627,614265
8099,5040,9999, ,MIDLAND SMSA,801,801,53205,23,46,1535,2,8,229,4,478,6980,801,801,53205,23,46,1535,2,8,229,4,478,6980
8099,5080,9999, ,MILWAUKEE SMSA,1783,1783,100165,156,312,11877,54,212,7117,83,1357,31442,1692,1692,94814,116,232,9099,54,212,7117,82,1352,31374
8099,5120,9999, ,MINNEAPOLIS-ST. PAUL MN-WI SMSA,8408,8408,488958,425,850,39216,199,779,31668,142,3378,130595,8219,8219,478804,423,846,39086,197,773,31467,142,3378,130595
8099,5160,9999, ,MOBILE SMSA,1326,1326,31509,43,86,1421,29,112,2842,208,1705,28461,1291,1291,30192,43,86,1421,29,112,2842,208,1705,28461
8099,5170,9999, ,MODESTO SMSA,1443,1443,66229,108,216,6324,50,192,4509,49,454,10091,1443,1443,66229,108,216,6324,50,192,4509,49,454,10091
