Survey,MSA/,PMSA,,MA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,CMSA,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
199999,0040,9999,,Abilene  TX MSA ,179,179,25372,3,6,382,0,0,0,0,0,0,179,179,25372,3,6,382,0,0,0,0,0,0
199999,0120,9999,,Albany  GA MSA ,610,610,68806,11,22,1534,1,4,254,0,0,0,610,610,68806,11,22,1534,1,4,254,0,0,0
199999,0160,9999,,Albany-Schenectady-Troy  NY MSA ,2316,2316,316876,11,22,1304,12,45,2044,39,515,24484,2130,2130,295766,11,22,1304,12,45,2044,26,425,19204
199999,0200,9999,,Albuquerque  NM MSA ,4927,4927,505394,2,4,192,33,109,5537,25,271,12081,4718,4718,486360,2,4,192,33,109,5537,25,271,12081
199999,0220,9999,,Alexandria  LA MSA ,419,419,45663,0,0,0,0,0,0,1,90,3788,392,392,43076,0,0,0,0,0,0,0,0,0
199999,0240,9999,,Allentown-Bethlehem-Easton  PA MSA ,2646,2646,322679,9,18,1154,28,105,5496,22,345,17074,2525,2525,312278,9,18,1154,20,80,4790,22,345,17074
199999,0280,9999,,Altoona  PA MSA ,233,233,23306,1,2,53,2,8,400,3,18,1064,226,226,23131,1,2,53,2,8,400,3,18,1064
199999,0320,9999,,Amarillo  TX MSA ,538,538,70739,2,4,160,0,0,0,2,166,4739,530,530,69024,2,4,160,0,0,0,2,166,4739
199999,0380,9999,,Anchorage  AK MSA ,783,783,148798,61,122,15204,15,56,7195,30,304,34053,783,783,148798,61,122,15204,15,56,7195,30,304,34053
199999,0450,9999,,Anniston  AL MSA ,180,180,16477,0,0,0,8,32,1100,23,210,11575,65,65,5746,0,0,0,8,32,1100,11,132,8000
199999,0460,9999,,Appleton-Oshkosh-Neenah  WI MSA ,1813,1813,251056,105,210,15031,13,51,3519,74,709,26096,1642,1642,227277,90,180,12969,13,51,3519,58,571,20100
199999,0480,9999,,Asheville  NC MSA ,1161,1161,161662,42,84,5267,11,42,2893,13,84,4314,1115,1115,157476,42,84,5267,11,42,2893,13,84,4314
199999,0500,9999,,Athens  GA MSA ,897,897,103654,40,80,3215,2,7,739,33,523,21112,897,897,103654,40,80,3215,2,7,739,33,523,21112
199999,0520,9999,,Atlanta  GA MSA ,48275,48275,5456758,128,256,14627,103,371,18798,477,12144,634309,47808,47808,5419606,127,254,14572,103,371,18798,476,12125,633497
199999,0580,9999,,Auburn-Opelika  AL MSA ,343,343,47105,54,108,5272,4,13,750,9,93,5809,343,343,47105,54,108,5272,4,13,750,9,93,5809
199999,0600,9999,,Augusta-Aiken  GA-SC MSA ,2509,2509,252152,0,0,0,0,0,0,68,733,20081,2500,2500,251566,0,0,0,0,0,0,68,733,20081
199999,0640,9999,,Austin-San Marcos  TX MSA ,11704,11704,1398732,136,272,19209,18,72,3798,452,7849,319131,11633,11633,1392146,136,272,19209,18,72,3798,452,7849,319131
199999,0680,9999,,Bakersfield  CA MSA ,2887,2887,322857,1,2,84,22,80,4491,17,149,8176,2770,2770,315561,1,2,84,20,73,4205,17,149,8176
199999,0730,9999,,Bangor  ME MSA ,185,185,18855,1,2,150,0,0,0,1,32,1663,157,157,16155,1,2,150,0,0,0,1,32,1663
199999,0740,9999,,Barnstable-Yarmouth  MA MSA ,1497,1497,262953,10,20,2226,7,21,2931,4,52,5559,1497,1497,262953,10,20,2226,7,21,2931,4,52,5559
199999,0760,9999,,Baton Rouge  LA MSA ,3695,3695,334396,8,16,689,10,40,1610,33,491,27797,3695,3695,334396,8,16,689,10,40,1610,33,491,27797
199999,0840,9999,,Beaumont-Port Arthur  TX MSA ,832,832,95653,8,16,287,3,11,698,4,32,1746,794,794,89199,7,14,218,3,11,698,4,32,1746
199999,0860,9999,,Bellingham  WA MSA ,936,936,129614,23,46,4830,15,53,4030,33,451,23864,856,856,119447,23,46,4830,15,53,4030,31,433,22801
199999,0870,9999,,Benton Harbor  MI MSA ,487,487,76954,3,6,315,1,4,240,10,161,8377,401,401,66823,3,6,315,1,4,240,1,45,1785
199999,0880,9999,,Billings  MT MSA ,389,389,47300,9,18,1199,5,20,1015,4,164,8446,389,389,47300,9,18,1199,5,20,1015,4,164,8446
199999,0920,9999,,Biloxi-Gulfport-Pascagoula  MS MSA ,2401,2401,220826,7,14,566,9,36,2374,41,539,15715,2362,2362,217339,7,14,566,9,36,2374,41,539,15715
199999,0960,9999,,Binghamton  NY MSA ,310,310,37559,0,0,0,0,0,0,2,62,1750,310,310,37559,0,0,0,0,0,0,2,62,1750
199999,1000,9999,,Birmingham  AL MSA ,4973,4973,677045,0,0,0,4,13,963,60,972,48964,4806,4806,664248,0,0,0,4,13,963,60,972,48964
199999,1010,9999,,Bismarck  ND MSA ,399,399,52764,25,50,6796,7,27,2248,7,92,3688,395,395,52365,25,50,6796,7,27,2248,7,92,3688
